,北京,上海,福州,廈門
2019-07-02-16,95.0,23.0,23.0,30.0
2019-07-02-17,46.0,25.0,13.0,31.0
2019-07-02-18,41.0,26.0,19.0,38.0
2019-07-02-19,46.0,31.0,16.0,35.0
2019-07-02-20,70.0,34.0,11.0,33.0
2019-07-02-21,58.0,31.0,11.0,14.0
2019-07-02-22,53.0,31.0,10.0,10.0
2019-07-02-23,55.0,28.0,11.0,9.0
2019-07-03-00,42.0,26.0,7.0,6.0
2019-07-03-01,37.0,26.0,10.0,8.0
2019-07-03-02,37.0,24.0,11.0,7.0
2019-07-03-03,39.0,23.0,12.0,7.0
2019-07-03-04,38.0,24.0,12.0,11.0
2019-07-03-05,40.0,22.0,12.0,14.0
2019-07-03-06,42.0,23.0,14.0,13.0
2019-07-03-07,49.0,29.0,16.0,11.0
2019-07-03-08,54.0,28.0,22.0,10.0
2019-07-03-09,41.0,26.0,26.0,12.0
2019-07-03-10,40.0,25.0,30.0,12.0
2019-07-03-11,39.0,26.0,31.0,8.0
2019-07-03-12,27.0,20.0,22.0,15.0
2019-07-03-13,17.0,23.0,14.0,15.0
2019-07-03-14,11.0,26.0,17.0,15.0
2019-07-03-15,13.0,27.0,11.0,11.0
2019-07-03-16,18.0,27.0,15.0,6.0
2019-07-03-17,26.0,30.0,22.0,8.0
2019-07-03-18,39.0,32.0,34.0,9.0
2019-07-03-19,46.0,36.0,28.0,11.0
2019-07-03-20,45.0,39.0,24.0,14.0
2019-07-03-21,50.0,40.0,24.0,17.0
2019-07-03-22,54.0,39.0,28.0,19.0
2019-07-03-23,57.0,38.0,24.0,16.0
2019-07-04-00,59.0,39.0,27.0,17.0
2019-07-04-01,64.0,37.0,29.0,19.0
2019-07-04-02,70.0,34.0,29.0,18.0
2019-07-04-03,80.0,29.0,32.0,17.0
2019-07-04-04,79.0,24.0,33.0,21.0
2019-07-04-05,69.0,22.0,31.0,21.0
2019-07-04-06,76.0,27.0,31.0,18.0
2019-07-04-07,85.0,30.0,37.0,19.0
2019-07-04-08,91.0,32.0,37.0,24.0
2019-07-04-09,93.0,36.0,33.0,19.0
2019-07-04-10,90.0,38.0,26.0,13.0
2019-07-04-11,92.0,39.0,23.0,12.0
2019-07-04-12,67.0,39.0,21.0,13.0
2019-07-04-13,60.0,40.0,24.0,17.0
2019-07-04-14,48.0,36.0,36.0,17.0
2019-07-04-15,49.0,42.0,35.0,14.0
2019-07-04-16,53.0,45.0,23.0,21.0
2019-07-04-17,59.0,39.0,24.0,19.0
2019-07-04-18,61.0,44.0,27.0,18.0
2019-07-04-19,71.0,49.0,40.0,21.0
2019-07-04-20,86.0,52.0,37.0,20.0
2019-07-04-21,84.0,52.0,37.0,26.0
2019-07-04-22,98.0,45.0,42.0,29.0
2019-07-04-23,78.0,37.0,39.0,27.0
2019-07-05-00,55.0,32.0,38.0,24.0
2019-07-05-01,54.0,31.0,35.0,23.0
2019-07-05-02,67.0,32.0,34.0,25.0
2019-07-05-03,79.0,29.0,37.0,24.0
2019-07-05-04,74.0,26.0,36.0,24.0
2019-07-05-05,80.0,23.0,35.0,23.0
2019-07-05-06,71.0,26.0,36.0,24.0
2019-07-05-07,92.0,24.0,39.0,22.0
2019-07-05-08,103.0,28.0,44.0,16.0
2019-07-05-09,124.0,28.0,46.0,19.0
2019-07-05-10,93.0,30.0,39.0,23.0
2019-07-05-11,38.0,34.0,37.0,19.0
2019-07-05-12,21.0,32.0,31.0,27.0
2019-07-05-13,12.0,26.0,28.0,27.0
2019-07-05-14,21.0,24.0,44.0,30.0
2019-07-05-15,23.0,40.0,41.0,28.0
2019-07-05-16,30.0,39.0,43.0,28.0
2019-07-05-17,36.0,43.0,42.0,26.0
2019-07-05-18,18.0,52.0,25.0,27.0
2019-07-05-19,26.0,52.0,18.0,30.0
2019-07-05-20,27.0,53.0,23.0,30.0
2019-07-05-21,24.0,56.0,30.0,30.0
2019-07-05-22,16.0,49.0,30.0,35.0
2019-07-05-23,14.0,46.0,32.0,33.0
2019-07-06-00,17.0,39.0,24.0,29.0
2019-07-06-01,18.0,37.0,12.0,26.0
2019-07-06-02,20.0,38.0,6.0,26.0
2019-07-06-03,12.0,35.0,17.0,27.0
2019-07-06-04,9.0,32.0,13.0,28.0
2019-07-06-05,8.0,30.0,13.0,25.0
2019-07-06-06,11.0,31.0,18.0,27.0
2019-07-06-07,7.0,32.0,21.0,29.0
2019-07-06-08,12.0,37.0,28.0,32.0
2019-07-06-09,15.0,39.0,37.0,35.0
2019-07-06-10,15.0,29.0,41.0,31.0
2019-07-06-11,11.0,26.0,35.0,31.0
2019-07-06-12,19.0,24.0,36.0,31.0
2019-07-06-13,10.0,17.0,29.0,26.0
2019-07-06-14,10.0,19.0,24.0,14.0
2019-07-06-15,13.0,25.0,25.0,22.0
2019-07-06-16,11.0,29.0,17.0,24.0
2019-07-06-17,13.0,30.0,7.0,29.0
2019-07-06-18,31.0,40.0,7.0,34.0
2019-07-06-19,38.0,44.0,8.0,34.0
2019-07-06-20,23.0,39.0,14.0,25.0
2019-07-06-21,19.0,38.0,12.0,27.0
2019-07-06-22,14.0,35.0,14.0,30.0
2019-07-06-23,10.0,23.0,13.0,32.0
2019-07-07-00,11.0,24.0,18.0,31.0
2019-07-07-01,11.0,25.0,20.0,27.0
2019-07-07-02,9.0,17.0,23.0,29.0
2019-07-07-03,9.0,10.0,25.0,28.0
2019-07-07-04,8.0,15.0,21.0,27.0
2019-07-07-05,9.0,26.0,26.0,27.0
2019-07-07-06,10.0,23.0,25.0,27.0
2019-07-07-07,10.0,14.0,26.0,27.0
2019-07-07-08,12.0,14.0,40.0,23.0
2019-07-07-09,16.0,20.0,48.0,26.0
2019-07-07-10,14.0,35.0,47.0,29.0
2019-07-07-11,15.0,35.0,58.0,28.0
2019-07-07-12,11.0,35.0,60.0,28.0
2019-07-07-13,24.0,43.0,58.0,28.0
2019-07-07-14,27.0,46.0,61.0,29.0
2019-07-07-15,24.0,49.0,63.0,29.0
2019-07-07-16,24.0,50.0,66.0,31.0
2019-07-07-17,27.0,51.0,63.0,34.0
2019-07-07-18,-999.0,-999.0,67.0,28.0
2019-07-07-19,38.0,51.0,47.0,33.0
2019-07-07-20,45.0,53.0,41.0,32.0
2019-07-07-21,53.0,58.0,31.0,32.0
2019-07-07-22,45.0,58.0,24.0,30.0
2019-07-07-23,25.0,61.0,21.0,26.0
2019-07-08-00,20.0,62.0,25.0,24.0
2019-07-08-01,18.0,56.0,32.0,25.0
2019-07-08-02,21.0,48.0,34.0,26.0
2019-07-08-03,22.0,48.0,40.0,23.0
2019-07-08-04,30.0,54.0,37.0,27.0
2019-07-08-05,28.0,56.0,41.0,23.0
2019-07-08-06,30.0,63.0,49.0,23.0
2019-07-08-07,27.0,62.0,49.0,29.0
2019-07-08-08,28.0,61.0,68.0,27.0
2019-07-08-09,33.0,63.0,50.0,26.0
2019-07-08-10,30.0,69.0,34.0,28.0
2019-07-08-11,25.0,76.0,36.0,28.0
2019-07-08-12,24.0,78.0,29.0,29.0
2019-07-08-13,25.0,74.0,35.0,25.0
2019-07-08-14,31.0,72.0,39.0,26.0
2019-07-08-15,29.0,65.0,47.0,28.0
2019-07-08-16,31.0,45.0,53.0,29.0
2019-07-08-17,33.0,26.0,57.0,31.0
2019-07-08-18,33.0,20.0,40.0,31.0
2019-07-08-19,39.0,24.0,43.0,32.0
2019-07-08-20,42.0,26.0,54.0,31.0
2019-07-08-21,53.0,29.0,54.0,34.0
2019-07-08-22,59.0,27.0,50.0,32.0
2019-07-08-23,59.0,23.0,48.0,29.0
2019-07-09-00,60.0,18.0,45.0,26.0
2019-07-09-01,64.0,14.0,43.0,26.0
2019-07-09-02,59.0,16.0,41.0,28.0
2019-07-09-03,56.0,22.0,38.0,29.0
2019-07-09-04,53.0,20.0,38.0,28.0
2019-07-09-05,55.0,18.0,37.0,30.0
2019-07-09-06,55.0,19.0,39.0,34.0
2019-07-09-07,66.0,18.0,41.0,33.0
2019-07-09-08,70.0,20.0,44.0,30.0
2019-07-09-09,71.0,27.0,46.0,32.0
2019-07-09-10,60.0,24.0,51.0,35.0
2019-07-09-11,57.0,19.0,51.0,34.0
2019-07-09-12,54.0,15.0,48.0,32.0
2019-07-09-13,38.0,13.0,43.0,34.0
2019-07-09-14,26.0,11.0,42.0,35.0
2019-07-09-15,24.0,10.0,38.0,31.0
2019-07-09-16,27.0,9.0,62.0,35.0
2019-07-09-17,26.0,11.0,53.0,31.0
2019-07-09-18,28.0,12.0,36.0,31.0
2019-07-09-19,35.0,17.0,26.0,37.0
2019-07-09-20,39.0,17.0,26.0,38.0
2019-07-09-21,46.0,18.0,16.0,40.0
2019-07-09-22,52.0,18.0,23.0,38.0
2019-07-09-23,-999.0,-999.0,-999.0,-999.0
2019-07-10-00,55.0,10.0,34.0,32.0
2019-07-10-01,52.0,6.0,40.0,29.0
2019-07-10-02,53.0,5.0,40.0,29.0
2019-07-10-03,48.0,7.0,41.0,28.0
2019-07-10-04,48.0,10.0,42.0,30.0
2019-07-10-05,49.0,11.0,37.0,28.0
2019-07-10-06,60.0,14.0,30.0,28.0
2019-07-10-07,51.0,16.0,39.0,22.0
2019-07-10-08,39.0,18.0,29.0,25.0
2019-07-10-09,50.0,20.0,35.0,25.0
2019-07-10-10,47.0,20.0,36.0,28.0
2019-07-10-11,44.0,19.0,36.0,17.0
2019-07-10-12,43.0,15.0,18.0,17.0
2019-07-10-13,37.0,18.0,16.0,10.0
2019-07-10-14,27.0,20.0,10.0,10.0
2019-07-10-15,28.0,22.0,10.0,13.0
2019-07-10-16,30.0,19.0,13.0,13.0
2019-07-10-17,33.0,22.0,16.0,18.0
2019-07-10-18,39.0,25.0,18.0,20.0
2019-07-10-19,51.0,25.0,16.0,21.0
2019-07-10-20,71.0,29.0,21.0,19.0
2019-07-10-21,65.0,33.0,24.0,17.0
2019-07-10-22,59.0,33.0,19.0,19.0
2019-07-10-23,52.0,33.0,16.0,20.0
2019-07-11-00,52.0,33.0,21.0,17.0
2019-07-11-01,48.0,34.0,27.0,15.0
2019-07-11-02,42.0,36.0,25.0,18.0
2019-07-11-03,39.0,37.0,24.0,21.0
2019-07-11-04,39.0,38.0,27.0,16.0
2019-07-11-05,44.0,35.0,20.0,21.0
2019-07-11-06,47.0,41.0,15.0,28.0
2019-07-11-07,46.0,42.0,10.0,25.0
2019-07-11-08,52.0,28.0,10.0,22.0
2019-07-11-09,42.0,27.0,9.0,16.0
2019-07-11-10,42.0,27.0,13.0,11.0
2019-07-11-11,34.0,33.0,18.0,10.0
2019-07-11-12,37.0,41.0,23.0,10.0
2019-07-11-13,35.0,45.0,29.0,13.0
2019-07-11-14,27.0,40.0,21.0,13.0
2019-07-11-15,24.0,42.0,23.0,15.0
2019-07-11-16,28.0,37.0,25.0,21.0
2019-07-11-17,30.0,34.0,26.0,19.0
2019-07-11-18,31.0,32.0,32.0,17.0
2019-07-11-19,36.0,34.0,34.0,15.0
2019-07-11-20,45.0,30.0,37.0,12.0
2019-07-11-21,46.0,33.0,36.0,13.0
2019-07-11-22,47.0,31.0,35.0,15.0
2019-07-11-23,50.0,27.0,33.0,15.0
2019-07-12-00,49.0,26.0,32.0,18.0
2019-07-12-01,38.0,28.0,30.0,19.0
2019-07-12-02,32.0,28.0,30.0,23.0
2019-07-12-03,30.0,27.0,33.0,23.0
2019-07-12-04,28.0,28.0,26.0,24.0
2019-07-12-05,28.0,26.0,32.0,23.0
2019-07-12-06,28.0,27.0,32.0,23.0
2019-07-12-07,34.0,25.0,37.0,22.0
2019-07-12-08,38.0,28.0,40.0,24.0
2019-07-12-09,38.0,31.0,42.0,23.0
2019-07-12-10,39.0,35.0,38.0,28.0
2019-07-12-11,33.0,41.0,36.0,30.0
2019-07-12-12,35.0,35.0,46.0,33.0
2019-07-12-13,28.0,36.0,42.0,37.0
2019-07-12-14,27.0,33.0,35.0,31.0
2019-07-12-15,30.0,28.0,31.0,31.0
2019-07-12-16,46.0,22.0,47.0,29.0
2019-07-12-17,43.0,21.0,61.0,31.0
2019-07-12-18,44.0,25.0,57.0,36.0
2019-07-12-19,61.0,21.0,53.0,41.0
2019-07-12-20,63.0,19.0,49.0,40.0
2019-07-12-21,80.0,17.0,48.0,35.0
2019-07-12-22,89.0,13.0,47.0,31.0
2019-07-12-23,91.0,8.0,44.0,30.0
2019-07-13-00,88.0,10.0,43.0,28.0
2019-07-13-01,84.0,7.0,40.0,28.0
2019-07-13-02,76.0,6.0,39.0,28.0
2019-07-13-03,85.0,7.0,37.0,30.0
2019-07-13-04,71.0,7.0,37.0,34.0
2019-07-13-05,80.0,6.0,36.0,35.0
2019-07-13-06,87.0,8.0,34.0,35.0
2019-07-13-07,81.0,8.0,38.0,32.0
2019-07-13-08,96.0,10.0,42.0,31.0
2019-07-13-09,106.0,9.0,38.0,31.0
2019-07-13-10,92.0,11.0,36.0,31.0
2019-07-13-11,85.0,8.0,42.0,31.0
2019-07-13-12,73.0,11.0,39.0,30.0
2019-07-13-13,64.0,13.0,40.0,33.0
2019-07-13-14,60.0,11.0,33.0,31.0
2019-07-13-15,72.0,7.0,35.0,33.0
2019-07-13-16,73.0,9.0,44.0,35.0
2019-07-13-17,74.0,9.0,60.0,40.0
2019-07-13-18,70.0,11.0,65.0,38.0
2019-07-13-19,72.0,11.0,66.0,40.0
2019-07-13-20,65.0,14.0,65.0,41.0
2019-07-13-21,77.0,18.0,64.0,38.0
2019-07-13-22,81.0,17.0,61.0,40.0
2019-07-13-23,82.0,14.0,59.0,37.0
2019-07-14-00,77.0,20.0,54.0,33.0
2019-07-14-01,59.0,21.0,56.0,31.0
2019-07-14-02,30.0,19.0,51.0,34.0
2019-07-14-03,11.0,18.0,50.0,36.0
2019-07-14-04,12.0,21.0,50.0,36.0
2019-07-14-05,16.0,19.0,51.0,36.0
2019-07-14-06,22.0,24.0,48.0,37.0
2019-07-14-07,19.0,28.0,53.0,38.0
2019-07-14-08,18.0,22.0,58.0,36.0
2019-07-14-09,21.0,22.0,54.0,36.0
2019-07-14-10,15.0,29.0,55.0,37.0
2019-07-14-11,16.0,38.0,54.0,38.0
2019-07-14-12,11.0,41.0,48.0,37.0
2019-07-14-13,8.0,41.0,57.0,38.0
2019-07-14-14,8.0,40.0,54.0,37.0
2019-07-14-15,7.0,40.0,53.0,34.0
2019-07-14-16,25.0,36.0,53.0,37.0
2019-07-14-17,46.0,36.0,48.0,37.0
2019-07-14-18,44.0,40.0,58.0,38.0
2019-07-14-19,53.0,32.0,64.0,38.0
2019-07-14-20,54.0,33.0,55.0,38.0
2019-07-14-21,51.0,32.0,48.0,37.0
2019-07-14-22,48.0,28.0,47.0,36.0
2019-07-14-23,34.0,26.0,46.0,33.0
2019-07-15-00,68.0,22.0,48.0,33.0
2019-07-15-01,78.0,20.0,41.0,35.0
2019-07-15-02,67.0,25.0,46.0,32.0
2019-07-15-03,56.0,22.0,50.0,33.0
2019-07-15-04,59.0,17.0,50.0,33.0
2019-07-15-05,64.0,17.0,44.0,36.0
2019-07-15-06,60.0,26.0,45.0,36.0
2019-07-15-07,56.0,25.0,50.0,34.0
2019-07-15-08,69.0,25.0,61.0,35.0
2019-07-15-09,77.0,22.0,60.0,38.0
2019-07-15-10,89.0,30.0,65.0,38.0
2019-07-15-11,96.0,28.0,67.0,43.0
2019-07-15-12,85.0,32.0,64.0,44.0
2019-07-15-13,69.0,28.0,60.0,40.0
2019-07-15-14,62.0,25.0,67.0,39.0
2019-07-15-15,58.0,26.0,84.0,38.0
2019-07-15-16,65.0,31.0,78.0,32.0
2019-07-15-17,66.0,34.0,79.0,35.0
2019-07-15-18,65.0,37.0,68.0,41.0
2019-07-15-19,61.0,38.0,62.0,44.0
2019-07-15-20,62.0,35.0,64.0,38.0
2019-07-15-21,68.0,35.0,57.0,35.0
2019-07-15-22,87.0,28.0,57.0,40.0
2019-07-15-23,71.0,24.0,51.0,44.0
2019-07-16-00,52.0,25.0,44.0,38.0
2019-07-16-01,49.0,25.0,45.0,34.0
2019-07-16-02,49.0,22.0,45.0,39.0
2019-07-16-03,54.0,19.0,43.0,46.0
2019-07-16-04,62.0,17.0,45.0,44.0
2019-07-16-05,65.0,15.0,46.0,48.0
2019-07-16-06,70.0,17.0,44.0,45.0
2019-07-16-07,75.0,20.0,45.0,45.0
2019-07-16-08,79.0,21.0,49.0,47.0
2019-07-16-09,71.0,21.0,48.0,60.0
2019-07-16-10,70.0,24.0,51.0,69.0
2019-07-16-11,71.0,24.0,47.0,68.0
2019-07-16-12,63.0,26.0,50.0,64.0
2019-07-16-13,51.0,28.0,44.0,51.0
2019-07-16-14,43.0,31.0,50.0,50.0
2019-07-16-15,40.0,34.0,53.0,43.0
2019-07-16-16,38.0,26.0,52.0,38.0
2019-07-16-17,37.0,25.0,38.0,31.0
2019-07-16-18,32.0,27.0,31.0,35.0
2019-07-16-19,26.0,23.0,26.0,35.0
2019-07-16-20,32.0,25.0,29.0,33.0
2019-07-16-21,34.0,22.0,33.0,32.0
2019-07-16-22,41.0,22.0,29.0,31.0
2019-07-16-23,37.0,25.0,23.0,30.0
2019-07-17-00,48.0,27.0,25.0,33.0
2019-07-17-01,60.0,29.0,23.0,35.0
2019-07-17-02,48.0,27.0,20.0,36.0
2019-07-17-03,16.0,23.0,20.0,35.0
2019-07-17-04,26.0,25.0,27.0,36.0
2019-07-17-05,-999.0,28.0,29.0,36.0
2019-07-17-06,-999.0,33.0,26.0,39.0
2019-07-17-07,-999.0,37.0,29.0,33.0
2019-07-17-08,38.0,37.0,29.0,27.0
2019-07-17-09,43.0,36.0,32.0,28.0
2019-07-17-10,45.0,29.0,33.0,27.0
2019-07-17-11,49.0,33.0,29.0,28.0
2019-07-17-12,53.0,27.0,24.0,27.0
2019-07-17-13,49.0,25.0,18.0,26.0
2019-07-17-14,65.0,26.0,18.0,23.0
2019-07-17-15,54.0,30.0,16.0,20.0
2019-07-17-16,51.0,33.0,15.0,22.0
2019-07-17-17,40.0,33.0,19.0,27.0
2019-07-17-18,39.0,27.0,21.0,30.0
2019-07-17-19,51.0,31.0,22.0,35.0
2019-07-17-20,46.0,26.0,22.0,43.0
2019-07-17-21,45.0,23.0,16.0,40.0
2019-07-17-22,37.0,21.0,15.0,38.0
2019-07-17-23,32.0,19.0,15.0,34.0
2019-07-18-00,36.0,18.0,14.0,23.0
2019-07-18-01,43.0,17.0,14.0,16.0
2019-07-18-02,44.0,15.0,12.0,13.0
2019-07-18-03,49.0,15.0,17.0,10.0
2019-07-18-04,42.0,14.0,16.0,10.0
2019-07-18-05,39.0,15.0,17.0,8.0
2019-07-18-07,-999.0,-999.0,-999.0,-999.0
2019-07-18-08,38.0,25.0,20.0,23.0
2019-07-18-09,51.0,25.0,23.0,21.0
2019-07-18-10,67.0,27.0,23.0,22.0
2019-07-18-11,81.0,22.0,23.0,20.0
2019-07-18-12,81.0,20.0,21.0,20.0
2019-07-18-13,70.0,21.0,23.0,25.0
2019-07-18-14,71.0,24.0,30.0,29.0
2019-07-18-15,82.0,20.0,23.0,33.0
2019-07-18-16,75.0,26.0,17.0,33.0
2019-07-18-17,67.0,24.0,42.0,35.0
2019-07-18-18,70.0,26.0,39.0,31.0
2019-07-18-19,76.0,24.0,42.0,25.0
2019-07-18-20,78.0,25.0,41.0,24.0
2019-07-18-21,101.0,25.0,35.0,24.0
2019-07-18-22,103.0,23.0,41.0,24.0
2019-07-18-23,95.0,22.0,51.0,21.0
2019-07-19-00,81.0,18.0,50.0,18.0
2019-07-19-01,72.0,14.0,50.0,15.0
2019-07-19-02,63.0,17.0,53.0,18.0
2019-07-19-03,54.0,16.0,51.0,16.0
2019-07-19-04,48.0,13.0,40.0,18.0
2019-07-19-05,43.0,13.0,41.0,18.0
2019-07-19-06,38.0,11.0,48.0,23.0
2019-07-19-07,40.0,13.0,54.0,22.0
2019-07-19-08,50.0,18.0,52.0,19.0
2019-07-19-09,53.0,24.0,52.0,24.0
2019-07-19-10,57.0,25.0,44.0,32.0
2019-07-19-11,56.0,23.0,44.0,37.0
2019-07-19-12,59.0,17.0,47.0,50.0
2019-07-19-13,67.0,17.0,48.0,54.0
2019-07-19-14,66.0,17.0,38.0,54.0
2019-07-19-15,72.0,16.0,17.0,48.0
2019-07-19-16,76.0,19.0,29.0,47.0
2019-07-19-17,77.0,22.0,61.0,49.0
2019-07-19-18,71.0,20.0,53.0,58.0
2019-07-19-19,72.0,19.0,63.0,65.0
2019-07-19-20,67.0,18.0,63.0,62.0
2019-07-19-21,80.0,18.0,64.0,60.0
2019-07-19-22,72.0,16.0,65.0,61.0
2019-07-19-23,59.0,14.0,70.0,61.0
2019-07-20-00,57.0,15.0,68.0,56.0
2019-07-20-01,46.0,10.0,67.0,46.0
2019-07-20-02,37.0,10.0,66.0,45.0
2019-07-20-03,38.0,12.0,69.0,47.0
2019-07-20-04,43.0,14.0,70.0,53.0
2019-07-20-05,45.0,18.0,69.0,50.0
2019-07-20-06,47.0,21.0,75.0,53.0
2019-07-20-07,49.0,24.0,76.0,52.0
2019-07-20-08,46.0,31.0,71.0,53.0
2019-07-20-09,49.0,22.0,68.0,52.0
2019-07-20-10,49.0,18.0,65.0,49.0
2019-07-20-11,51.0,24.0,68.0,56.0
2019-07-20-12,54.0,31.0,72.0,53.0
2019-07-20-13,61.0,30.0,63.0,46.0
2019-07-20-14,67.0,30.0,56.0,43.0
2019-07-20-15,72.0,36.0,73.0,44.0
2019-07-20-16,68.0,40.0,45.0,37.0
2019-07-20-17,70.0,46.0,22.0,32.0
2019-07-20-18,73.0,51.0,19.0,30.0
2019-07-20-19,76.0,58.0,28.0,30.0
2019-07-20-20,74.0,59.0,30.0,32.0
2019-07-20-21,85.0,56.0,34.0,35.0
2019-07-20-22,78.0,51.0,37.0,34.0
2019-07-20-23,77.0,45.0,40.0,32.0
2019-07-21-00,76.0,36.0,48.0,35.0
2019-07-21-01,76.0,39.0,52.0,28.0
2019-07-21-02,78.0,42.0,49.0,29.0
2019-07-21-03,75.0,46.0,44.0,28.0
2019-07-21-04,72.0,51.0,39.0,27.0
2019-07-21-05,73.0,46.0,40.0,28.0
2019-07-21-06,69.0,49.0,45.0,31.0
2019-07-21-07,75.0,40.0,44.0,33.0
2019-07-21-08,85.0,32.0,38.0,32.0
2019-07-21-09,72.0,22.0,26.0,30.0
2019-07-21-10,60.0,24.0,21.0,30.0
2019-07-21-11,51.0,25.0,31.0,27.0
2019-07-21-12,50.0,30.0,31.0,38.0
2019-07-21-13,62.0,33.0,31.0,39.0
2019-07-21-14,65.0,41.0,41.0,32.0
2019-07-21-15,52.0,40.0,56.0,33.0
2019-07-21-16,58.0,43.0,54.0,23.0
2019-07-21-17,59.0,54.0,52.0,19.0
2019-07-21-18,56.0,40.0,46.0,14.0
2019-07-21-19,66.0,37.0,44.0,19.0
2019-07-21-20,70.0,41.0,32.0,16.0
2019-07-21-21,77.0,36.0,20.0,18.0
2019-07-21-22,80.0,45.0,19.0,19.0
2019-07-21-23,85.0,47.0,18.0,20.0
2019-07-22-00,89.0,47.0,22.0,22.0
2019-07-22-01,91.0,43.0,23.0,25.0
2019-07-22-02,92.0,36.0,24.0,28.0
2019-07-22-03,87.0,36.0,29.0,26.0
2019-07-22-04,83.0,42.0,27.0,28.0
2019-07-22-05,70.0,39.0,28.0,32.0
2019-07-22-06,69.0,31.0,34.0,33.0
2019-07-22-07,84.0,29.0,33.0,34.0
2019-07-22-08,99.0,35.0,35.0,36.0
2019-07-22-09,109.0,40.0,42.0,38.0
2019-07-22-10,117.0,39.0,41.0,39.0
2019-07-22-11,123.0,41.0,45.0,39.0
2019-07-22-12,124.0,44.0,19.0,28.0
2019-07-22-13,129.0,43.0,15.0,21.0
2019-07-22-14,133.0,43.0,11.0,18.0
2019-07-22-15,141.0,38.0,11.0,10.0
2019-07-22-16,142.0,40.0,15.0,12.0
2019-07-22-17,129.0,43.0,21.0,13.0
2019-07-22-18,108.0,43.0,18.0,10.0
2019-07-22-19,102.0,52.0,18.0,10.0
2019-07-22-20,103.0,51.0,29.0,14.0
2019-07-22-21,91.0,46.0,36.0,18.0
2019-07-22-22,41.0,43.0,35.0,18.0
2019-07-22-23,28.0,36.0,30.0,18.0
2019-07-23-00,14.0,32.0,30.0,17.0
2019-07-23-01,13.0,28.0,26.0,21.0
2019-07-23-02,17.0,24.0,25.0,25.0
2019-07-23-03,17.0,19.0,25.0,22.0
2019-07-23-04,16.0,19.0,27.0,20.0
2019-07-23-05,18.0,20.0,31.0,22.0
2019-07-23-06,16.0,24.0,37.0,25.0
2019-07-23-07,21.0,26.0,37.0,31.0
2019-07-23-08,22.0,29.0,38.0,34.0
2019-07-23-09,10.0,34.0,38.0,34.0
2019-07-23-10,4.0,38.0,37.0,31.0
2019-07-23-11,8.0,43.0,37.0,25.0
2019-07-23-12,17.0,43.0,37.0,19.0
2019-07-23-13,25.0,41.0,35.0,13.0
2019-07-23-14,30.0,44.0,34.0,10.0
2019-07-23-15,43.0,47.0,35.0,9.0
2019-07-23-16,46.0,52.0,39.0,12.0
2019-07-23-17,42.0,53.0,45.0,14.0
2019-07-23-18,44.0,49.0,49.0,14.0
2019-07-23-19,47.0,48.0,49.0,17.0
2019-07-23-20,43.0,51.0,44.0,20.0
2019-07-23-21,44.0,48.0,40.0,20.0
2019-07-23-22,48.0,51.0,41.0,22.0
2019-07-23-23,55.0,48.0,45.0,20.0
2019-07-24-00,46.0,42.0,49.0,20.0
2019-07-24-01,49.0,40.0,43.0,23.0
2019-07-24-02,48.0,40.0,45.0,24.0
2019-07-24-03,46.0,42.0,44.0,25.0
2019-07-24-04,46.0,43.0,45.0,24.0
2019-07-24-05,49.0,47.0,46.0,26.0
2019-07-24-06,54.0,51.0,49.0,29.0
2019-07-24-07,68.0,57.0,46.0,30.0
2019-07-24-08,81.0,66.0,51.0,31.0
2019-07-24-09,74.0,70.0,53.0,36.0
2019-07-24-10,72.0,54.0,49.0,35.0
2019-07-24-11,66.0,42.0,44.0,30.0
2019-07-24-12,43.0,29.0,33.0,31.0
2019-07-24-13,35.0,19.0,30.0,25.0
2019-07-24-14,44.0,25.0,39.0,21.0
2019-07-24-15,51.0,26.0,61.0,18.0
2019-07-24-16,47.0,33.0,55.0,16.0
2019-07-24-17,63.0,43.0,31.0,15.0
2019-07-24-18,69.0,49.0,22.0,16.0
2019-07-24-19,89.0,57.0,28.0,12.0
2019-07-24-20,100.0,66.0,40.0,12.0
2019-07-24-21,48.0,56.0,46.0,16.0
2019-07-24-22,41.0,56.0,55.0,17.0
2019-07-24-23,43.0,49.0,53.0,18.0
2019-07-25-00,47.0,48.0,50.0,19.0
2019-07-25-01,53.0,44.0,52.0,20.0
2019-07-25-02,56.0,42.0,56.0,20.0
2019-07-25-03,50.0,48.0,51.0,22.0
2019-07-25-04,51.0,47.0,45.0,20.0
2019-07-25-05,54.0,49.0,43.0,22.0
2019-07-25-06,50.0,53.0,47.0,21.0
2019-07-25-07,58.0,58.0,50.0,23.0
2019-07-25-08,61.0,60.0,54.0,27.0
2019-07-25-09,48.0,58.0,55.0,29.0
2019-07-25-10,42.0,51.0,46.0,29.0
2019-07-25-11,50.0,49.0,44.0,29.0
2019-07-25-12,60.0,44.0,40.0,32.0
2019-07-25-13,60.0,35.0,42.0,25.0
2019-07-25-14,56.0,30.0,47.0,22.0
2019-07-25-15,47.0,37.0,70.0,17.0
2019-07-25-16,54.0,35.0,61.0,16.0
2019-07-25-17,57.0,47.0,25.0,17.0
2019-07-25-18,56.0,56.0,32.0,20.0
2019-07-25-19,64.0,70.0,26.0,22.0
2019-07-25-20,42.0,65.0,29.0,24.0
2019-07-25-21,68.0,58.0,33.0,25.0
2019-07-25-22,75.0,68.0,38.0,26.0
