,北京,上海,福州,廈門
2019-06-07-05,12.74,7.97,13.81,20.18
2019-06-07-06,14.34,9.56,12.21,18.05
2019-06-07-07,15.4,12.21,11.68,14.34
2019-06-07-08,13.28,12.21,10.62,9.56
2019-06-07-09,10.62,11.15,12.21,9.03
2019-06-07-10,9.03,11.68,13.81,7.97
2019-06-07-11,7.97,12.21,11.15,7.43
2019-06-07-12,6.9,12.74,9.03,9.56
2019-06-07-13,6.9,13.81,10.62,7.97
2019-06-07-14,6.37,12.21,10.62,6.37
2019-06-07-15,6.37,12.21,9.56,7.43
2019-06-07-16,6.9,13.28,10.09,4.78
2019-06-07-17,7.43,14.87,7.97,3.72
2019-06-07-18,7.97,16.46,9.03,4.78
2019-06-07-19,9.03,18.05,8.5,6.37
2019-06-07-20,10.62,15.93,7.97,9.56
2019-06-07-21,11.68,13.28,6.37,9.03
2019-06-07-22,12.21,13.81,6.9,6.9
2019-06-07-23,12.74,13.81,8.5,6.9
2019-06-08-00,15.93,14.87,7.43,9.56
2019-06-08-01,18.58,12.74,6.37,6.9
2019-06-08-02,17.52,10.62,6.9,9.56
2019-06-08-03,13.81,9.56,5.31,8.5
2019-06-08-04,14.87,9.56,5.31,6.9
2019-06-08-05,15.4,10.09,4.25,6.37
2019-06-08-06,16.99,11.68,4.25,7.97
2019-06-08-07,16.46,13.81,4.78,10.09
2019-06-08-08,15.93,14.87,5.31,8.5
2019-06-08-09,14.87,14.34,6.9,10.09
2019-06-08-10,13.28,12.21,9.03,7.43
2019-06-08-11,8.5,9.56,11.15,4.25
2019-06-08-12,6.37,8.5,12.74,5.31
2019-06-08-13,5.31,8.5,12.74,4.25
2019-06-08-14,5.84,9.03,11.68,4.78
2019-06-08-15,6.37,8.5,11.68,2.66
2019-06-08-16,7.43,7.97,10.62,3.19
2019-06-08-17,8.5,8.5,9.56,3.72
2019-06-08-18,8.5,11.15,10.09,3.72
2019-06-08-19,7.97,11.15,8.5,6.9
2019-06-08-20,9.03,11.15,9.03,7.43
2019-06-08-21,10.09,11.15,8.5,7.43
2019-06-08-22,12.21,10.09,8.5,6.37
2019-06-08-23,10.62,8.5,7.97,4.78
2019-06-09-00,12.74,6.37,6.9,6.9
2019-06-09-01,12.74,5.31,6.37,4.25
2019-06-09-02,12.74,5.84,6.37,5.31
2019-06-09-03,11.15,6.37,6.9,5.84
2019-06-09-04,8.5,6.37,11.15,5.31
2019-06-09-05,7.43,5.84,12.74,3.72
2019-06-09-06,6.9,6.9,12.74,5.31
2019-06-09-07,6.9,8.5,11.15,6.37
2019-06-09-08,5.84,10.62,12.21,6.37
2019-06-09-09,4.78,11.68,12.21,5.84
2019-06-09-10,4.25,12.74,9.03,5.31
2019-06-09-11,4.25,12.74,6.37,3.72
2019-06-09-12,4.25,11.15,4.25,4.25
2019-06-09-13,3.72,9.56,2.66,2.66
2019-06-09-14,4.25,9.03,3.72,2.12
2019-06-09-15,4.25,8.5,5.84,2.12
2019-06-09-16,4.78,9.03,6.9,3.19
2019-06-09-17,5.84,9.03,8.5,4.25
2019-06-09-18,6.37,10.09,14.34,16.46
2019-06-09-19,7.97,11.15,16.99,28.14
2019-06-09-20,10.62,10.62,20.18,26.55
2019-06-09-21,17.52,10.62,22.3,23.36
2019-06-09-22,19.65,11.15,10.09,25.49
2019-06-09-23,22.83,11.68,4.78,29.74
2019-06-10-00,24.43,11.15,5.84,26.55
2019-06-10-01,31.86,9.56,7.43,21.77
2019-06-10-02,33.98,10.09,9.03,21.77
2019-06-10-03,29.74,10.62,9.03,21.77
2019-06-10-04,25.49,8.5,9.56,16.99
2019-06-10-05,18.58,9.03,10.09,13.81
2019-06-10-06,16.99,10.09,9.03,19.12
2019-06-10-07,15.93,13.81,7.43,18.05
2019-06-10-08,15.93,18.58,6.9,18.58
2019-06-10-09,15.93,20.18,7.43,16.99
2019-06-10-10,14.34,23.36,7.97,16.99
2019-06-10-11,9.56,24.43,10.09,12.74
2019-06-10-12,5.84,23.9,7.97,11.68
2019-06-10-13,5.31,27.61,6.37,13.28
2019-06-10-14,4.78,27.61,5.31,13.28
2019-06-10-15,5.31,25.49,6.37,7.43
2019-06-10-16,5.84,19.12,7.97,6.37
2019-06-10-17,6.9,15.4,6.9,7.97
2019-06-10-18,7.43,17.52,9.03,8.5
2019-06-10-19,9.56,16.99,12.74,13.81
2019-06-10-20,11.15,14.34,13.28,19.65
2019-06-10-21,12.74,11.15,14.34,20.18
2019-06-10-22,14.34,10.62,13.81,14.87
2019-06-10-23,14.34,10.09,6.9,11.68
2019-06-11-00,13.81,10.09,4.78,12.21
2019-06-11-01,13.28,9.56,4.25,11.15
2019-06-11-02,13.81,9.03,4.78,11.15
2019-06-11-03,14.87,9.56,4.25,12.74
2019-06-11-04,17.52,10.62,3.19,14.87
2019-06-11-05,16.99,11.15,3.19,16.46
2019-06-11-06,18.05,13.81,4.78,16.99
2019-06-11-07,16.99,18.58,6.9,16.46
2019-06-11-08,15.4,15.93,5.31,16.99
2019-06-11-09,13.81,12.21,4.25,18.58
2019-06-11-10,12.74,9.56,2.66,15.93
2019-06-11-11,11.68,9.03,4.25,10.62
2019-06-11-12,10.62,8.5,2.66,6.9
2019-06-11-13,9.03,7.43,1.59,5.84
2019-06-11-14,8.5,7.97,1.59,5.31
2019-06-11-15,7.97,9.03,2.66,5.31
2019-06-11-16,8.5,9.56,2.66,4.78
2019-06-11-17,9.03,11.68,2.66,6.37
2019-06-11-18,-999.0,-999.0,-999.0,3.72
2019-06-11-19,12.74,17.52,4.25,8.5
2019-06-11-20,12.21,15.4,2.66,9.03
2019-06-11-21,12.21,14.34,2.66,7.43
2019-06-11-22,12.21,15.4,2.66,7.97
2019-06-11-23,11.15,15.4,3.72,7.43
2019-06-12-00,10.09,14.87,3.72,7.43
2019-06-12-01,11.68,11.15,2.66,10.62
2019-06-12-02,13.81,9.03,1.06,5.84
2019-06-12-03,18.05,7.43,1.06,5.84
2019-06-12-04,17.52,7.43,1.59,4.25
2019-06-12-05,18.58,7.97,1.59,4.25
2019-06-12-06,18.58,11.15,1.59,4.78
2019-06-12-07,19.65,13.81,1.59,5.84
2019-06-12-08,19.12,14.34,2.66,10.62
2019-06-12-09,15.93,14.87,2.66,11.15
2019-06-12-10,14.87,14.87,5.84,10.62
2019-06-12-11,14.34,12.74,6.37,10.09
2019-06-12-12,13.81,10.62,4.78,6.37
2019-06-12-13,12.74,9.03,5.84,5.84
2019-06-12-14,11.15,9.56,4.78,5.84
2019-06-12-15,11.15,10.09,5.31,5.31
2019-06-12-16,12.74,9.56,9.03,10.09
2019-06-12-17,14.34,10.09,8.5,12.74
2019-06-12-18,16.46,11.15,10.09,13.28
2019-06-12-19,13.28,13.28,8.5,13.28
2019-06-12-20,9.56,11.68,7.43,11.15
2019-06-12-21,8.5,11.68,6.9,9.56
2019-06-12-22,11.15,12.74,5.31,7.97
2019-06-12-23,13.28,12.21,6.9,7.97
2019-06-13-00,13.28,10.09,6.37,8.5
2019-06-13-01,14.34,8.5,4.25,8.5
2019-06-13-02,15.4,7.97,4.25,6.9
2019-06-13-03,14.87,7.43,4.25,4.78
2019-06-13-04,14.87,7.43,2.66,4.78
2019-06-13-05,14.87,7.97,2.66,4.25
2019-06-13-06,16.99,10.09,3.72,6.37
2019-06-13-07,18.58,13.81,5.84,13.28
2019-06-13-08,13.81,13.81,11.15,14.87
2019-06-13-09,14.34,12.21,10.09,14.34
2019-06-13-10,14.34,10.62,12.21,12.21
2019-06-13-11,11.15,9.56,9.56,12.74
2019-06-13-12,9.03,9.03,10.62,16.46
2019-06-13-13,6.9,10.09,5.84,18.05
2019-06-13-14,5.31,11.15,9.03,16.46
2019-06-13-15,6.9,13.28,11.68,19.65
2019-06-13-16,8.5,15.4,18.05,17.52
2019-06-13-17,9.03,16.99,19.65,14.87
2019-06-13-18,11.68,16.99,20.18,16.46
2019-06-13-19,12.74,18.58,20.18,18.58
2019-06-13-20,14.87,19.12,19.65,19.12
2019-06-13-21,16.99,20.18,16.99,16.99
2019-06-13-22,17.52,15.4,19.12,19.12
2019-06-13-23,20.18,12.74,17.52,24.96
2019-06-14-00,20.71,11.68,14.34,29.2
2019-06-14-01,24.43,11.15,13.81,34.52
2019-06-14-02,24.96,9.56,12.74,32.92
2019-06-14-03,32.92,8.5,13.81,29.74
2019-06-14-04,38.23,7.43,12.21,27.08
2019-06-14-05,40.89,9.56,15.4,25.49
2019-06-14-06,37.7,14.87,14.87,26.02
2019-06-14-07,32.39,20.18,12.21,23.36
2019-06-14-08,22.3,20.71,11.68,21.24
2019-06-14-09,14.87,12.21,10.62,19.65
2019-06-14-10,8.5,10.62,10.62,15.4
2019-06-14-11,5.31,9.56,9.03,6.9
2019-06-14-12,5.31,9.03,4.78,2.66
2019-06-14-13,4.78,8.5,3.19,2.12
2019-06-14-14,4.78,8.5,6.37,1.59
2019-06-14-15,5.31,9.03,5.84,1.59
2019-06-14-16,6.37,8.5,6.37,2.66
2019-06-14-17,7.43,10.09,5.84,2.66
2019-06-14-18,8.5,11.68,7.43,3.19
2019-06-14-19,10.09,13.28,6.37,4.78
2019-06-14-20,15.4,12.74,5.84,7.43
2019-06-14-21,19.65,14.87,6.9,9.03
2019-06-14-22,18.05,16.46,6.9,6.37
2019-06-14-23,12.21,16.99,6.9,5.84
2019-06-15-00,10.62,18.05,6.37,5.31
2019-06-15-01,12.74,19.65,7.97,3.72
2019-06-15-02,15.4,21.24,6.9,5.31
2019-06-15-03,19.12,23.36,10.09,4.78
2019-06-15-04,23.9,25.49,12.74,4.78
2019-06-15-05,24.96,27.61,13.28,5.31
2019-06-15-06,23.9,29.74,11.68,6.37
2019-06-15-07,21.77,28.14,9.56,7.43
2019-06-15-08,18.05,24.96,7.43,8.5
2019-06-15-09,16.99,23.36,5.31,6.9
2019-06-15-10,13.28,22.3,4.78,6.9
2019-06-15-11,10.09,19.12,5.31,3.72
2019-06-15-12,9.03,16.99,4.25,2.66
2019-06-15-13,7.97,15.93,4.25,2.12
2019-06-15-14,6.37,16.99,4.78,2.12
2019-06-15-15,6.9,15.93,6.37,2.66
2019-06-15-16,6.9,15.4,6.9,3.19
2019-06-15-17,6.9,18.58,8.5,3.72
2019-06-15-18,7.97,23.9,10.09,4.25
2019-06-15-19,10.09,23.9,10.62,6.37
2019-06-15-20,13.81,23.36,11.15,6.9
2019-06-15-21,14.87,26.02,14.34,6.9
2019-06-15-22,16.46,28.67,20.71,11.15
2019-06-15-23,13.28,24.43,28.14,10.62
2019-06-16-00,9.03,21.24,22.3,9.03
2019-06-16-01,9.56,21.24,18.58,6.9
2019-06-16-02,10.62,21.24,19.12,9.03
2019-06-16-03,11.15,20.71,14.34,10.62
2019-06-16-04,12.21,17.52,12.21,9.03
2019-06-16-05,11.15,15.93,9.03,11.68
2019-06-16-06,11.15,16.99,10.09,19.12
2019-06-16-07,12.74,20.18,12.21,23.9
2019-06-16-08,14.34,23.36,11.15,16.99
2019-06-16-09,13.81,22.3,7.43,12.74
2019-06-16-10,13.28,22.83,6.9,7.43
2019-06-16-11,12.21,20.71,9.03,5.84
2019-06-16-12,13.28,18.58,7.43,4.78
2019-06-16-13,11.15,15.93,6.9,3.72
2019-06-16-14,9.56,15.4,4.78,3.72
2019-06-16-15,8.5,15.93,4.78,3.72
2019-06-16-16,8.5,16.46,4.25,6.37
2019-06-16-17,10.09,20.18,4.78,9.03
2019-06-16-18,11.68,23.36,5.31,8.5
2019-06-16-19,13.81,24.96,5.31,8.5
2019-06-16-20,14.87,28.67,5.31,6.9
2019-06-16-21,14.34,27.61,6.9,6.37
2019-06-16-22,16.46,31.86,5.84,6.37
2019-06-16-23,16.46,35.58,7.43,6.37
2019-06-17-00,16.46,32.92,7.43,5.84
2019-06-17-01,15.4,23.36,9.56,3.19
2019-06-17-02,18.05,18.05,5.84,4.25
2019-06-17-03,18.58,14.87,6.37,8.5
2019-06-17-04,18.05,14.34,5.84,9.03
2019-06-17-05,18.58,15.4,7.43,10.62
2019-06-17-06,19.12,18.58,7.43,12.74
2019-06-17-07,19.65,23.9,7.97,17.52
2019-06-17-08,20.71,30.27,8.5,13.28
2019-06-17-09,20.18,30.27,6.37,12.21
2019-06-17-10,19.12,19.12,5.84,7.97
2019-06-17-11,19.65,12.74,7.97,7.43
2019-06-17-12,16.99,10.09,7.97,8.5
2019-06-17-13,12.21,10.09,5.84,9.03
2019-06-17-14,10.09,10.62,3.19,4.25
2019-06-17-15,8.5,13.81,3.19,8.5
2019-06-17-16,7.97,14.87,3.19,5.84
2019-06-17-17,8.5,13.81,3.72,5.31
2019-06-17-18,10.62,14.87,5.84,7.97
2019-06-17-19,13.28,15.4,5.84,9.03
2019-06-17-20,15.93,13.28,6.9,12.21
2019-06-17-21,18.05,11.15,7.43,11.15
2019-06-17-22,21.24,10.09,6.37,11.15
2019-06-17-23,22.83,9.03,7.43,9.56
2019-06-18-00,24.96,6.37,6.9,7.43
2019-06-18-01,22.83,6.37,5.31,7.43
2019-06-18-02,20.71,7.43,5.31,7.97
2019-06-18-03,16.99,9.03,6.37,8.5
2019-06-18-04,14.34,10.09,9.03,12.74
2019-06-18-05,16.99,6.9,11.68,10.62
2019-06-18-06,20.18,6.37,10.09,8.5
2019-06-18-07,20.18,10.62,10.62,12.74
2019-06-18-08,21.24,13.81,12.21,15.93
2019-06-18-09,18.05,14.87,13.28,13.28
2019-06-18-10,15.4,14.34,12.21,11.68
2019-06-18-11,12.74,14.34,10.09,10.62
2019-06-18-12,11.15,15.93,5.31,4.78
2019-06-18-13,10.62,19.12,5.31,9.03
2019-06-18-14,9.56,22.83,3.19,2.12
2019-06-18-15,9.56,24.96,2.66,1.59
2019-06-18-16,9.56,26.55,5.31,1.59
2019-06-18-17,9.56,25.49,7.43,1.59
2019-06-18-18,10.09,28.67,8.5,3.19
2019-06-18-19,12.21,30.27,8.5,4.78
2019-06-18-20,14.87,32.39,10.09,6.9
2019-06-18-21,16.99,31.86,11.68,10.09
2019-06-18-22,18.58,31.33,12.74,7.97
2019-06-18-23,16.46,29.74,10.62,9.56
2019-06-19-00,11.68,28.14,9.03,6.37
2019-06-19-01,9.56,26.55,11.15,4.25
2019-06-19-02,9.56,22.3,14.87,5.31
2019-06-19-03,9.56,17.52,14.34,5.84
2019-06-19-04,11.15,18.05,13.81,5.84
2019-06-19-05,11.15,15.93,13.28,6.9
2019-06-19-06,10.09,15.93,11.15,5.84
2019-06-19-07,11.68,16.46,9.56,5.31
2019-06-19-08,11.15,15.4,9.56,5.84
2019-06-19-09,12.21,12.74,8.5,4.25
2019-06-19-10,11.15,13.28,5.31,4.25
2019-06-19-11,11.15,14.34,4.25,5.31
2019-06-19-12,9.56,13.81,3.19,4.25
2019-06-19-13,9.03,13.81,1.06,3.19
2019-06-19-14,7.97,16.99,2.12,3.72
2019-06-19-15,7.97,16.99,3.72,3.19
2019-06-19-16,7.97,17.52,4.25,2.66
2019-06-19-17,8.5,18.05,6.37,5.84
2019-06-19-18,10.62,17.52,6.37,7.97
2019-06-19-19,12.21,16.99,8.5,10.09
2019-06-19-20,13.28,13.81,9.03,8.5
2019-06-19-21,15.4,12.74,10.62,11.15
2019-06-19-22,14.87,14.87,13.28,12.21
2019-06-19-23,15.93,14.87,15.4,11.68
2019-06-20-00,16.99,13.28,18.05,9.03
2019-06-20-01,17.52,10.62,19.12,11.15
2019-06-20-02,18.05,9.03,17.52,13.28
2019-06-20-03,20.71,9.56,13.81,13.81
2019-06-20-04,22.83,11.68,12.74,11.68
2019-06-20-05,19.65,12.74,12.21,13.28
2019-06-20-06,19.12,13.28,10.09,17.52
2019-06-20-07,18.58,14.87,9.56,15.4
2019-06-20-08,21.24,15.4,10.62,13.28
2019-06-20-09,20.18,15.93,11.68,7.97
2019-06-20-10,17.52,14.87,11.68,5.84
2019-06-20-11,15.4,14.87,9.03,4.25
2019-06-20-12,13.28,18.05,5.84,3.72
2019-06-20-13,11.68,14.87,4.78,3.72
2019-06-20-14,10.62,12.74,5.84,4.25
2019-06-20-15,10.09,11.68,6.37,5.84
2019-06-20-16,9.56,14.34,6.37,3.72
2019-06-20-18,9.03,23.36,11.15,3.72
2019-06-20-19,12.21,20.71,13.81,5.31
2019-06-20-20,14.87,18.05,15.93,4.78
2019-06-20-21,19.12,15.4,17.52,5.84
2019-06-20-22,24.43,13.81,16.46,6.37
2019-06-20-23,17.52,13.28,13.81,7.43
2019-06-21-00,15.93,13.28,13.28,8.5
2019-06-21-01,17.52,14.34,14.87,10.62
2019-06-21-02,20.71,15.4,16.46,7.43
2019-06-21-03,21.24,10.62,15.4,7.97
2019-06-21-04,20.71,7.97,14.34,6.9
2019-06-21-05,18.05,9.56,14.34,7.43
2019-06-21-06,13.28,10.62,12.21,8.5
2019-06-21-07,13.28,12.21,8.5,7.97
2019-06-21-08,12.74,13.81,7.97,6.9
2019-06-21-09,14.34,13.28,10.09,4.78
2019-06-21-10,15.93,13.28,10.09,3.72
2019-06-21-11,15.93,11.68,6.9,4.78
2019-06-21-12,11.68,9.03,4.25,5.31
2019-06-21-13,9.56,8.5,2.66,4.25
2019-06-21-14,8.5,9.03,3.19,3.19
2019-06-21-15,7.43,9.03,4.78,3.19
2019-06-21-16,8.5,9.56,4.25,3.19
2019-06-21-17,9.03,9.56,7.43,3.72
2019-06-21-18,10.09,11.68,9.03,5.31
2019-06-21-19,11.15,13.81,11.15,9.56
2019-06-21-20,12.21,13.81,9.56,13.28
2019-06-21-21,14.87,13.28,14.34,10.09
2019-06-21-22,19.65,12.21,12.21,9.56
2019-06-21-23,21.77,13.81,15.4,9.56
2019-06-22-00,23.36,14.34,21.24,10.09
2019-06-22-01,26.55,13.81,21.24,10.62
2019-06-22-02,28.14,12.74,19.65,7.43
2019-06-22-03,26.55,12.21,19.12,7.97
2019-06-22-04,28.67,13.28,16.99,9.56
2019-06-22-05,32.39,14.87,14.87,9.56
2019-06-22-06,28.67,17.52,12.21,10.62
2019-06-22-07,24.43,15.4,11.68,7.97
2019-06-22-08,21.24,10.62,11.68,7.97
2019-06-22-09,19.65,7.97,11.68,9.03
2019-06-22-10,15.93,7.97,12.21,4.25
2019-06-22-11,12.74,8.5,12.74,3.19
2019-06-22-12,10.09,8.5,11.15,2.66
2019-06-22-13,7.97,9.03,8.5,3.72
2019-06-22-14,5.84,10.09,5.31,4.78
2019-06-22-15,5.84,11.68,7.97,3.19
2019-06-22-16,6.37,13.28,11.15,3.72
2019-06-22-17,7.43,14.34,10.62,4.78
2019-06-22-18,8.5,15.4,8.5,5.84
2019-06-22-19,9.56,18.58,7.97,7.97
2019-06-22-20,12.21,18.58,7.43,6.9
2019-06-22-21,15.4,13.81,6.9,8.5
2019-06-22-22,17.52,12.21,6.9,11.15
2019-06-22-23,19.12,11.68,9.03,11.15
2019-06-23-00,18.05,10.62,7.97,9.56
2019-06-23-01,16.99,11.15,6.9,7.97
2019-06-23-02,23.9,11.68,5.84,6.37
2019-06-23-03,35.58,11.15,4.78,8.5
2019-06-23-04,35.05,9.03,4.25,6.9
2019-06-23-05,36.11,9.56,4.25,7.43
2019-06-23-06,31.86,13.28,4.78,6.9
2019-06-23-07,26.02,12.21,5.84,9.56
2019-06-23-08,22.3,10.62,7.97,11.68
2019-06-23-09,19.65,9.56,9.56,12.74
2019-06-23-10,18.58,7.43,10.09,10.62
2019-06-23-11,16.46,6.9,9.56,11.15
2019-06-23-12,14.34,6.37,9.56,10.09
2019-06-23-13,11.68,5.84,9.03,9.56
2019-06-23-14,9.56,6.37,6.9,7.97
2019-06-23-15,9.03,7.43,6.9,7.97
2019-06-23-16,8.5,7.97,7.97,7.43
2019-06-23-17,8.5,9.56,8.5,7.97
2019-06-23-18,10.09,10.09,10.62,6.9
2019-06-23-19,12.21,11.68,11.68,6.37
2019-06-23-20,15.93,12.74,9.03,5.31
2019-06-23-21,15.4,12.74,9.56,5.84
2019-06-23-22,16.46,12.21,10.62,6.9
2019-06-23-23,17.52,13.28,9.56,6.37
2019-06-24-00,18.58,15.4,6.9,5.84
2019-06-24-01,22.3,14.34,5.31,5.84
2019-06-24-02,29.2,12.74,3.19,7.43
2019-06-24-03,25.49,12.21,3.72,5.84
2019-06-24-04,23.36,10.62,2.66,4.78
2019-06-24-05,27.61,10.09,2.66,5.84
2019-06-24-06,27.61,12.74,3.19,6.37
2019-06-24-07,26.02,15.4,5.84,5.84
2019-06-24-08,21.24,13.28,10.09,9.03
2019-06-24-09,19.12,10.62,9.03,10.09
2019-06-24-10,18.58,9.03,10.09,11.15
2019-06-24-11,16.46,8.5,11.15,13.28
2019-06-24-12,14.34,6.9,11.68,12.21
2019-06-24-13,10.62,6.9,10.09,11.15
2019-06-24-14,7.97,6.9,9.56,10.62
2019-06-24-15,7.97,6.9,9.56,11.68
2019-06-24-16,8.5,7.43,11.15,16.46
2019-06-24-17,8.5,8.5,14.34,20.18
2019-06-24-18,9.03,9.56,15.4,21.24
2019-06-24-19,10.62,9.56,13.81,22.83
2019-06-24-20,13.81,10.62,12.74,23.36
2019-06-24-21,17.52,11.15,10.62,23.9
2019-06-24-22,20.18,10.62,11.68,19.12
2019-06-24-23,17.52,10.09,13.28,17.52
2019-06-25-00,17.52,9.56,13.28,13.28
2019-06-25-01,18.05,7.97,9.03,12.74
2019-06-25-02,16.99,6.9,9.03,9.56
2019-06-25-03,18.05,6.9,8.5,9.56
2019-06-25-04,17.52,6.9,9.56,10.62
2019-06-25-05,28.14,7.97,9.03,9.03
2019-06-25-06,25.49,9.56,7.97,7.97
2019-06-25-08,25.49,10.62,10.62,13.81
2019-06-25-09,23.36,9.03,9.56,17.52
2019-06-25-10,22.3,9.03,12.21,15.4
2019-06-25-11,19.65,9.56,13.28,20.71
2019-06-25-12,16.46,8.5,11.15,21.24
2019-06-25-13,11.68,8.5,12.21,21.24
2019-06-25-14,9.03,8.5,12.74,20.71
2019-06-25-15,7.97,11.15,14.87,22.3
2019-06-25-16,7.97,12.74,17.52,19.65
2019-06-25-17,7.43,13.28,18.58,16.46
2019-06-25-18,9.03,14.34,21.77,21.24
2019-06-25-19,11.15,15.4,22.83,22.83
2019-06-25-20,14.34,19.12,26.55,22.83
2019-06-25-21,12.74,15.4,27.61,14.87
2019-06-25-22,11.68,14.87,27.08,11.15
2019-06-25-23,12.21,14.34,25.49,12.21
2019-06-26-00,13.28,13.81,23.36,13.28
2019-06-26-01,13.81,13.81,23.36,10.09
2019-06-26-02,14.34,12.21,22.83,17.52
2019-06-26-03,14.34,12.74,24.43,13.81
2019-06-26-04,13.81,11.68,22.3,13.81
2019-06-26-05,14.87,11.15,19.65,13.81
2019-06-26-06,15.93,11.68,18.05,12.74
2019-06-26-07,15.4,15.4,15.4,15.4
2019-06-26-08,14.87,23.36,14.87,16.46
2019-06-26-09,14.34,26.02,14.34,15.4
2019-06-26-10,14.87,24.43,11.68,14.87
2019-06-26-11,14.34,20.18,9.03,10.62
2019-06-26-12,13.28,15.93,8.5,6.37
2019-06-26-13,11.15,12.74,6.37,8.5
2019-06-26-14,10.09,13.28,6.37,7.43
2019-06-26-15,9.56,12.21,6.37,5.31
2019-06-26-16,9.56,13.28,7.43,3.72
2019-06-26-17,10.62,15.93,7.43,5.84
2019-06-26-18,12.74,20.71,7.97,4.78
2019-06-26-19,15.4,23.9,6.9,7.97
2019-06-26-20,15.93,24.96,8.5,13.28
2019-06-26-21,14.87,29.74,11.68,16.46
2019-06-26-22,15.4,35.05,15.93,6.9
2019-06-26-23,12.21,32.92,16.99,6.37
2019-06-27-00,12.74,32.39,17.52,7.43
2019-06-27-01,14.34,25.49,18.05,15.4
2019-06-27-02,15.4,15.4,17.52,21.77
2019-06-27-03,14.87,12.74,18.58,16.46
2019-06-27-04,14.34,11.68,18.05,12.21
2019-06-27-05,15.4,12.21,18.58,11.68
2019-06-27-06,18.58,15.93,16.99,13.28
2019-06-27-07,20.18,18.58,14.87,14.34
2019-06-27-08,17.52,20.71,15.4,17.52
2019-06-27-09,16.46,21.24,13.81,14.34
2019-06-27-10,16.99,20.18,14.34,16.99
2019-06-27-11,14.87,19.12,10.09,12.74
2019-06-27-12,13.28,14.87,6.37,4.25
2019-06-27-13,13.28,13.28,4.25,3.19
2019-06-27-14,13.28,14.87,2.66,4.78
2019-06-27-15,10.62,17.52,4.25,4.25
2019-06-27-16,9.56,14.87,4.78,4.78
2019-06-27-17,9.03,14.34,4.78,6.37
2019-06-27-18,10.62,15.93,5.84,7.97
2019-06-27-19,12.74,17.52,7.43,6.37
2019-06-27-20,14.34,18.05,8.5,6.37
2019-06-27-21,16.46,17.52,10.62,4.78
2019-06-27-22,20.18,15.4,9.03,4.78
2019-06-27-23,16.46,13.81,9.03,6.37
2019-06-28-00,9.03,13.81,10.62,6.37
2019-06-28-01,7.97,12.74,9.56,5.84
2019-06-28-02,8.5,12.21,11.68,7.43
2019-06-28-03,10.09,11.68,13.81,7.43
2019-06-28-04,11.15,13.81,14.34,7.43
2019-06-28-05,10.62,13.81,15.4,5.84
2019-06-28-06,10.09,17.52,16.99,6.37
2019-06-28-07,11.68,20.18,14.34,6.9
2019-06-28-08,12.21,19.65,14.87,6.37
2019-06-28-09,11.68,18.58,12.74,5.31
2019-06-28-10,10.09,19.65,10.09,6.37
2019-06-28-11,8.5,18.05,5.84,5.31
2019-06-28-12,6.9,13.81,4.78,4.78
2019-06-28-13,5.84,11.15,2.12,3.72
2019-06-28-14,6.37,11.15,2.66,3.19
2019-06-28-15,6.9,11.15,3.19,2.66
2019-06-28-16,6.9,11.68,3.19,3.72
2019-06-28-17,7.43,13.81,5.31,2.12
2019-06-28-18,8.5,16.46,6.37,2.66
2019-06-28-19,8.5,23.9,7.97,2.12
2019-06-28-20,10.09,28.14,8.5,3.19
2019-06-28-21,10.62,29.74,12.21,5.31
2019-06-28-22,12.74,28.67,15.93,7.97
2019-06-28-23,11.68,22.3,14.34,6.9
2019-06-29-00,11.68,21.77,13.28,8.5
2019-06-29-01,10.62,20.71,14.87,6.9
2019-06-29-02,15.4,17.52,17.52,6.9
2019-06-29-03,14.34,14.34,16.46,8.5
2019-06-29-04,14.34,15.4,14.87,9.03
2019-06-29-05,10.09,18.58,13.81,7.97
2019-06-29-06,10.09,20.71,11.68,8.5
2019-06-29-07,14.34,24.43,10.62,12.74
2019-06-29-08,13.81,24.96,10.62,14.87
2019-06-29-09,12.21,23.36,10.09,14.34
2019-06-29-10,7.97,22.3,6.37,7.43
2019-06-29-11,5.31,22.83,4.25,4.25
2019-06-29-12,4.25,23.36,2.66,3.72
2019-06-29-13,3.72,21.24,2.12,2.66
2019-06-29-14,4.25,18.58,2.12,1.59
2019-06-29-15,4.78,20.18,3.72,1.59
2019-06-29-16,4.78,20.18,3.72,2.66
2019-06-29-17,5.31,19.65,4.78,3.19
2019-06-29-18,5.84,20.71,5.84,6.37
2019-06-29-19,6.37,23.36,6.37,6.37
2019-06-29-20,6.9,29.2,7.43,5.31
2019-06-29-21,6.37,29.74,9.56,4.25
2019-06-29-22,6.37,28.14,10.09,5.31
2019-06-29-23,6.9,33.45,10.09,9.03
2019-06-30-00,7.43,40.36,12.21,10.09
2019-06-30-01,8.5,40.89,11.15,9.56
2019-06-30-02,9.56,35.05,16.99,5.84
2019-06-30-03,10.62,28.14,17.52,7.97
2019-06-30-04,13.28,23.36,14.87,8.5
2019-06-30-05,11.15,19.65,13.28,7.97
2019-06-30-06,9.03,16.99,10.09,7.97
2019-06-30-07,6.37,13.28,9.03,7.97
2019-06-30-08,4.78,14.34,9.56,7.97
2019-06-30-09,4.25,15.93,7.43,5.31
2019-06-30-10,3.72,18.58,4.78,6.37
2019-06-30-11,3.19,20.18,4.25,6.37
2019-06-30-12,3.19,20.18,3.19,6.37
2019-06-30-13,3.19,20.18,2.66,4.25
