,北京,上海,福州,廈門
2019-07-21-06,4.58,11.2,5.09,14.25
2019-07-21-07,6.62,16.29,8.14,16.29
2019-07-21-08,17.82,24.94,12.22,15.27
2019-07-21-09,35.12,42.25,22.9,21.38
2019-07-21-10,53.44,58.54,29.01,33.08
2019-07-21-11,72.28,68.72,36.14,46.32
2019-07-21-12,93.15,77.88,50.9,54.46
2019-07-21-13,117.07,82.97,56.5,51.92
2019-07-21-14,119.11,83.98,65.66,49.88
2019-07-21-15,111.98,87.55,71.26,41.23
2019-07-21-16,119.11,87.04,68.21,38.68
2019-07-21-17,107.4,67.7,57.52,34.61
2019-07-21-18,96.2,53.44,44.79,37.67
2019-07-21-19,91.11,46.83,39.7,32.07
2019-07-21-20,89.08,42.25,40.21,29.01
2019-07-21-21,79.91,39.7,39.7,26.98
2019-07-21-22,71.77,36.65,37.67,21.89
2019-07-21-23,62.1,31.05,34.1,19.34
2019-07-22-00,50.9,29.52,28.0,18.32
2019-07-22-01,40.72,34.61,23.92,18.32
2019-07-22-02,34.61,35.12,20.87,18.32
2019-07-22-03,24.43,32.58,17.31,16.8
2019-07-22-04,15.27,27.49,17.31,12.72
2019-07-22-05,11.2,25.45,14.76,11.2
2019-07-22-06,9.67,23.41,11.71,9.67
2019-07-22-07,11.71,22.9,12.72,10.18
2019-07-22-08,15.27,23.92,12.72,9.16
2019-07-22-09,22.4,32.07,14.25,8.65
2019-07-22-10,29.01,40.72,19.34,10.69
2019-07-22-11,29.52,53.44,21.38,14.76
2019-07-22-12,35.63,69.73,27.49,18.32
2019-07-22-13,41.74,79.91,35.63,17.31
2019-07-22-14,48.86,78.9,46.32,21.89
2019-07-22-15,60.06,78.39,53.95,20.87
2019-07-22-16,66.68,76.86,56.5,20.36
2019-07-22-17,65.15,73.81,51.92,20.87
2019-07-22-18,59.55,72.28,45.3,22.9
2019-07-22-19,55.48,65.15,35.63,17.31
2019-07-22-20,47.85,52.94,29.01,11.71
2019-07-22-21,41.23,43.77,20.36,14.76
2019-07-22-22,43.26,37.16,16.8,16.8
2019-07-22-23,50.9,33.08,13.23,15.27
2019-07-23-00,47.85,32.07,11.2,13.23
2019-07-23-01,45.81,28.5,10.18,10.18
2019-07-23-02,43.77,24.43,9.67,7.64
2019-07-23-03,36.65,21.89,8.65,9.16
2019-07-23-04,39.7,21.38,6.62,9.67
2019-07-23-05,37.67,20.36,5.6,9.16
2019-07-23-06,34.61,18.32,3.56,8.65
2019-07-23-07,33.59,18.83,5.6,7.64
2019-07-23-08,35.12,23.92,10.69,10.18
2019-07-23-09,41.74,34.61,17.82,14.25
2019-07-23-10,50.39,49.37,27.49,20.87
2019-07-23-11,58.54,67.19,41.23,23.92
2019-07-23-12,63.62,82.97,53.44,22.9
2019-07-23-13,69.22,92.13,53.44,24.94
2019-07-23-14,75.84,95.18,51.92,28.0
2019-07-23-15,87.55,97.22,54.97,28.0
2019-07-23-16,93.15,98.75,56.5,25.96
2019-07-23-17,93.15,96.2,48.36,21.38
2019-07-23-18,90.09,82.97,46.32,22.4
2019-07-23-19,82.46,76.35,37.16,19.34
2019-07-23-20,78.39,66.17,32.07,7.13
2019-07-23-21,69.22,49.37,26.98,7.64
2019-07-23-22,61.08,39.7,21.89,14.25
2019-07-23-23,53.44,34.1,16.8,20.36
2019-07-24-00,48.86,31.05,12.72,19.34
2019-07-24-01,40.72,26.98,11.71,17.31
2019-07-24-02,33.08,22.9,11.2,16.8
2019-07-24-03,26.47,18.83,5.09,16.8
2019-07-24-04,18.83,16.29,4.07,15.78
2019-07-24-05,14.25,13.74,3.56,11.71
2019-07-24-06,9.67,12.22,3.56,10.69
2019-07-24-07,10.18,13.74,8.14,11.71
2019-07-24-08,20.87,21.89,13.74,14.76
2019-07-24-09,41.23,41.74,22.9,20.36
2019-07-24-10,61.59,64.64,39.7,25.96
2019-07-24-11,81.95,67.7,55.99,33.08
2019-07-24-12,96.71,49.37,62.61,37.67
2019-07-24-13,95.69,45.3,62.1,39.19
2019-07-24-14,96.2,39.19,66.17,33.59
2019-07-24-15,92.13,41.23,62.1,26.98
2019-07-24-16,78.39,46.83,61.08,26.47
2019-07-24-17,79.4,60.06,41.74,24.43
2019-07-24-18,77.88,70.24,34.1,19.85
2019-07-24-19,77.37,71.26,29.01,18.83
2019-07-24-20,84.49,79.91,20.36,17.31
2019-07-24-21,63.12,90.6,16.8,16.29
2019-07-24-22,45.81,72.28,15.27,19.85
2019-07-24-23,35.63,47.34,15.78,20.36
2019-07-25-00,28.5,36.65,11.71,18.83
2019-07-25-01,21.38,30.03,7.13,16.29
2019-07-25-02,18.32,24.94,4.58,14.76
2019-07-25-03,18.32,19.85,4.58,14.76
2019-07-25-04,14.76,15.27,7.13,12.22
2019-07-25-05,10.18,10.69,7.13,11.71
2019-07-25-06,9.67,8.65,6.11,9.16
2019-07-25-07,10.69,14.25,7.64,9.16
2019-07-25-08,15.78,19.85,13.74,10.18
2019-07-25-09,33.59,40.72,23.41,16.29
2019-07-25-10,52.43,65.15,39.7,25.96
2019-07-25-11,68.72,80.42,57.01,34.1
2019-07-25-12,89.58,73.3,64.13,36.65
2019-07-25-13,104.85,54.97,64.13,37.16
2019-07-25-14,114.02,50.9,70.75,36.65
2019-07-25-15,105.87,47.34,77.37,32.07
2019-07-25-16,92.64,58.54,64.13,32.07
2019-07-25-17,92.13,62.1,47.34,32.07
2019-07-25-18,91.62,64.13,42.25,31.05
2019-07-25-19,87.55,65.66,35.63,29.01
2019-07-25-20,66.68,55.48,27.49,27.49
2019-07-25-21,61.08,57.01,22.9,26.47
2019-07-25-22,56.5,64.13,20.36,21.38
2019-07-25-23,59.04,64.13,14.25,18.32
2019-07-26-00,54.46,54.46,6.62,18.32
2019-07-26-01,47.85,43.77,6.11,16.29
2019-07-26-02,44.28,33.59,5.6,11.2
2019-07-26-03,39.7,25.45,5.6,9.67
2019-07-26-04,33.08,20.87,5.6,9.67
2019-07-26-05,33.08,19.34,4.58,9.16
2019-07-26-06,30.54,14.76,4.58,9.16
2019-07-26-07,29.52,15.27,7.13,9.67
2019-07-26-08,32.58,25.45,12.72,13.74
2019-07-26-09,36.14,43.77,22.9,22.4
2019-07-26-10,50.39,64.64,34.61,31.56
2019-07-26-11,67.7,79.91,51.92,45.3
2019-07-26-12,87.55,85.0,68.21,44.28
2019-07-26-13,109.44,82.97,73.81,48.86
2019-07-26-14,121.14,85.0,82.97,55.48
2019-07-26-15,121.65,85.51,82.46,53.44
2019-07-26-16,120.63,76.35,67.7,56.5
2019-07-26-17,119.62,68.72,45.81,49.88
2019-07-26-18,119.62,63.12,34.1,37.16
2019-07-26-19,120.63,53.44,27.49,26.98
2019-07-26-20,114.02,51.41,20.36,12.72
2019-07-26-21,102.31,52.43,12.72,12.22
2019-07-26-22,95.18,62.61,6.11,11.71
2019-07-26-23,78.39,65.15,2.54,6.62
2019-07-27-00,69.22,58.03,2.04,5.09
2019-07-27-01,55.48,43.26,2.54,8.65
2019-07-27-02,45.81,32.58,2.04,8.14
2019-07-27-03,37.67,28.0,3.05,6.62
2019-07-27-04,28.0,25.45,5.09,6.62
2019-07-27-05,27.49,22.9,4.58,5.6
2019-07-27-06,25.96,20.36,4.07,6.11
2019-07-27-07,24.43,18.83,6.11,7.13
2019-07-27-08,37.16,21.89,9.67,10.69
2019-07-27-09,49.88,30.03,20.87,18.32
2019-07-27-10,69.73,46.83,37.67,28.0
2019-07-27-11,96.71,64.13,57.01,43.26
2019-07-27-12,113.51,72.79,77.88,59.55
2019-07-27-13,114.02,90.09,79.4,69.73
2019-07-27-14,115.54,96.71,70.24,67.7
2019-07-27-15,116.56,66.68,66.68,59.04
2019-07-27-16,124.7,42.76,45.81,47.85
2019-07-27-17,130.3,29.52,37.16,37.16
2019-07-27-18,122.67,15.27,32.58,35.63
2019-07-27-19,106.89,17.31,28.5,30.54
2019-07-27-20,80.42,26.98,24.94,31.56
2019-07-27-21,68.21,35.12,19.85,28.5
2019-07-27-22,57.52,30.03,11.2,24.43
2019-07-27-23,45.3,22.4,12.72,26.47
2019-07-28-00,39.19,23.92,10.69,26.98
2019-07-28-01,36.14,25.45,8.14,29.52
2019-07-28-02,33.59,28.0,8.65,24.94
2019-07-28-03,32.07,25.45,9.16,19.85
2019-07-28-04,29.01,25.45,5.09,14.76
2019-07-28-05,28.5,24.94,4.07,10.18
2019-07-28-06,27.49,24.43,6.11,8.14
2019-07-28-07,26.47,23.41,7.64,9.67
2019-07-28-08,26.98,24.43,7.64,11.71
2019-07-28-09,27.49,33.08,9.16,20.87
2019-07-28-10,33.08,45.81,18.83,29.52
2019-07-28-11,46.83,52.94,35.63,43.26
2019-07-28-12,63.62,58.03,51.92,48.36
2019-07-28-13,81.44,64.13,64.13,38.68
2019-07-28-14,91.62,71.26,69.73,36.14
2019-07-28-15,95.69,72.28,67.19,37.16
2019-07-28-16,94.16,67.19,64.64,35.63
2019-07-28-17,93.66,60.57,59.55,33.08
2019-07-28-18,95.18,57.01,54.97,29.52
2019-07-28-19,90.09,48.36,52.43,29.52
2019-07-28-20,73.3,41.23,46.32,26.98
2019-07-28-21,61.59,27.49,39.19,25.45
2019-07-28-22,48.86,19.34,34.1,20.87
2019-07-28-23,46.32,15.78,27.49,17.82
2019-07-29-00,39.19,12.22,21.38,15.78
2019-07-29-01,34.1,10.18,19.85,17.82
2019-07-29-02,30.54,10.18,17.31,18.32
2019-07-29-03,35.12,10.69,15.27,16.29
2019-07-29-04,48.86,11.71,11.71,16.29
2019-07-29-05,39.19,12.22,7.64,15.27
2019-07-29-06,34.1,14.25,6.62,10.69
2019-07-29-07,28.5,17.82,10.18,8.14
2019-07-29-08,30.54,22.9,17.31,10.18
2019-07-29-09,32.58,31.05,24.94,12.22
2019-07-29-10,35.63,38.68,32.58,15.78
2019-07-29-11,36.65,53.44,44.28,22.9
2019-07-29-12,39.7,69.22,54.97,33.08
2019-07-29-13,37.67,78.9,55.48,41.74
2019-07-29-14,41.23,82.97,59.04,50.39
2019-07-29-15,45.81,83.98,65.66,54.97
2019-07-29-16,47.85,86.02,61.08,52.94
2019-07-29-17,47.85,78.39,48.36,44.28
2019-07-29-18,48.86,66.17,37.16,32.58
2019-07-29-19,39.19,54.97,32.07,28.5
2019-07-29-20,34.61,40.72,24.94,22.4
2019-07-29-21,29.01,24.43,21.38,18.32
2019-07-29-22,21.38,15.78,18.83,18.83
2019-07-29-23,18.32,13.23,15.78,17.82
2019-07-30-00,19.34,11.71,13.74,12.72
2019-07-30-01,21.89,10.18,10.18,10.69
2019-07-30-02,21.38,10.18,8.65,9.16
2019-07-30-03,18.83,10.18,8.14,6.11
2019-07-30-04,18.83,9.67,4.58,6.62
2019-07-30-05,16.29,8.14,4.07,6.62
2019-07-30-06,14.25,7.13,5.09,6.11
2019-07-30-07,15.27,7.64,8.65,7.13
2019-07-30-08,17.31,11.2,10.69,11.71
2019-07-30-09,22.9,18.32,14.25,16.29
2019-07-30-10,31.05,29.52,21.38,22.4
2019-07-30-11,43.26,49.37,31.56,29.52
2019-07-30-12,61.08,69.22,38.68,37.67
2019-07-30-13,76.35,82.97,34.1,39.7
2019-07-30-14,85.51,90.09,43.77,44.28
2019-07-30-15,90.6,90.6,47.34,46.32
2019-07-30-16,91.62,91.62,41.74,43.26
2019-07-30-17,94.67,87.04,42.76,39.7
2019-07-30-18,96.2,72.28,38.68,39.7
2019-07-30-19,93.15,58.03,44.79,35.12
2019-07-30-20,81.95,41.74,43.26,31.05
2019-07-30-21,61.59,28.0,38.68,31.05
2019-07-30-22,50.9,18.83,27.49,39.7
2019-07-30-23,40.21,13.74,23.92,46.32
2019-07-31-00,35.63,12.22,20.36,45.3
2019-07-31-01,35.63,10.69,15.78,39.19
2019-07-31-02,31.56,9.16,12.22,26.47
2019-07-31-03,25.45,8.65,12.22,24.43
2019-07-31-04,20.36,7.64,10.69,13.23
2019-07-31-05,16.8,6.62,8.65,9.67
2019-07-31-06,17.31,6.11,6.62,11.2
2019-07-31-07,21.89,7.13,6.11,13.74
2019-07-31-08,29.52,10.18,8.14,14.25
2019-07-31-09,37.16,16.29,9.67,15.78
2019-07-31-10,47.85,25.45,12.72,24.43
2019-07-31-11,60.57,38.68,15.27,38.17
2019-07-31-12,73.81,54.46,24.94,39.7
2019-07-31-13,85.0,63.12,29.52,52.43
2019-07-31-14,93.15,65.15,34.1,57.01
2019-07-31-15,102.82,62.61,28.0,54.46
2019-07-31-16,111.47,64.13,20.87,46.32
2019-07-31-17,117.58,64.64,18.83,39.7
2019-07-31-18,118.09,54.97,16.29,38.68
2019-07-31-19,107.4,41.74,15.78,38.17
2019-07-31-20,97.22,26.98,14.25,33.59
2019-07-31-21,86.53,17.31,14.25,27.49
2019-07-31-22,76.35,12.22,14.25,21.38
2019-07-31-23,70.24,10.69,14.25,18.32
2019-08-01-00,65.66,9.16,13.23,18.83
2019-08-01-01,55.99,8.65,12.22,16.8
2019-08-01-02,59.55,8.14,11.2,14.76
2019-08-01-03,62.1,7.64,11.2,12.72
2019-08-01-04,49.37,7.64,10.18,12.22
2019-08-01-05,37.16,7.13,8.14,11.2
2019-08-01-06,28.0,6.62,8.65,11.2
2019-08-01-07,31.05,7.64,7.13,10.18
2019-08-01-08,42.76,9.16,7.13,11.2
2019-08-01-09,52.43,14.76,10.18,9.67
2019-08-01-10,65.66,21.89,15.27,12.22
2019-08-01-11,79.91,29.01,21.89,14.76
2019-08-01-12,95.18,33.59,30.03,15.78
2019-08-01-13,107.91,39.7,31.56,20.87
2019-08-01-14,113.51,45.3,31.05,21.89
2019-08-01-15,115.03,47.34,30.03,21.89
2019-08-01-16,116.56,44.79,27.49,24.43
2019-08-01-17,107.4,36.14,22.4,23.92
2019-08-01-18,110.45,31.05,20.36,24.94
2019-08-01-19,102.82,23.41,17.82,20.36
2019-08-01-20,96.2,18.83,14.76,17.82
2019-08-01-21,84.49,16.29,11.71,14.25
2019-08-01-22,78.9,15.27,9.16,16.8
2019-08-01-23,79.91,13.23,9.16,14.25
2019-08-02-00,68.72,13.23,8.65,13.23
2019-08-02-01,65.15,12.22,8.14,14.25
2019-08-02-02,52.43,11.71,8.14,16.29
2019-08-02-03,39.7,10.69,6.62,14.76
2019-08-02-04,61.08,8.65,6.62,11.2
2019-08-02-05,62.1,7.13,5.6,10.69
2019-08-02-06,59.04,5.6,8.14,12.22
2019-08-02-07,52.43,7.64,8.14,10.69
2019-08-02-08,53.44,10.69,9.67,12.22
2019-08-02-09,50.39,13.74,11.2,17.82
2019-08-02-10,52.94,15.78,13.23,26.98
2019-08-02-11,54.46,20.87,18.32,33.59
2019-08-02-12,60.06,25.45,21.38,33.59
2019-08-02-13,62.1,28.5,22.4,37.16
2019-08-02-14,64.64,28.0,21.89,41.23
2019-08-02-15,71.26,28.5,20.87,43.77
2019-08-02-16,76.86,26.47,23.41,44.79
2019-08-02-17,77.88,25.45,23.92,51.41
2019-08-02-18,75.33,21.38,20.87,38.68
2019-08-02-19,71.26,17.82,19.85,23.92
2019-08-02-20,63.62,16.8,17.82,17.31
2019-08-02-21,51.41,14.76,16.29,13.23
2019-08-02-22,43.26,13.23,16.29,11.2
2019-08-02-23,39.7,13.74,16.29,10.18
2019-08-03-00,35.12,13.23,15.27,9.16
2019-08-03-01,35.63,10.69,11.2,11.71
2019-08-03-02,34.1,8.14,11.71,14.25
2019-08-03-03,31.56,6.62,8.65,15.78
2019-08-03-04,20.87,5.6,7.13,16.8
2019-08-03-05,15.27,4.07,7.64,12.72
2019-08-03-06,11.71,5.6,7.64,12.72
2019-08-03-07,11.2,8.14,9.16,13.23
2019-08-03-08,16.8,11.2,12.22,16.8
2019-08-03-09,26.47,17.31,17.31,19.34
2019-08-03-10,42.25,20.87,21.38,22.9
2019-08-03-11,62.61,21.38,27.49,29.52
2019-08-03-12,77.37,22.4,34.61,37.67
2019-08-03-13,87.04,23.92,40.72,38.17
2019-08-03-14,95.69,26.47,40.21,34.1
2019-08-03-15,99.76,25.96,40.72,33.59
2019-08-03-16,98.24,21.38,39.19,35.63
2019-08-03-17,92.64,17.31,35.12,34.61
2019-08-03-18,91.11,15.78,31.56,35.63
2019-08-03-19,84.49,14.76,25.96,32.07
2019-08-03-20,70.75,13.23,23.92,28.5
2019-08-03-21,61.08,13.23,20.36,24.94
2019-08-03-22,52.94,14.25,19.34,21.89
2019-08-03-23,46.83,17.82,17.82,21.89
2019-08-04-00,45.81,17.31,18.32,20.87
2019-08-04-01,37.16,14.76,15.78,20.36
2019-08-04-02,29.01,14.76,14.25,22.4
2019-08-04-03,21.38,15.78,9.67,19.85
2019-08-04-04,17.31,14.76,11.2,15.27
2019-08-04-05,12.22,14.76,11.2,12.22
2019-08-04-06,10.69,13.23,13.74,11.2
2019-08-04-07,7.13,8.65,13.74,12.22
2019-08-04-08,12.22,11.2,17.31,17.31
2019-08-04-09,20.36,18.32,24.94,19.85
2019-08-04-10,28.5,24.43,33.08,29.01
2019-08-04-11,35.63,21.89,34.61,37.16
2019-08-04-12,46.32,20.87,37.67,47.85
2019-08-04-13,58.03,19.34,40.21,59.04
2019-08-04-14,65.66,15.27,44.28,63.12
2019-08-04-15,67.19,12.72,43.26,61.08
2019-08-04-16,67.19,12.72,39.7,60.57
2019-08-04-17,64.64,15.78,33.08,50.9
2019-08-04-18,54.46,16.8,27.49,47.34
2019-08-04-19,50.39,17.31,21.38,39.19
2019-08-04-20,46.32,13.23,16.29,31.56
2019-08-04-21,39.7,10.18,13.23,26.98
2019-08-04-22,32.58,6.62,13.74,22.9
2019-08-04-23,29.01,5.09,11.2,18.83
2019-08-05-00,26.98,5.6,9.16,14.25
2019-08-05-01,23.92,6.11,10.18,12.72
2019-08-05-02,19.85,6.62,9.67,8.65
2019-08-05-03,18.83,5.6,7.64,9.67
2019-08-05-04,17.82,4.07,7.13,9.67
2019-08-05-05,23.92,3.56,5.6,11.71
2019-08-05-06,33.59,2.54,6.62,12.22
2019-08-05-07,28.0,4.58,8.65,11.2
2019-08-05-09,17.82,8.14,11.2,13.23
2019-08-05-10,22.4,11.2,16.29,18.83
2019-08-05-11,30.03,13.74,20.87,21.89
2019-08-05-12,36.14,17.31,22.4,26.98
2019-08-05-13,42.25,20.36,22.9,38.17
2019-08-05-15,49.88,23.92,26.47,42.25
2019-08-05-16,54.97,23.41,25.96,38.17
2019-08-05-17,59.04,22.4,21.89,25.45
2019-08-05-18,59.04,20.36,17.31,32.07
2019-08-05-19,52.94,16.29,17.31,28.5
2019-08-05-20,43.26,12.72,12.72,23.41
2019-08-05-21,32.58,14.25,13.23,19.85
2019-08-05-22,26.47,12.22,11.71,18.32
2019-08-05-23,16.8,11.2,12.72,12.22
2019-08-06-00,20.36,11.2,12.72,9.67
2019-08-06-01,15.78,10.18,12.22,10.18
2019-08-06-02,10.18,9.16,10.18,10.69
2019-08-06-03,8.65,9.16,10.69,10.69
2019-08-06-04,8.14,8.14,9.16,12.22
2019-08-06-05,7.64,7.64,7.64,12.72
2019-08-06-06,5.09,7.13,7.13,11.2
2019-08-06-07,4.58,7.64,7.64,9.16
2019-08-06-10,34.1,19.34,13.74,16.8
2019-08-06-11,47.85,24.94,20.36,23.41
2019-08-06-12,64.13,33.08,25.96,32.07
2019-08-06-13,75.84,40.21,25.45,38.17
2019-08-06-14,79.91,43.77,24.94,39.19
2019-08-06-15,81.95,43.77,30.54,37.67
2019-08-06-16,80.42,38.68,32.58,35.12
2019-08-06-17,76.86,33.59,31.56,33.59
2019-08-06-18,73.81,30.03,26.47,28.0
2019-08-06-19,70.24,24.43,25.45,21.38
2019-08-06-20,65.15,23.41,23.41,18.32
2019-08-06-21,58.54,28.5,21.38,16.8
2019-08-06-22,53.44,36.65,21.89,14.76
2019-08-06-23,46.83,36.65,23.92,13.23
2019-08-07-00,44.28,33.59,23.41,13.74
2019-08-07-01,48.36,30.03,21.89,15.78
2019-08-07-02,44.79,29.01,19.34,17.31
2019-08-07-03,42.76,30.54,14.76,20.36
2019-08-07-04,32.58,32.58,13.74,20.87
2019-08-07-05,25.96,32.07,14.25,20.36
2019-08-07-06,24.43,31.56,13.74,21.89
2019-08-07-07,22.4,29.52,16.29,19.34
2019-08-07-08,23.92,29.52,18.32,21.89
2019-08-07-10,37.16,34.61,32.58,29.01
2019-08-07-11,42.25,40.21,38.17,34.1
2019-08-07-12,49.88,44.79,41.74,40.21
2019-08-07-13,60.57,46.32,40.21,44.28
2019-08-07-14,72.79,41.74,38.68,43.26
2019-08-07-15,80.42,36.14,38.17,43.26
2019-08-07-16,85.51,34.1,34.1,44.28
2019-08-07-17,90.6,32.07,31.56,44.79
2019-08-07-18,89.58,28.0,30.03,44.28
2019-08-07-19,81.95,22.9,23.41,34.61
2019-08-07-20,67.19,18.83,16.8,28.5
2019-08-07-21,57.01,19.34,15.27,22.4
2019-08-07-22,49.37,17.82,14.76,18.83
2019-08-07-23,51.92,14.76,12.72,15.27
2019-08-08-00,36.65,11.2,12.72,13.23
2019-08-08-01,26.47,9.16,10.69,15.27
2019-08-08-02,18.32,7.13,11.2,15.78
2019-08-08-03,15.27,4.58,10.18,15.27
2019-08-08-04,13.23,4.07,9.16,15.27
2019-08-08-05,13.74,3.05,7.64,12.22
2019-08-08-06,12.22,2.54,7.13,11.2
2019-08-08-07,7.64,4.07,7.13,10.69
2019-08-08-08,12.22,5.6,7.64,11.2
2019-08-08-09,24.94,7.13,10.18,13.74
2019-08-08-10,41.74,9.67,11.71,16.8
2019-08-08-11,63.12,12.72,15.78,19.85
2019-08-08-12,77.88,14.25,19.85,26.47
2019-08-08-13,88.57,15.78,27.49,28.5
2019-08-08-14,99.26,18.32,30.54,29.52
2019-08-08-15,105.87,16.8,29.52,26.98
2019-08-08-16,103.84,15.78,28.0,25.96
2019-08-08-17,96.2,14.25,23.92,31.05
2019-08-08-18,92.64,12.22,17.82,32.58
2019-08-08-19,84.49,9.16,12.22,24.43
2019-08-08-20,70.24,8.65,9.16,19.85
2019-08-08-21,60.06,7.13,5.6,15.78
2019-08-08-22,60.06,6.11,6.11,11.2
2019-08-08-23,53.95,6.11,8.65,9.67
2019-08-09-00,45.81,6.11,8.65,7.64
2019-08-09-01,42.76,5.6,8.65,6.11
2019-08-09-02,38.17,5.6,7.64,8.65
2019-08-09-03,32.58,5.6,7.64,6.62
2019-08-09-04,29.52,6.11,7.64,6.11
2019-08-09-05,26.47,5.6,9.16,5.6
2019-08-09-06,22.9,5.09,9.16,5.6
2019-08-09-07,20.36,5.6,9.67,7.13
2019-08-09-08,24.43,6.62,11.71,7.64
2019-08-09-09,31.05,8.14,15.27,13.74
2019-08-09-10,39.19,10.69,21.38,23.41
2019-08-09-11,50.39,12.22,22.4,36.14
2019-08-09-12,63.12,13.23,24.43,40.21
2019-08-09-13,73.81,14.76,28.5,36.65
2019-08-09-14,76.86,13.74,28.0,33.08
2019-08-09-15,75.84,13.23,27.49,33.59
2019-08-09-16,68.72,12.72,26.47,34.61
2019-08-09-17,57.52,11.71,25.45,40.72
2019-08-09-19,50.9,11.71,24.94,26.47
2019-08-09-20,47.34,11.2,23.92,21.38
2019-08-09-21,41.74,11.71,24.43,15.27
2019-08-09-23,36.14,11.2,24.43,13.74
2019-08-10-00,35.63,10.69,24.43,19.34
2019-08-10-01,32.58,11.71,25.45,19.34
2019-08-10-02,22.9,13.23,25.45,20.87
2019-08-10-03,21.38,13.74,23.92,25.45
2019-08-10-04,18.83,14.25,22.4,27.49
2019-08-10-05,16.8,15.78,20.87,32.07
2019-08-10-06,18.83,17.82,18.83,31.05
2019-08-10-07,19.34,18.83,17.31,29.52
2019-08-10-08,21.38,18.32,17.31,31.05
2019-08-10-09,21.38,18.83,18.83,37.16
2019-08-10-10,23.41,19.85,20.87,43.77
2019-08-10-11,25.96,21.89,23.41,44.79
2019-08-10-12,33.59,22.9,26.47,44.28
2019-08-10-14,51.92,24.43,27.49,40.21
2019-08-10-15,59.55,25.96,29.01,41.74
2019-08-10-16,64.64,30.03,36.14,42.76
2019-08-10-17,65.15,34.61,33.59,51.41
2019-08-10-18,62.61,37.67,30.54,54.97
2019-08-10-19,57.52,41.74,24.43,47.34
2019-08-10-20,49.88,42.76,23.92,43.77
2019-08-10-21,38.68,46.83,22.9,41.23
2019-08-10-22,31.05,41.74,20.36,39.19
2019-08-10-23,21.89,37.67,17.82,37.67
2019-08-11-00,22.9,32.07,17.82,37.16
2019-08-11-01,18.83,28.5,15.27,30.54
2019-08-11-02,12.22,21.89,13.74,31.56
2019-08-11-03,8.65,17.31,11.2,29.52
2019-08-11-04,9.67,16.29,8.65,31.56
2019-08-11-05,8.65,15.27,8.14,28.0
2019-08-11-06,7.13,12.22,9.16,32.07
2019-08-11-07,8.14,10.69,9.16,31.56
2019-08-11-08,11.71,9.67,11.71,35.12
2019-08-11-09,19.34,11.71,24.43,39.7
2019-08-11-10,22.9,13.23,44.79,51.41
2019-08-11-11,23.41,20.36,63.12,61.59
2019-08-11-12,20.87,30.03,69.22,63.62
2019-08-11-13,16.8,35.63,64.64,59.55
2019-08-11-14,15.78,38.68,59.55,50.9
2019-08-11-15,16.29,41.74,61.08,39.7
2019-08-11-16,15.78,44.79,70.75,39.19
2019-08-11-17,15.78,44.79,70.75,32.58
2019-08-11-18,14.25,43.26,53.44,26.47
2019-08-11-19,13.74,38.17,51.92,24.43
2019-08-11-20,11.71,32.58,44.28,20.36
2019-08-11-21,10.18,30.03,36.65,12.72
2019-08-11-22,10.69,29.52,32.07,15.78
2019-08-11-23,9.67,30.03,28.5,13.74
2019-08-12-00,9.67,30.03,22.9,8.14
2019-08-12-01,17.31,28.5,27.49,10.69
2019-08-12-02,17.31,25.45,22.9,11.71
2019-08-12-03,22.9,24.43,17.31,9.16
2019-08-12-04,27.49,22.9,16.29,10.18
2019-08-12-05,29.01,20.87,14.76,11.71
2019-08-12-06,32.07,21.38,12.22,11.71
2019-08-12-07,30.54,22.4,12.22,11.2
2019-08-12-08,33.08,26.98,14.76,14.25
2019-08-12-09,36.65,35.63,23.92,19.85
2019-08-12-10,40.21,46.32,36.14,26.98
2019-08-12-11,43.77,60.06,52.94,40.72
2019-08-12-12,43.77,68.72,61.59,57.52
2019-08-12-13,42.25,75.84,66.17,72.79
2019-08-12-14,39.19,78.9,70.75,70.24
2019-08-12-15,35.63,79.91,66.68,61.08
2019-08-12-16,32.07,77.37,70.24,57.01
2019-08-12-17,30.54,75.33,77.37,54.97
2019-08-12-18,32.58,73.3,70.75,48.86
2019-08-12-19,31.56,66.68,60.06,47.34
2019-08-12-20,30.03,59.04,50.39,54.46
2019-08-12-22,28.5,51.92,41.23,43.77
2019-08-12-23,27.49,62.1,42.25,31.05
2019-08-13-00,27.49,61.08,39.7,27.49
2019-08-13-01,25.45,55.99,33.08,23.41
2019-08-13-02,23.92,47.34,22.4,16.29
2019-08-13-03,22.9,40.72,16.8,14.76
2019-08-13-04,23.92,38.17,15.78,14.76
2019-08-13-05,22.4,32.58,18.32,9.67
2019-08-13-06,19.85,26.98,18.83,8.14
2019-08-13-07,18.83,25.96,18.83,14.25
2019-08-13-08,18.83,29.01,19.85,18.32
2019-08-13-09,19.85,38.68,35.63,28.0
2019-08-13-10,24.43,55.99,53.95,40.21
2019-08-13-13,40.21,81.44,94.67,67.7
2019-08-13-14,41.74,77.37,80.93,65.15
2019-08-13-21,23.41,33.08,43.26,24.43
2019-08-13-22,19.34,30.54,42.25,20.87
2019-08-13-23,18.32,37.16,43.26,21.89
2019-08-14-00,17.82,41.23,39.7,14.76
2019-08-14-01,16.8,40.72,35.12,10.18
2019-08-14-02,11.2,40.72,28.0,9.16
2019-08-14-03,7.64,37.67,23.41,20.36
2019-08-14-04,7.13,36.65,22.9,20.87
2019-08-14-05,9.67,28.5,25.45,5.6
