,北京,上海,福州,廈門
2019-06-25-06,43.0,11.0,8.0,16.0
2019-06-25-08,45.0,13.0,8.0,15.0
2019-06-25-09,44.0,12.0,9.0,14.0
2019-06-25-10,50.0,13.0,10.0,16.0
2019-06-25-11,54.0,14.0,11.0,13.0
2019-06-25-12,57.0,15.0,12.0,12.0
2019-06-25-13,53.0,16.0,16.0,14.0
2019-06-25-14,49.0,16.0,16.0,15.0
2019-06-25-15,46.0,15.0,17.0,17.0
2019-06-25-16,45.0,14.0,16.0,15.0
2019-06-25-17,41.0,15.0,8.0,9.0
2019-06-25-18,45.0,14.0,7.0,9.0
2019-06-25-19,47.0,16.0,8.0,10.0
2019-06-25-20,51.0,17.0,12.0,11.0
2019-06-25-21,47.0,17.0,16.0,8.0
2019-06-25-22,48.0,16.0,21.0,7.0
2019-06-25-23,51.0,15.0,21.0,8.0
2019-06-26-00,43.0,15.0,24.0,14.0
2019-06-26-01,39.0,15.0,24.0,13.0
2019-06-26-02,34.0,15.0,22.0,17.0
2019-06-26-03,27.0,16.0,29.0,19.0
2019-06-26-04,26.0,18.0,32.0,20.0
2019-06-26-05,27.0,18.0,31.0,23.0
2019-06-26-06,26.0,17.0,31.0,20.0
2019-06-26-07,29.0,16.0,32.0,22.0
2019-06-26-08,32.0,12.0,32.0,26.0
2019-06-26-09,35.0,16.0,31.0,27.0
2019-06-26-10,38.0,16.0,25.0,31.0
2019-06-26-11,44.0,17.0,20.0,22.0
2019-06-26-12,50.0,18.0,21.0,19.0
2019-06-26-13,54.0,21.0,17.0,18.0
2019-06-26-14,55.0,22.0,21.0,18.0
2019-06-26-15,57.0,23.0,24.0,15.0
2019-06-26-16,52.0,23.0,26.0,14.0
2019-06-26-17,54.0,24.0,25.0,14.0
2019-06-26-18,55.0,20.0,20.0,15.0
2019-06-26-19,55.0,16.0,20.0,17.0
2019-06-26-20,56.0,15.0,23.0,16.0
2019-06-26-21,57.0,16.0,25.0,14.0
2019-06-26-22,53.0,19.0,28.0,8.0
2019-06-26-23,45.0,21.0,30.0,8.0
2019-06-27-00,40.0,28.0,30.0,8.0
2019-06-27-01,43.0,33.0,31.0,12.0
2019-06-27-02,43.0,33.0,31.0,15.0
2019-06-27-03,43.0,29.0,31.0,19.0
2019-06-27-04,42.0,27.0,32.0,18.0
2019-06-27-05,44.0,28.0,31.0,16.0
2019-06-27-06,48.0,29.0,31.0,15.0
2019-06-27-07,53.0,30.0,32.0,17.0
2019-06-27-08,57.0,36.0,34.0,23.0
2019-06-27-09,60.0,37.0,37.0,28.0
2019-06-27-10,62.0,37.0,36.0,32.0
2019-06-27-11,60.0,38.0,34.0,35.0
2019-06-27-12,57.0,40.0,29.0,27.0
2019-06-27-13,61.0,40.0,23.0,23.0
2019-06-27-14,62.0,40.0,20.0,20.0
2019-06-27-15,51.0,39.0,21.0,16.0
2019-06-27-16,48.0,32.0,23.0,14.0
2019-06-27-17,44.0,27.0,22.0,15.0
2019-06-27-18,45.0,28.0,18.0,14.0
2019-06-27-19,45.0,29.0,19.0,12.0
2019-06-27-20,44.0,27.0,27.0,13.0
2019-06-27-21,45.0,30.0,33.0,12.0
2019-06-27-22,42.0,35.0,31.0,11.0
2019-06-27-23,31.0,39.0,25.0,12.0
2019-06-28-00,30.0,42.0,24.0,13.0
2019-06-28-01,32.0,43.0,23.0,14.0
2019-06-28-02,35.0,46.0,22.0,26.0
2019-06-28-03,36.0,48.0,26.0,12.0
2019-06-28-04,32.0,48.0,24.0,11.0
2019-06-28-05,27.0,49.0,26.0,12.0
2019-06-28-06,22.0,48.0,26.0,13.0
2019-06-28-07,18.0,49.0,28.0,14.0
2019-06-28-08,17.0,42.0,30.0,14.0
2019-06-28-09,15.0,34.0,30.0,15.0
2019-06-28-10,15.0,34.0,28.0,19.0
2019-06-28-11,16.0,35.0,29.0,19.0
2019-06-28-12,16.0,38.0,32.0,19.0
2019-06-28-13,17.0,41.0,32.0,18.0
2019-06-28-14,18.0,40.0,29.0,22.0
2019-06-28-15,20.0,39.0,23.0,21.0
2019-06-28-16,20.0,37.0,20.0,10.0
2019-06-28-17,24.0,35.0,21.0,9.0
2019-06-28-18,31.0,35.0,20.0,8.0
2019-06-28-19,36.0,35.0,17.0,9.0
2019-06-28-20,40.0,37.0,16.0,9.0
2019-06-28-21,42.0,42.0,16.0,8.0
2019-06-28-22,44.0,51.0,16.0,12.0
2019-06-28-23,44.0,58.0,19.0,10.0
2019-06-29-00,48.0,55.0,21.0,9.0
2019-06-29-01,49.0,51.0,24.0,12.0
2019-06-29-02,45.0,47.0,25.0,16.0
2019-06-29-03,29.0,47.0,24.0,17.0
2019-06-29-04,23.0,43.0,24.0,17.0
2019-06-29-05,16.0,46.0,24.0,18.0
2019-06-29-06,16.0,48.0,24.0,17.0
2019-06-29-07,20.0,50.0,25.0,18.0
2019-06-29-08,22.0,47.0,25.0,19.0
2019-06-29-09,21.0,48.0,28.0,23.0
2019-06-29-10,15.0,52.0,27.0,21.0
2019-06-29-11,10.0,47.0,27.0,17.0
2019-06-29-12,8.0,50.0,26.0,15.0
2019-06-29-13,5.0,51.0,24.0,12.0
2019-06-29-14,7.0,40.0,25.0,11.0
2019-06-29-15,4.0,27.0,29.0,10.0
2019-06-29-16,5.0,27.0,25.0,10.0
2019-06-29-17,4.0,24.0,19.0,12.0
2019-06-29-18,5.0,18.0,19.0,16.0
2019-06-29-19,6.0,16.0,18.0,15.0
2019-06-29-20,6.0,20.0,14.0,12.0
2019-06-29-21,4.0,28.0,13.0,10.0
2019-06-29-22,5.0,38.0,12.0,9.0
2019-06-29-23,3.0,47.0,14.0,10.0
2019-06-30-00,3.0,52.0,15.0,9.0
2019-06-30-01,3.0,54.0,16.0,9.0
2019-06-30-02,4.0,54.0,18.0,12.0
2019-06-30-03,4.0,55.0,23.0,14.0
2019-06-30-04,4.0,46.0,21.0,17.0
2019-06-30-05,4.0,32.0,21.0,15.0
2019-06-30-06,5.0,19.0,22.0,16.0
2019-06-30-07,3.0,14.0,22.0,17.0
2019-06-30-08,5.0,11.0,23.0,16.0
2019-06-30-09,5.0,11.0,26.0,16.0
2019-06-30-10,6.0,10.0,28.0,15.0
2019-06-30-11,5.0,11.0,30.0,16.0
2019-06-30-12,4.0,9.0,29.0,13.0
2019-06-30-13,6.0,13.0,32.0,13.0
2019-06-30-14,7.0,13.0,32.0,13.0
2019-06-30-15,6.0,10.0,31.0,12.0
2019-06-30-16,6.0,10.0,16.0,10.0
2019-06-30-17,5.0,11.0,17.0,10.0
2019-06-30-18,5.0,11.0,16.0,8.0
2019-06-30-19,5.0,12.0,15.0,8.0
2019-06-30-20,5.0,14.0,14.0,8.0
2019-06-30-21,6.0,15.0,14.0,8.0
2019-06-30-22,6.0,17.0,14.0,8.0
2019-06-30-23,6.0,20.0,15.0,6.0
2019-07-01-00,8.0,20.0,15.0,8.0
2019-07-01-01,7.0,19.0,14.0,6.0
2019-07-01-02,7.0,20.0,13.0,5.0
2019-07-01-03,9.0,19.0,13.0,5.0
2019-07-01-04,10.0,21.0,15.0,6.0
2019-07-01-05,11.0,24.0,17.0,7.0
2019-07-01-06,9.0,26.0,18.0,8.0
2019-07-01-07,9.0,29.0,19.0,8.0
2019-07-01-08,7.0,29.0,21.0,6.0
2019-07-01-09,7.0,24.0,26.0,7.0
2019-07-01-10,7.0,19.0,30.0,8.0
2019-07-01-11,7.0,14.0,30.0,12.0
2019-07-01-12,7.0,10.0,30.0,10.0
2019-07-01-13,6.0,11.0,27.0,12.0
2019-07-01-14,6.0,11.0,24.0,14.0
2019-07-01-15,7.0,11.0,23.0,15.0
2019-07-01-16,9.0,10.0,23.0,13.0
2019-07-01-17,9.0,11.0,21.0,9.0
2019-07-01-18,9.0,12.0,19.0,7.0
2019-07-01-19,10.0,12.0,16.0,7.0
2019-07-01-20,10.0,15.0,13.0,6.0
2019-07-01-21,12.0,16.0,10.0,6.0
2019-07-01-22,13.0,15.0,8.0,6.0
2019-07-01-23,20.0,13.0,6.0,6.0
2019-07-02-00,24.0,12.0,7.0,7.0
2019-07-02-01,23.0,12.0,7.0,7.0
2019-07-02-02,20.0,13.0,7.0,6.0
2019-07-02-03,20.0,15.0,7.0,8.0
2019-07-02-04,18.0,18.0,7.0,11.0
2019-07-02-05,18.0,19.0,8.0,14.0
2019-07-02-06,19.0,20.0,6.0,12.0
2019-07-02-07,21.0,19.0,4.0,12.0
2019-07-02-08,24.0,16.0,5.0,16.0
2019-07-02-09,29.0,16.0,6.0,20.0
2019-07-02-10,29.0,17.0,6.0,17.0
2019-07-02-11,30.0,17.0,8.0,15.0
2019-07-02-12,28.0,17.0,10.0,17.0
2019-07-02-13,25.0,18.0,8.0,17.0
2019-07-02-14,28.0,17.0,9.0,16.0
2019-07-02-15,25.0,18.0,11.0,15.0
2019-07-02-16,24.0,17.0,9.0,16.0
2019-07-02-17,19.0,18.0,6.0,16.0
2019-07-02-18,21.0,18.0,7.0,20.0
2019-07-02-19,22.0,18.0,6.0,23.0
2019-07-02-20,25.0,21.0,5.0,18.0
2019-07-02-21,29.0,21.0,8.0,5.0
2019-07-02-22,28.0,22.0,8.0,3.0
2019-07-02-23,30.0,23.0,8.0,2.0
2019-07-03-00,27.0,22.0,8.0,2.0
2019-07-03-01,24.0,21.0,7.0,3.0
2019-07-03-02,23.0,21.0,9.0,3.0
2019-07-03-03,23.0,21.0,10.0,3.0
2019-07-03-04,24.0,20.0,8.0,4.0
2019-07-03-05,25.0,17.0,8.0,2.0
2019-07-03-06,27.0,18.0,8.0,4.0
2019-07-03-07,28.0,22.0,11.0,4.0
2019-07-03-08,30.0,23.0,13.0,3.0
2019-07-03-09,26.0,23.0,13.0,12.0
2019-07-03-10,24.0,23.0,14.0,6.0
2019-07-03-11,24.0,22.0,13.0,5.0
2019-07-03-12,20.0,21.0,9.0,6.0
2019-07-03-13,14.0,19.0,7.0,6.0
2019-07-03-14,14.0,20.0,7.0,6.0
2019-07-03-15,15.0,22.0,7.0,3.0
2019-07-03-16,16.0,22.0,9.0,4.0
2019-07-03-17,16.0,23.0,10.0,5.0
2019-07-03-18,20.0,24.0,9.0,4.0
2019-07-03-19,19.0,26.0,8.0,6.0
2019-07-03-20,20.0,26.0,8.0,10.0
2019-07-03-21,20.0,29.0,9.0,17.0
2019-07-03-22,23.0,30.0,12.0,4.0
2019-07-03-23,23.0,32.0,11.0,5.0
2019-07-04-00,25.0,33.0,12.0,5.0
2019-07-04-01,28.0,36.0,11.0,5.0
2019-07-04-02,27.0,38.0,10.0,5.0
2019-07-04-03,29.0,40.0,11.0,5.0
2019-07-04-04,31.0,37.0,12.0,6.0
2019-07-04-05,29.0,32.0,11.0,6.0
2019-07-04-06,29.0,29.0,12.0,7.0
2019-07-04-07,30.0,29.0,12.0,9.0
2019-07-04-08,32.0,29.0,13.0,11.0
2019-07-04-09,36.0,29.0,14.0,11.0
2019-07-04-10,37.0,32.0,12.0,9.0
2019-07-04-11,35.0,34.0,13.0,5.0
2019-07-04-12,34.0,32.0,12.0,7.0
2019-07-04-13,35.0,33.0,11.0,8.0
2019-07-04-14,29.0,35.0,8.0,7.0
2019-07-04-15,27.0,37.0,5.0,7.0
2019-07-04-16,26.0,39.0,6.0,9.0
2019-07-04-17,23.0,38.0,8.0,12.0
2019-07-04-18,28.0,36.0,12.0,12.0
2019-07-04-19,29.0,37.0,17.0,21.0
2019-07-04-20,33.0,41.0,15.0,18.0
2019-07-04-21,34.0,46.0,15.0,9.0
2019-07-04-22,36.0,47.0,16.0,8.0
2019-07-04-23,36.0,45.0,15.0,9.0
2019-07-05-00,35.0,42.0,15.0,9.0
2019-07-05-01,32.0,40.0,14.0,7.0
2019-07-05-02,35.0,41.0,15.0,9.0
2019-07-05-03,40.0,42.0,15.0,11.0
2019-07-05-04,38.0,42.0,14.0,12.0
2019-07-05-05,36.0,41.0,14.0,11.0
2019-07-05-06,35.0,39.0,15.0,11.0
2019-07-05-07,39.0,35.0,16.0,11.0
2019-07-05-08,43.0,32.0,17.0,9.0
2019-07-05-09,45.0,31.0,21.0,10.0
2019-07-05-10,39.0,30.0,19.0,11.0
2019-07-05-11,28.0,31.0,18.0,13.0
2019-07-05-12,28.0,31.0,15.0,14.0
2019-07-05-13,22.0,32.0,14.0,12.0
2019-07-05-14,19.0,25.0,16.0,11.0
2019-07-05-15,17.0,26.0,14.0,31.0
2019-07-05-16,20.0,30.0,13.0,11.0
2019-07-05-17,15.0,33.0,11.0,14.0
2019-07-05-18,15.0,36.0,9.0,13.0
2019-07-05-19,14.0,38.0,8.0,11.0
2019-07-05-20,17.0,38.0,10.0,11.0
2019-07-05-21,17.0,41.0,12.0,9.0
2019-07-05-22,20.0,43.0,12.0,12.0
2019-07-05-23,22.0,48.0,12.0,12.0
2019-07-06-00,25.0,51.0,13.0,13.0
2019-07-06-01,26.0,53.0,11.0,13.0
2019-07-06-02,20.0,56.0,8.0,12.0
2019-07-06-03,11.0,59.0,7.0,11.0
2019-07-06-04,8.0,57.0,7.0,11.0
2019-07-06-05,8.0,56.0,7.0,11.0
2019-07-06-06,8.0,56.0,8.0,10.0
2019-07-06-07,8.0,50.0,11.0,13.0
2019-07-06-08,8.0,50.0,13.0,11.0
2019-07-06-09,8.0,48.0,17.0,12.0
2019-07-06-10,5.0,39.0,19.0,13.0
2019-07-06-11,5.0,31.0,20.0,13.0
2019-07-06-12,5.0,28.0,23.0,14.0
2019-07-06-13,6.0,25.0,22.0,13.0
2019-07-06-14,5.0,21.0,21.0,13.0
2019-07-06-15,5.0,19.0,21.0,14.0
2019-07-06-16,3.0,20.0,13.0,15.0
2019-07-06-17,4.0,22.0,7.0,14.0
2019-07-06-18,5.0,23.0,6.0,13.0
2019-07-06-19,6.0,28.0,10.0,12.0
2019-07-06-20,7.0,28.0,8.0,13.0
2019-07-06-21,7.0,27.0,7.0,14.0
2019-07-06-22,6.0,27.0,8.0,15.0
2019-07-06-23,5.0,26.0,8.0,16.0
2019-07-07-00,6.0,21.0,9.0,16.0
2019-07-07-01,6.0,19.0,11.0,12.0
2019-07-07-02,6.0,19.0,12.0,15.0
2019-07-07-03,5.0,13.0,14.0,15.0
2019-07-07-04,5.0,11.0,15.0,13.0
2019-07-07-05,6.0,16.0,15.0,12.0
2019-07-07-06,5.0,22.0,18.0,11.0
2019-07-07-07,6.0,22.0,17.0,12.0
2019-07-07-08,5.0,20.0,23.0,10.0
2019-07-07-09,5.0,22.0,21.0,11.0
2019-07-07-10,6.0,34.0,24.0,12.0
2019-07-07-11,7.0,43.0,30.0,12.0
2019-07-07-12,10.0,40.0,33.0,15.0
2019-07-07-13,14.0,41.0,35.0,14.0
2019-07-07-14,15.0,47.0,34.0,15.0
2019-07-07-15,16.0,46.0,32.0,14.0
2019-07-07-16,16.0,46.0,34.0,14.0
2019-07-07-17,23.0,44.0,31.0,15.0
2019-07-07-18,-999.0,-999.0,32.0,11.0
2019-07-07-19,25.0,40.0,23.0,14.0
2019-07-07-20,27.0,42.0,22.0,15.0
2019-07-07-21,27.0,42.0,18.0,14.0
2019-07-07-22,21.0,44.0,15.0,13.0
2019-07-07-23,22.0,46.0,14.0,10.0
2019-07-08-00,22.0,52.0,16.0,10.0
2019-07-08-01,20.0,58.0,18.0,9.0
2019-07-08-02,23.0,61.0,20.0,9.0
2019-07-08-03,25.0,59.0,19.0,9.0
2019-07-08-04,28.0,60.0,22.0,10.0
2019-07-08-05,33.0,64.0,21.0,12.0
2019-07-08-06,32.0,70.0,20.0,11.0
2019-07-08-07,29.0,72.0,18.0,13.0
2019-07-08-08,28.0,73.0,22.0,13.0
2019-07-08-09,24.0,75.0,22.0,13.0
2019-07-08-10,21.0,78.0,19.0,13.0
2019-07-08-11,19.0,84.0,21.0,14.0
2019-07-08-12,20.0,91.0,20.0,14.0
2019-07-08-13,21.0,89.0,20.0,14.0
2019-07-08-14,24.0,82.0,18.0,14.0
2019-07-08-15,24.0,69.0,18.0,13.0
2019-07-08-16,23.0,45.0,16.0,17.0
2019-07-08-17,22.0,30.0,16.0,18.0
2019-07-08-18,21.0,23.0,15.0,17.0
2019-07-08-19,21.0,20.0,20.0,16.0
2019-07-08-20,23.0,19.0,23.0,17.0
2019-07-08-21,25.0,18.0,23.0,14.0
2019-07-08-22,27.0,19.0,23.0,16.0
2019-07-08-23,27.0,19.0,23.0,14.0
2019-07-09-00,32.0,18.0,23.0,14.0
2019-07-09-01,33.0,16.0,24.0,14.0
2019-07-09-02,32.0,15.0,22.0,14.0
2019-07-09-03,32.0,16.0,20.0,16.0
2019-07-09-04,30.0,18.0,20.0,16.0
2019-07-09-05,28.0,18.0,19.0,15.0
2019-07-09-06,29.0,19.0,19.0,15.0
2019-07-09-07,30.0,19.0,20.0,15.0
2019-07-09-08,33.0,19.0,21.0,16.0
2019-07-09-09,32.0,18.0,21.0,18.0
2019-07-09-10,31.0,19.0,22.0,20.0
2019-07-09-11,31.0,16.0,23.0,18.0
2019-07-09-12,31.0,17.0,23.0,19.0
2019-07-09-13,29.0,16.0,22.0,22.0
2019-07-09-14,26.0,15.0,21.0,23.0
2019-07-09-15,25.0,13.0,20.0,22.0
2019-07-09-16,23.0,13.0,24.0,21.0
2019-07-09-17,22.0,12.0,21.0,18.0
2019-07-09-18,21.0,12.0,14.0,20.0
2019-07-09-19,22.0,12.0,10.0,20.0
2019-07-09-20,24.0,13.0,11.0,21.0
2019-07-09-21,28.0,15.0,8.0,20.0
2019-07-09-22,29.0,14.0,10.0,18.0
2019-07-09-23,-999.0,-999.0,-999.0,-999.0
2019-07-10-00,45.0,11.0,14.0,15.0
2019-07-10-01,50.0,9.0,16.0,18.0
2019-07-10-02,57.0,6.0,17.0,16.0
2019-07-10-03,58.0,7.0,19.0,15.0
2019-07-10-04,58.0,8.0,20.0,15.0
2019-07-10-05,57.0,8.0,19.0,14.0
2019-07-10-06,66.0,10.0,17.0,15.0
2019-07-10-07,56.0,13.0,16.0,13.0
2019-07-10-08,42.0,12.0,11.0,15.0
2019-07-10-09,52.0,14.0,10.0,16.0
2019-07-10-10,54.0,15.0,12.0,16.0
2019-07-10-11,54.0,15.0,14.0,10.0
2019-07-10-12,52.0,15.0,9.0,9.0
2019-07-10-13,46.0,13.0,6.0,7.0
2019-07-10-14,32.0,14.0,5.0,8.0
2019-07-10-15,31.0,15.0,4.0,7.0
2019-07-10-16,27.0,16.0,5.0,9.0
2019-07-10-17,28.0,16.0,6.0,10.0
2019-07-10-18,26.0,17.0,5.0,11.0
2019-07-10-19,29.0,18.0,6.0,9.0
2019-07-10-20,37.0,21.0,7.0,10.0
2019-07-10-21,34.0,25.0,7.0,9.0
2019-07-10-22,33.0,27.0,8.0,11.0
2019-07-10-23,33.0,28.0,7.0,10.0
2019-07-11-00,36.0,28.0,14.0,10.0
2019-07-11-01,33.0,29.0,15.0,9.0
2019-07-11-02,32.0,32.0,13.0,9.0
2019-07-11-03,32.0,33.0,16.0,8.0
2019-07-11-04,36.0,35.0,14.0,11.0
2019-07-11-05,34.0,38.0,15.0,14.0
2019-07-11-06,38.0,37.0,9.0,16.0
2019-07-11-07,40.0,39.0,5.0,15.0
2019-07-11-08,44.0,40.0,4.0,13.0
2019-07-11-09,41.0,33.0,6.0,8.0
2019-07-11-10,38.0,30.0,9.0,6.0
2019-07-11-11,39.0,28.0,12.0,6.0
2019-07-11-12,32.0,32.0,17.0,8.0
2019-07-11-13,32.0,37.0,24.0,8.0
2019-07-11-14,26.0,36.0,17.0,9.0
2019-07-11-15,22.0,36.0,17.0,23.0
2019-07-11-16,19.0,36.0,18.0,12.0
2019-07-11-17,17.0,34.0,16.0,8.0
2019-07-11-18,18.0,29.0,18.0,8.0
2019-07-11-19,19.0,28.0,23.0,7.0
2019-07-11-20,22.0,28.0,23.0,8.0
2019-07-11-21,23.0,29.0,33.0,6.0
2019-07-11-22,23.0,28.0,32.0,7.0
2019-07-11-23,22.0,24.0,28.0,8.0
2019-07-12-00,21.0,25.0,26.0,10.0
2019-07-12-01,20.0,26.0,25.0,8.0
2019-07-12-02,16.0,29.0,23.0,9.0
2019-07-12-03,16.0,32.0,24.0,12.0
2019-07-12-04,19.0,36.0,24.0,10.0
2019-07-12-05,20.0,39.0,20.0,11.0
2019-07-12-06,19.0,40.0,19.0,10.0
2019-07-12-07,21.0,39.0,21.0,12.0
2019-07-12-08,22.0,33.0,22.0,12.0
2019-07-12-09,24.0,31.0,20.0,13.0
2019-07-12-10,22.0,31.0,17.0,14.0
2019-07-12-11,22.0,32.0,18.0,16.0
2019-07-12-12,24.0,34.0,24.0,17.0
2019-07-12-13,23.0,35.0,19.0,20.0
2019-07-12-14,21.0,35.0,15.0,18.0
2019-07-12-15,21.0,30.0,15.0,19.0
2019-07-12-16,23.0,26.0,18.0,16.0
2019-07-12-17,23.0,22.0,19.0,18.0
2019-07-12-18,22.0,24.0,17.0,18.0
2019-07-12-19,26.0,23.0,18.0,18.0
2019-07-12-20,29.0,20.0,20.0,18.0
2019-07-12-21,35.0,18.0,20.0,18.0
2019-07-12-22,38.0,17.0,19.0,17.0
2019-07-12-23,42.0,12.0,20.0,16.0
2019-07-13-00,44.0,10.0,19.0,17.0
2019-07-13-01,43.0,11.0,19.0,17.0
2019-07-13-02,43.0,10.0,18.0,30.0
2019-07-13-03,44.0,8.0,17.0,21.0
2019-07-13-04,39.0,8.0,18.0,13.0
2019-07-13-05,45.0,8.0,18.0,13.0
2019-07-13-06,57.0,6.0,17.0,14.0
2019-07-13-07,59.0,4.0,17.0,15.0
2019-07-13-08,64.0,6.0,16.0,17.0
2019-07-13-09,81.0,7.0,16.0,18.0
2019-07-13-10,79.0,7.0,16.0,18.0
2019-07-13-11,77.0,6.0,16.0,17.0
2019-07-13-12,70.0,7.0,17.0,17.0
2019-07-13-13,58.0,8.0,17.0,18.0
2019-07-13-14,55.0,8.0,17.0,17.0
2019-07-13-15,53.0,7.0,16.0,17.0
2019-07-13-16,54.0,7.0,17.0,17.0
2019-07-13-17,50.0,8.0,20.0,19.0
2019-07-13-18,47.0,7.0,21.0,19.0
2019-07-13-19,46.0,10.0,24.0,19.0
2019-07-13-20,47.0,12.0,25.0,20.0
2019-07-13-21,46.0,12.0,26.0,19.0
2019-07-13-22,48.0,12.0,28.0,20.0
2019-07-13-23,52.0,13.0,29.0,20.0
2019-07-14-00,46.0,16.0,29.0,19.0
2019-07-14-01,21.0,22.0,29.0,22.0
2019-07-14-02,9.0,26.0,27.0,19.0
2019-07-14-03,12.0,26.0,27.0,17.0
2019-07-14-04,11.0,30.0,27.0,18.0
2019-07-14-05,11.0,31.0,27.0,20.0
2019-07-14-06,11.0,34.0,26.0,18.0
2019-07-14-07,9.0,34.0,28.0,18.0
2019-07-14-08,10.0,36.0,30.0,19.0
2019-07-14-09,9.0,30.0,29.0,19.0
2019-07-14-10,10.0,32.0,33.0,19.0
2019-07-14-11,9.0,33.0,37.0,19.0
2019-07-14-12,10.0,39.0,35.0,20.0
2019-07-14-13,8.0,40.0,34.0,19.0
2019-07-14-14,10.0,41.0,28.0,18.0
2019-07-14-15,9.0,39.0,25.0,19.0
2019-07-14-16,11.0,35.0,24.0,17.0
2019-07-14-17,19.0,32.0,25.0,19.0
2019-07-14-18,17.0,28.0,25.0,17.0
2019-07-14-19,19.0,26.0,23.0,19.0
2019-07-14-20,23.0,28.0,24.0,19.0
2019-07-14-21,24.0,28.0,22.0,18.0
2019-07-14-22,24.0,29.0,21.0,16.0
2019-07-14-23,25.0,27.0,22.0,15.0
2019-07-15-00,36.0,26.0,25.0,16.0
2019-07-15-01,51.0,24.0,27.0,16.0
2019-07-15-02,53.0,25.0,29.0,17.0
2019-07-15-03,48.0,26.0,30.0,17.0
2019-07-15-04,53.0,28.0,28.0,19.0
2019-07-15-05,52.0,26.0,28.0,19.0
2019-07-15-06,51.0,26.0,29.0,20.0
2019-07-15-07,53.0,27.0,26.0,19.0
2019-07-15-08,58.0,25.0,27.0,21.0
2019-07-15-09,63.0,21.0,25.0,24.0
2019-07-15-10,72.0,18.0,29.0,26.0
2019-07-15-11,79.0,17.0,36.0,27.0
2019-07-15-12,80.0,17.0,39.0,30.0
2019-07-15-13,69.0,19.0,40.0,28.0
2019-07-15-14,60.0,18.0,39.0,24.0
2019-07-15-15,55.0,17.0,36.0,23.0
2019-07-15-16,49.0,18.0,34.0,21.0
2019-07-15-17,49.0,20.0,33.0,21.0
2019-07-15-18,48.0,22.0,34.0,19.0
2019-07-15-19,45.0,21.0,34.0,21.0
2019-07-15-20,44.0,22.0,31.0,21.0
2019-07-15-21,41.0,22.0,27.0,19.0
2019-07-15-22,43.0,20.0,26.0,20.0
2019-07-15-23,42.0,22.0,24.0,20.0
2019-07-16-00,37.0,22.0,24.0,20.0
2019-07-16-01,34.0,24.0,25.0,21.0
2019-07-16-02,33.0,23.0,26.0,26.0
2019-07-16-03,33.0,20.0,28.0,28.0
2019-07-16-04,40.0,18.0,28.0,29.0
2019-07-16-05,43.0,16.0,28.0,31.0
2019-07-16-06,48.0,16.0,27.0,34.0
2019-07-16-07,51.0,16.0,27.0,37.0
2019-07-16-08,53.0,15.0,26.0,38.0
2019-07-16-09,55.0,13.0,24.0,41.0
2019-07-16-10,57.0,14.0,26.0,43.0
2019-07-16-11,56.0,16.0,27.0,47.0
2019-07-16-12,55.0,17.0,28.0,43.0
2019-07-16-13,53.0,18.0,30.0,37.0
2019-07-16-14,44.0,20.0,29.0,34.0
2019-07-16-15,37.0,19.0,28.0,25.0
2019-07-16-16,31.0,18.0,27.0,21.0
2019-07-16-17,21.0,15.0,22.0,22.0
2019-07-16-18,19.0,15.0,18.0,21.0
2019-07-16-19,18.0,15.0,15.0,21.0
2019-07-16-20,21.0,15.0,13.0,22.0
2019-07-16-21,23.0,13.0,12.0,22.0
2019-07-16-22,24.0,14.0,11.0,19.0
2019-07-16-23,24.0,16.0,9.0,20.0
2019-07-17-00,24.0,19.0,9.0,24.0
2019-07-17-01,26.0,22.0,10.0,22.0
2019-07-17-02,34.0,24.0,10.0,21.0
2019-07-17-03,27.0,25.0,8.0,20.0
2019-07-17-04,26.0,26.0,8.0,21.0
2019-07-17-05,-999.0,27.0,8.0,24.0
2019-07-17-06,-999.0,29.0,8.0,24.0
2019-07-17-07,-999.0,31.0,10.0,22.0
2019-07-17-08,43.0,30.0,11.0,17.0
2019-07-17-09,51.0,24.0,15.0,16.0
2019-07-17-10,54.0,20.0,15.0,13.0
2019-07-17-11,66.0,18.0,14.0,11.0
2019-07-17-12,67.0,19.0,13.0,11.0
2019-07-17-13,70.0,20.0,10.0,9.0
2019-07-17-14,72.0,20.0,7.0,9.0
2019-07-17-15,76.0,20.0,6.0,9.0
2019-07-17-16,72.0,20.0,6.0,10.0
2019-07-17-17,65.0,20.0,5.0,11.0
2019-07-17-18,60.0,15.0,5.0,15.0
2019-07-17-19,59.0,14.0,5.0,15.0
2019-07-17-20,56.0,13.0,4.0,15.0
2019-07-17-21,51.0,11.0,3.0,19.0
2019-07-17-22,47.0,10.0,3.0,24.0
2019-07-17-23,43.0,10.0,3.0,7.0
2019-07-18-00,44.0,8.0,3.0,7.0
2019-07-18-01,48.0,9.0,4.0,7.0
2019-07-18-02,49.0,9.0,3.0,4.0
2019-07-18-03,55.0,9.0,5.0,4.0
2019-07-18-04,55.0,7.0,5.0,4.0
2019-07-18-05,57.0,8.0,5.0,3.0
2019-07-18-07,-999.0,-999.0,-999.0,-999.0
2019-07-18-08,50.0,9.0,5.0,6.0
2019-07-18-09,52.0,10.0,5.0,5.0
2019-07-18-10,63.0,9.0,8.0,6.0
2019-07-18-11,77.0,11.0,10.0,8.0
2019-07-18-12,84.0,11.0,12.0,11.0
2019-07-18-13,85.0,13.0,13.0,11.0
