,北京,上海,福州,廈門
2019-03-10-22,129.0,48.0,37.0,28.0
2019-03-10-23,124.0,48.0,44.0,29.0
2019-03-11-00,112.0,50.0,40.0,36.0
2019-03-11-01,86.0,53.0,40.0,40.0
2019-03-11-02,67.0,50.0,38.0,40.0
2019-03-11-03,57.0,52.0,36.0,39.0
2019-03-11-04,49.0,50.0,35.0,43.0
2019-03-11-05,48.0,52.0,35.0,48.0
2019-03-11-06,42.0,54.0,39.0,50.0
2019-03-11-07,32.0,54.0,37.0,42.0
2019-03-11-08,28.0,57.0,41.0,34.0
2019-03-11-09,17.0,68.0,40.0,28.0
2019-03-11-10,9.0,83.0,38.0,25.0
2019-03-11-11,9.0,83.0,41.0,32.0
2019-03-11-12,6.0,86.0,41.0,34.0
2019-03-11-13,7.0,92.0,28.0,36.0
2019-03-11-14,7.0,90.0,31.0,37.0
2019-03-11-15,8.0,92.0,29.0,38.0
2019-03-11-16,6.0,88.0,24.0,36.0
2019-03-11-17,5.0,76.0,25.0,31.0
2019-03-11-18,4.0,63.0,26.0,28.0
2019-03-11-19,5.0,54.0,28.0,28.0
2019-03-11-20,5.0,53.0,30.0,28.0
2019-03-11-21,6.0,58.0,32.0,30.0
2019-03-11-22,6.0,79.0,36.0,32.0
2019-03-11-23,6.0,103.0,38.0,36.0
2019-03-12-00,4.0,119.0,41.0,39.0
2019-03-12-01,5.0,129.0,39.0,42.0
2019-03-12-02,4.0,131.0,36.0,49.0
2019-03-12-03,4.0,132.0,37.0,51.0
2019-03-12-04,4.0,134.0,36.0,55.0
2019-03-12-05,4.0,133.0,36.0,58.0
2019-03-12-06,4.0,135.0,38.0,61.0
2019-03-12-07,5.0,131.0,39.0,62.0
2019-03-12-08,7.0,123.0,41.0,67.0
2019-03-12-09,4.0,113.0,38.0,70.0
2019-03-12-10,5.0,101.0,39.0,62.0
2019-03-12-11,5.0,78.0,38.0,52.0
2019-03-12-12,5.0,60.0,31.0,39.0
2019-03-12-13,6.0,51.0,27.0,42.0
2019-03-12-14,6.0,43.0,23.0,41.0
2019-03-12-15,5.0,35.0,22.0,39.0
2019-03-12-16,5.0,34.0,26.0,33.0
2019-03-12-17,6.0,35.0,30.0,25.0
2019-03-12-18,5.0,35.0,35.0,25.0
2019-03-12-19,6.0,59.0,40.0,30.0
2019-03-12-20,6.0,54.0,43.0,31.0
2019-03-12-21,6.0,36.0,49.0,34.0
2019-03-12-22,5.0,29.0,55.0,41.0
2019-03-12-23,7.0,23.0,59.0,42.0
2019-03-13-00,6.0,19.0,54.0,44.0
2019-03-13-01,5.0,16.0,46.0,44.0
2019-03-13-02,5.0,16.0,44.0,53.0
2019-03-13-03,6.0,15.0,42.0,66.0
2019-03-13-04,6.0,14.0,47.0,75.0
2019-03-13-05,6.0,15.0,52.0,78.0
2019-03-13-06,9.0,15.0,53.0,86.0
2019-03-13-07,9.0,15.0,54.0,86.0
2019-03-13-08,11.0,15.0,51.0,84.0
2019-03-13-09,9.0,15.0,44.0,74.0
2019-03-13-10,9.0,15.0,44.0,48.0
2019-03-13-11,7.0,18.0,46.0,35.0
2019-03-13-12,8.0,20.0,45.0,27.0
2019-03-13-13,6.0,21.0,42.0,29.0
2019-03-13-14,7.0,23.0,37.0,28.0
2019-03-13-15,7.0,23.0,27.0,29.0
2019-03-13-16,10.0,24.0,30.0,30.0
2019-03-13-17,9.0,24.0,35.0,29.0
2019-03-13-18,9.0,26.0,40.0,32.0
2019-03-13-19,11.0,28.0,45.0,36.0
2019-03-13-20,12.0,28.0,48.0,42.0
2019-03-13-21,11.0,27.0,47.0,48.0
2019-03-13-22,10.0,25.0,47.0,50.0
2019-03-13-23,5.0,23.0,46.0,48.0
2019-03-14-00,5.0,22.0,48.0,45.0
2019-03-14-01,4.0,22.0,49.0,51.0
2019-03-14-02,5.0,24.0,48.0,50.0
2019-03-14-03,5.0,20.0,48.0,48.0
2019-03-14-04,8.0,15.0,48.0,49.0
2019-03-14-05,5.0,15.0,47.0,49.0
2019-03-14-06,6.0,13.0,50.0,52.0
2019-03-14-07,7.0,13.0,50.0,56.0
2019-03-14-08,13.0,12.0,52.0,60.0
2019-03-14-09,14.0,12.0,48.0,60.0
2019-03-14-10,12.0,14.0,44.0,56.0
2019-03-14-11,7.0,16.0,34.0,65.0
2019-03-14-12,6.0,15.0,34.0,78.0
2019-03-14-13,6.0,17.0,33.0,83.0
2019-03-14-14,9.0,17.0,36.0,72.0
2019-03-14-15,8.0,17.0,33.0,72.0
2019-03-14-16,7.0,18.0,28.0,55.0
2019-03-14-17,6.0,18.0,18.0,39.0
2019-03-14-18,6.0,19.0,13.0,38.0
2019-03-14-19,6.0,19.0,13.0,33.0
2019-03-14-20,6.0,19.0,12.0,29.0
2019-03-14-21,5.0,22.0,10.0,21.0
2019-03-14-22,6.0,26.0,9.0,15.0
2019-03-14-23,9.0,29.0,9.0,8.0
2019-03-15-00,8.0,33.0,11.0,8.0
2019-03-15-01,8.0,37.0,13.0,10.0
2019-03-15-02,7.0,40.0,15.0,7.0
2019-03-15-03,6.0,43.0,15.0,8.0
2019-03-15-04,5.0,43.0,16.0,9.0
2019-03-15-05,5.0,45.0,18.0,7.0
2019-03-15-06,6.0,47.0,19.0,8.0
2019-03-15-07,5.0,48.0,19.0,8.0
2019-03-15-08,-999.0,-999.0,-999.0,-999.0
2019-03-15-09,6.0,54.0,27.0,17.0
2019-03-15-10,5.0,53.0,22.0,22.0
2019-03-15-11,5.0,51.0,17.0,20.0
2019-03-15-12,6.0,47.0,19.0,21.0
2019-03-15-13,6.0,50.0,16.0,22.0
2019-03-15-14,8.0,52.0,14.0,23.0
2019-03-15-15,10.0,49.0,12.0,24.0
2019-03-15-16,9.0,64.0,13.0,23.0
2019-03-15-17,13.0,59.0,14.0,19.0
2019-03-15-18,14.0,46.0,14.0,18.0
2019-03-15-19,15.0,42.0,17.0,17.0
2019-03-15-20,20.0,43.0,21.0,22.0
2019-03-15-21,20.0,57.0,22.0,24.0
2019-03-15-22,25.0,45.0,24.0,24.0
2019-03-15-23,25.0,31.0,22.0,23.0
2019-03-16-00,29.0,25.0,22.0,30.0
2019-03-16-01,30.0,19.0,24.0,36.0
2019-03-16-02,33.0,17.0,23.0,35.0
2019-03-16-03,30.0,16.0,21.0,29.0
2019-03-16-04,29.0,17.0,22.0,22.0
2019-03-16-05,27.0,17.0,20.0,20.0
2019-03-16-06,29.0,16.0,20.0,16.0
2019-03-16-07,30.0,17.0,21.0,14.0
2019-03-16-08,31.0,20.0,21.0,16.0
2019-03-16-09,35.0,20.0,21.0,15.0
2019-03-16-10,37.0,23.0,22.0,14.0
2019-03-16-11,40.0,30.0,18.0,12.0
2019-03-16-12,39.0,36.0,17.0,15.0
2019-03-16-13,35.0,46.0,21.0,18.0
2019-03-16-14,23.0,56.0,22.0,19.0
2019-03-16-15,14.0,60.0,23.0,19.0
2019-03-16-16,9.0,58.0,26.0,23.0
2019-03-16-17,7.0,60.0,31.0,26.0
2019-03-16-18,6.0,64.0,34.0,30.0
2019-03-16-19,7.0,63.0,36.0,34.0
2019-03-16-20,10.0,59.0,40.0,42.0
2019-03-16-21,12.0,55.0,39.0,44.0
2019-03-16-22,9.0,55.0,39.0,46.0
2019-03-16-23,10.0,62.0,41.0,46.0
2019-03-17-00,10.0,62.0,44.0,45.0
2019-03-17-01,12.0,62.0,45.0,41.0
2019-03-17-02,13.0,64.0,45.0,38.0
2019-03-17-03,15.0,65.0,45.0,35.0
2019-03-17-04,20.0,66.0,42.0,33.0
2019-03-17-05,23.0,70.0,43.0,31.0
2019-03-17-06,30.0,74.0,44.0,32.0
2019-03-17-07,42.0,77.0,45.0,33.0
2019-03-17-08,54.0,83.0,45.0,36.0
2019-03-17-09,65.0,92.0,44.0,31.0
2019-03-17-10,70.0,98.0,41.0,31.0
2019-03-17-11,67.0,97.0,40.0,32.0
2019-03-17-12,64.0,84.0,38.0,32.0
2019-03-17-13,59.0,77.0,38.0,40.0
2019-03-17-14,66.0,89.0,39.0,40.0
2019-03-17-15,60.0,105.0,42.0,38.0
2019-03-17-16,61.0,116.0,37.0,39.0
2019-03-17-17,57.0,114.0,38.0,44.0
2019-03-17-18,57.0,101.0,39.0,43.0
2019-03-17-19,55.0,82.0,45.0,46.0
2019-03-17-20,56.0,69.0,49.0,41.0
2019-03-17-21,57.0,61.0,44.0,34.0
2019-03-17-22,58.0,59.0,42.0,29.0
2019-03-17-23,61.0,59.0,44.0,30.0
2019-03-18-00,65.0,59.0,43.0,33.0
2019-03-18-01,68.0,55.0,41.0,33.0
2019-03-18-02,70.0,54.0,43.0,37.0
2019-03-18-03,74.0,56.0,43.0,40.0
2019-03-18-04,71.0,61.0,37.0,47.0
2019-03-18-05,74.0,62.0,37.0,55.0
2019-03-18-06,74.0,59.0,35.0,66.0
2019-03-18-07,75.0,48.0,38.0,69.0
2019-03-18-08,79.0,23.0,38.0,68.0
2019-03-18-09,84.0,13.0,36.0,71.0
2019-03-18-10,94.0,12.0,34.0,63.0
2019-03-18-11,97.0,16.0,28.0,48.0
2019-03-18-12,103.0,16.0,25.0,50.0
2019-03-18-13,110.0,16.0,27.0,51.0
2019-03-18-14,115.0,18.0,25.0,54.0
2019-03-18-15,114.0,23.0,23.0,50.0
2019-03-18-16,114.0,20.0,22.0,38.0
2019-03-18-17,110.0,17.0,22.0,29.0
2019-03-18-18,114.0,18.0,22.0,24.0
2019-03-18-19,115.0,23.0,22.0,23.0
2019-03-18-20,126.0,29.0,22.0,23.0
2019-03-18-21,141.0,35.0,23.0,26.0
2019-03-18-22,142.0,40.0,27.0,33.0
2019-03-18-23,145.0,43.0,33.0,32.0
2019-03-19-00,142.0,43.0,39.0,38.0
2019-03-19-01,146.0,45.0,44.0,36.0
2019-03-19-02,144.0,52.0,48.0,29.0
2019-03-19-03,144.0,52.0,47.0,30.0
2019-03-19-04,143.0,52.0,46.0,33.0
2019-03-19-05,142.0,52.0,49.0,32.0
2019-03-19-06,137.0,52.0,51.0,62.0
2019-03-19-07,139.0,53.0,51.0,55.0
2019-03-19-08,143.0,58.0,51.0,56.0
2019-03-19-09,151.0,63.0,53.0,61.0
2019-03-19-10,159.0,50.0,51.0,55.0
2019-03-19-11,158.0,40.0,50.0,49.0
2019-03-19-12,165.0,28.0,49.0,41.0
2019-03-19-13,167.0,24.0,49.0,36.0
2019-03-19-14,153.0,21.0,40.0,35.0
2019-03-19-15,141.0,21.0,31.0,30.0
2019-03-19-16,112.0,18.0,29.0,22.0
2019-03-19-17,88.0,23.0,25.0,17.0
2019-03-19-18,79.0,22.0,25.0,17.0
2019-03-19-19,77.0,19.0,25.0,17.0
2019-03-19-20,78.0,18.0,25.0,17.0
2019-03-19-21,78.0,19.0,28.0,18.0
2019-03-19-22,79.0,16.0,38.0,20.0
2019-03-19-23,73.0,19.0,46.0,25.0
2019-03-20-00,75.0,19.0,51.0,26.0
2019-03-20-01,75.0,19.0,52.0,29.0
2019-03-20-02,73.0,20.0,49.0,30.0
2019-03-20-03,71.0,18.0,48.0,34.0
2019-03-20-04,71.0,17.0,47.0,36.0
2019-03-20-05,70.0,18.0,48.0,38.0
2019-03-20-06,71.0,19.0,48.0,41.0
2019-03-20-07,74.0,21.0,49.0,47.0
2019-03-20-08,78.0,27.0,53.0,50.0
2019-03-20-09,82.0,27.0,42.0,54.0
2019-03-20-10,82.0,26.0,33.0,56.0
2019-03-20-11,80.0,28.0,32.0,52.0
2019-03-20-12,83.0,28.0,30.0,49.0
2019-03-20-13,82.0,30.0,26.0,44.0
2019-03-20-14,94.0,33.0,21.0,48.0
2019-03-20-15,98.0,36.0,17.0,42.0
2019-03-20-16,78.0,37.0,16.0,36.0
2019-03-20-17,61.0,39.0,17.0,33.0
2019-03-20-18,49.0,38.0,19.0,33.0
2019-03-20-19,59.0,43.0,19.0,28.0
2019-03-20-20,37.0,46.0,22.0,25.0
2019-03-20-21,21.0,48.0,23.0,24.0
2019-03-20-22,17.0,46.0,27.0,22.0
2019-03-20-23,13.0,43.0,29.0,20.0
2019-03-21-00,9.0,52.0,30.0,19.0
2019-03-21-01,10.0,68.0,34.0,28.0
2019-03-21-02,8.0,69.0,33.0,32.0
2019-03-21-03,5.0,70.0,37.0,35.0
2019-03-21-04,6.0,70.0,37.0,33.0
2019-03-21-05,6.0,64.0,37.0,32.0
2019-03-21-06,6.0,61.0,38.0,35.0
2019-03-21-07,5.0,63.0,40.0,35.0
2019-03-21-08,4.0,66.0,43.0,42.0
2019-03-21-10,4.0,66.0,47.0,62.0
2019-03-21-11,6.0,63.0,47.0,59.0
2019-03-21-12,6.0,70.0,47.0,48.0
2019-03-21-13,6.0,88.0,50.0,37.0
2019-03-21-14,4.0,102.0,56.0,23.0
2019-03-21-15,6.0,76.0,53.0,18.0
2019-03-21-16,5.0,43.0,50.0,19.0
2019-03-21-17,2.0,32.0,50.0,20.0
2019-03-21-18,5.0,21.0,51.0,23.0
2019-03-21-19,7.0,21.0,52.0,26.0
2019-03-21-20,6.0,25.0,53.0,34.0
2019-03-21-21,7.0,26.0,48.0,33.0
2019-03-21-22,7.0,29.0,35.0,32.0
2019-03-21-23,6.0,29.0,26.0,33.0
2019-03-22-00,9.0,25.0,24.0,38.0
2019-03-22-01,5.0,21.0,23.0,45.0
2019-03-22-02,8.0,18.0,23.0,45.0
2019-03-22-03,7.0,17.0,23.0,18.0
2019-03-22-04,7.0,19.0,23.0,15.0
2019-03-22-05,9.0,22.0,25.0,22.0
2019-03-22-06,7.0,21.0,23.0,29.0
2019-03-22-07,7.0,20.0,18.0,33.0
2019-03-22-08,8.0,19.0,13.0,32.0
2019-03-22-09,7.0,17.0,10.0,26.0
2019-03-22-10,6.0,17.0,8.0,25.0
2019-03-22-11,6.0,18.0,9.0,22.0
2019-03-22-12,5.0,17.0,8.0,21.0
2019-03-22-13,8.0,17.0,7.0,19.0
2019-03-22-14,5.0,14.0,4.0,15.0
2019-03-22-15,7.0,14.0,5.0,11.0
2019-03-22-16,7.0,14.0,5.0,11.0
2019-03-22-17,9.0,12.0,5.0,9.0
2019-03-22-18,8.0,13.0,5.0,13.0
2019-03-22-19,7.0,15.0,6.0,15.0
2019-03-22-20,8.0,13.0,8.0,15.0
2019-03-22-21,7.0,12.0,10.0,10.0
2019-03-22-22,5.0,10.0,13.0,7.0
2019-03-22-23,5.0,9.0,16.0,5.0
2019-03-23-00,7.0,9.0,18.0,6.0
2019-03-23-01,5.0,8.0,17.0,7.0
2019-03-23-02,5.0,7.0,17.0,7.0
2019-03-23-03,7.0,8.0,16.0,9.0
2019-03-23-04,5.0,8.0,15.0,9.0
2019-03-23-05,6.0,10.0,16.0,8.0
2019-03-23-06,8.0,9.0,13.0,9.0
2019-03-23-07,8.0,10.0,14.0,10.0
2019-03-23-08,9.0,12.0,15.0,12.0
2019-03-23-09,8.0,14.0,12.0,11.0
2019-03-23-10,7.0,16.0,12.0,17.0
2019-03-23-11,6.0,20.0,12.0,20.0
2019-03-23-12,7.0,25.0,15.0,19.0
2019-03-23-13,8.0,31.0,16.0,17.0
2019-03-23-14,8.0,34.0,20.0,15.0
2019-03-23-15,6.0,35.0,21.0,16.0
2019-03-23-16,8.0,40.0,17.0,19.0
2019-03-23-17,14.0,41.0,18.0,23.0
2019-03-23-18,15.0,41.0,17.0,22.0
2019-03-23-19,16.0,36.0,17.0,19.0
2019-03-23-20,22.0,33.0,16.0,15.0
2019-03-23-21,24.0,38.0,13.0,11.0
2019-03-23-22,22.0,60.0,10.0,9.0
2019-03-23-23,25.0,74.0,10.0,10.0
2019-03-24-00,27.0,69.0,10.0,7.0
2019-03-24-01,32.0,47.0,12.0,5.0
2019-03-24-02,32.0,27.0,13.0,4.0
2019-03-24-03,35.0,18.0,15.0,3.0
2019-03-24-04,34.0,17.0,15.0,3.0
2019-03-24-05,35.0,17.0,15.0,5.0
2019-03-24-06,37.0,18.0,16.0,7.0
2019-03-24-07,36.0,22.0,17.0,9.0
2019-03-24-08,36.0,24.0,19.0,11.0
2019-03-24-09,39.0,22.0,21.0,18.0
2019-03-24-10,43.0,25.0,26.0,18.0
2019-03-24-11,44.0,30.0,29.0,18.0
2019-03-24-12,46.0,38.0,32.0,16.0
2019-03-24-13,40.0,43.0,31.0,16.0
2019-03-24-14,39.0,42.0,33.0,15.0
2019-03-24-15,34.0,42.0,29.0,16.0
2019-03-24-16,32.0,40.0,30.0,19.0
2019-03-24-17,29.0,40.0,31.0,21.0
2019-03-24-18,28.0,44.0,35.0,24.0
2019-03-24-19,27.0,45.0,41.0,26.0
2019-03-24-20,30.0,46.0,46.0,27.0
2019-03-24-21,37.0,43.0,42.0,26.0
2019-03-24-22,40.0,43.0,43.0,27.0
2019-03-24-23,43.0,44.0,41.0,29.0
2019-03-25-00,44.0,41.0,37.0,27.0
2019-03-25-01,44.0,37.0,34.0,27.0
2019-03-25-02,45.0,36.0,33.0,34.0
2019-03-25-03,44.0,41.0,33.0,39.0
2019-03-25-04,40.0,43.0,32.0,40.0
2019-03-25-05,38.0,45.0,33.0,41.0
2019-03-25-06,38.0,47.0,33.0,42.0
2019-03-25-07,33.0,50.0,32.0,32.0
2019-03-25-08,44.0,56.0,30.0,31.0
2019-03-25-09,28.0,59.0,27.0,36.0
2019-03-25-10,15.0,61.0,23.0,27.0
2019-03-25-11,10.0,57.0,20.0,22.0
2019-03-25-12,11.0,48.0,18.0,27.0
2019-03-25-13,6.0,43.0,13.0,23.0
2019-03-25-14,11.0,43.0,10.0,23.0
2019-03-25-15,9.0,49.0,8.0,25.0
2019-03-25-16,8.0,51.0,7.0,21.0
2019-03-25-17,10.0,55.0,9.0,17.0
2019-03-25-18,13.0,57.0,9.0,15.0
2019-03-25-19,14.0,63.0,11.0,14.0
2019-03-25-20,14.0,74.0,13.0,16.0
2019-03-25-21,14.0,83.0,15.0,20.0
2019-03-25-22,9.0,94.0,36.0,36.0
2019-03-25-23,10.0,99.0,53.0,55.0
2019-03-26-00,10.0,100.0,55.0,66.0
2019-03-26-01,11.0,99.0,57.0,61.0
2019-03-26-02,12.0,99.0,53.0,59.0
2019-03-26-03,13.0,104.0,44.0,54.0
2019-03-26-04,15.0,102.0,38.0,55.0
2019-03-26-05,21.0,96.0,31.0,53.0
2019-03-26-06,23.0,94.0,28.0,48.0
2019-03-26-07,25.0,92.0,32.0,56.0
2019-03-26-08,26.0,80.0,33.0,56.0
2019-03-26-09,31.0,61.0,26.0,43.0
2019-03-26-10,34.0,50.0,21.0,35.0
2019-03-26-11,39.0,41.0,20.0,43.0
2019-03-26-12,41.0,39.0,21.0,46.0
2019-03-26-13,44.0,39.0,22.0,50.0
2019-03-26-14,53.0,42.0,20.0,54.0
2019-03-26-15,60.0,47.0,16.0,32.0
2019-03-26-16,60.0,50.0,18.0,20.0
2019-03-26-17,63.0,44.0,18.0,17.0
2019-03-26-18,65.0,36.0,19.0,20.0
2019-03-26-19,74.0,31.0,20.0,34.0
2019-03-26-20,81.0,34.0,23.0,25.0
2019-03-26-21,87.0,46.0,22.0,26.0
2019-03-26-22,91.0,46.0,26.0,28.0
2019-03-26-23,86.0,44.0,29.0,21.0
2019-03-27-00,87.0,43.0,29.0,24.0
2019-03-27-01,89.0,43.0,28.0,24.0
2019-03-27-02,91.0,46.0,26.0,23.0
2019-03-27-03,92.0,47.0,25.0,26.0
2019-03-27-04,90.0,48.0,25.0,25.0
2019-03-27-05,91.0,53.0,24.0,27.0
2019-03-27-06,91.0,58.0,25.0,32.0
2019-03-27-07,93.0,53.0,26.0,37.0
2019-03-27-08,95.0,50.0,26.0,43.0
2019-03-27-09,102.0,48.0,26.0,46.0
2019-03-27-10,99.0,45.0,23.0,51.0
2019-03-27-11,70.0,43.0,23.0,52.0
2019-03-27-12,32.0,44.0,20.0,44.0
2019-03-27-13,18.0,46.0,25.0,40.0
2019-03-27-14,18.0,43.0,23.0,35.0
2019-03-27-15,19.0,45.0,28.0,29.0
2019-03-27-16,20.0,41.0,31.0,26.0
2019-03-27-17,26.0,38.0,37.0,23.0
2019-03-27-18,89.0,40.0,39.0,26.0
2019-03-27-19,82.0,45.0,44.0,22.0
2019-03-27-20,65.0,52.0,49.0,21.0
2019-03-27-21,55.0,54.0,49.0,22.0
2019-03-27-22,45.0,57.0,53.0,20.0
2019-03-27-23,36.0,46.0,68.0,21.0
2019-03-28-00,29.0,45.0,59.0,21.0
2019-03-28-01,25.0,46.0,76.0,25.0
2019-03-28-02,22.0,49.0,58.0,30.0
2019-03-28-03,22.0,59.0,51.0,39.0
2019-03-28-04,21.0,70.0,56.0,44.0
2019-03-28-05,22.0,74.0,54.0,42.0
2019-03-28-06,23.0,78.0,51.0,40.0
2019-03-28-07,22.0,87.0,47.0,45.0
2019-03-28-08,23.0,89.0,50.0,52.0
2019-03-28-09,23.0,97.0,52.0,52.0
2019-03-28-11,21.0,125.0,46.0,45.0
2019-03-28-12,20.0,108.0,41.0,34.0
2019-03-28-13,24.0,75.0,45.0,22.0
2019-03-28-14,28.0,53.0,42.0,16.0
2019-03-28-15,25.0,51.0,41.0,15.0
2019-03-28-16,24.0,53.0,44.0,13.0
2019-03-28-17,26.0,45.0,36.0,13.0
2019-03-28-18,26.0,44.0,33.0,13.0
2019-03-28-19,26.0,43.0,30.0,14.0
2019-03-28-20,26.0,46.0,30.0,16.0
2019-03-28-21,27.0,47.0,31.0,18.0
2019-03-28-22,24.0,42.0,30.0,31.0
2019-03-28-23,25.0,38.0,29.0,24.0
2019-03-29-00,24.0,37.0,28.0,19.0
2019-03-29-01,20.0,47.0,26.0,23.0
2019-03-29-02,19.0,69.0,22.0,28.0
2019-03-29-03,19.0,76.0,20.0,30.0
2019-03-29-04,20.0,69.0,15.0,30.0
2019-03-29-05,20.0,68.0,13.0,32.0
2019-03-29-06,25.0,64.0,14.0,34.0
2019-03-29-07,28.0,58.0,15.0,34.0
2019-03-29-08,32.0,52.0,17.0,47.0
2019-03-29-09,31.0,49.0,21.0,44.0
2019-03-29-10,33.0,49.0,26.0,38.0
2019-03-29-11,30.0,46.0,28.0,37.0
2019-03-29-12,28.0,35.0,31.0,27.0
2019-03-29-13,30.0,33.0,32.0,16.0
2019-03-29-14,33.0,33.0,27.0,20.0
2019-03-29-15,34.0,33.0,24.0,21.0
2019-03-29-16,24.0,31.0,25.0,23.0
2019-03-29-17,21.0,33.0,18.0,23.0
2019-03-29-18,23.0,29.0,12.0,25.0
2019-03-29-19,18.0,29.0,11.0,26.0
2019-03-29-20,9.0,31.0,9.0,20.0
2019-03-29-21,7.0,35.0,8.0,14.0
2019-03-29-22,5.0,38.0,6.0,10.0
2019-03-29-23,5.0,38.0,7.0,11.0
2019-03-30-00,6.0,40.0,9.0,13.0
2019-03-30-01,5.0,43.0,10.0,14.0
2019-03-30-02,4.0,44.0,14.0,18.0
2019-03-30-03,6.0,47.0,16.0,21.0
2019-03-30-04,5.0,48.0,19.0,24.0
2019-03-30-05,6.0,50.0,19.0,27.0
2019-03-30-06,5.0,52.0,22.0,30.0
2019-03-30-07,4.0,58.0,20.0,31.0
2019-03-30-08,5.0,67.0,20.0,36.0
2019-03-30-09,6.0,80.0,18.0,36.0
2019-03-30-10,6.0,94.0,11.0,37.0
2019-03-30-11,7.0,104.0,8.0,31.0
2019-03-30-12,7.0,116.0,8.0,33.0
2019-03-30-13,6.0,127.0,9.0,32.0
2019-03-30-14,4.0,71.0,8.0,30.0
2019-03-30-15,4.0,59.0,7.0,22.0
2019-03-30-16,4.0,66.0,9.0,12.0
2019-03-30-17,5.0,66.0,10.0,11.0
2019-03-30-18,5.0,50.0,11.0,10.0
2019-03-30-19,4.0,34.0,13.0,10.0
2019-03-30-20,5.0,23.0,12.0,9.0
2019-03-30-21,6.0,18.0,11.0,12.0
2019-03-30-22,6.0,16.0,12.0,14.0
2019-03-30-23,7.0,15.0,13.0,16.0
2019-03-31-00,8.0,16.0,13.0,18.0
2019-03-31-01,10.0,14.0,14.0,20.0
2019-03-31-02,12.0,14.0,19.0,18.0
2019-03-31-03,11.0,13.0,22.0,17.0
2019-03-31-04,9.0,15.0,47.0,15.0
2019-03-31-05,8.0,11.0,75.0,16.0
2019-03-31-06,8.0,11.0,72.0,20.0
2019-03-31-07,9.0,13.0,63.0,31.0
2019-03-31-08,14.0,15.0,45.0,41.0
2019-03-31-09,12.0,12.0,35.0,49.0
2019-03-31-10,9.0,14.0,30.0,51.0
2019-03-31-11,7.0,14.0,29.0,51.0
2019-03-31-12,5.0,16.0,25.0,48.0
2019-03-31-13,7.0,16.0,19.0,44.0
2019-03-31-14,6.0,19.0,16.0,38.0
2019-03-31-15,9.0,19.0,15.0,39.0
2019-03-31-16,8.0,18.0,16.0,33.0
2019-03-31-17,7.0,19.0,16.0,29.0
2019-03-31-18,7.0,18.0,16.0,27.0
2019-03-31-19,7.0,17.0,15.0,23.0
2019-03-31-20,8.0,14.0,15.0,23.0
2019-03-31-21,7.0,12.0,15.0,22.0
2019-03-31-22,9.0,12.0,14.0,21.0
2019-03-31-23,8.0,13.0,13.0,18.0
2019-04-01-00,7.0,14.0,11.0,17.0
2019-04-01-01,7.0,14.0,12.0,16.0
2019-04-01-02,8.0,14.0,13.0,17.0
2019-04-01-03,8.0,14.0,16.0,19.0
2019-04-01-04,7.0,12.0,17.0,19.0
2019-04-01-05,8.0,12.0,18.0,16.0
2019-04-01-06,7.0,15.0,17.0,16.0
2019-04-01-07,7.0,17.0,19.0,16.0
2019-04-01-08,12.0,18.0,18.0,15.0
2019-04-01-09,11.0,21.0,15.0,15.0
2019-04-01-10,10.0,23.0,11.0,17.0
2019-04-01-11,9.0,26.0,11.0,16.0
2019-04-01-12,8.0,27.0,10.0,15.0
2019-04-01-13,11.0,29.0,9.0,15.0
2019-04-01-14,9.0,30.0,9.0,18.0
2019-04-01-15,10.0,29.0,10.0,19.0
2019-04-01-16,11.0,31.0,13.0,18.0
2019-04-01-17,12.0,36.0,11.0,18.0
2019-04-01-18,15.0,40.0,9.0,19.0
2019-04-01-19,17.0,37.0,10.0,18.0
2019-04-01-20,20.0,39.0,11.0,22.0
2019-04-01-21,25.0,34.0,11.0,19.0
2019-04-01-22,29.0,32.0,12.0,16.0
2019-04-01-23,30.0,28.0,12.0,21.0
2019-04-02-00,30.0,28.0,13.0,21.0
2019-04-02-01,30.0,27.0,15.0,20.0
2019-04-02-02,30.0,27.0,15.0,17.0
2019-04-02-03,31.0,28.0,17.0,18.0
2019-04-02-04,31.0,30.0,17.0,17.0
2019-04-02-05,32.0,31.0,18.0,24.0
2019-04-02-06,35.0,32.0,18.0,24.0
2019-04-02-07,36.0,34.0,19.0,17.0
2019-04-02-08,35.0,36.0,20.0,16.0
2019-04-02-09,40.0,35.0,24.0,18.0
2019-04-02-10,39.0,34.0,24.0,20.0
2019-04-02-11,41.0,31.0,23.0,23.0
2019-04-02-12,26.0,29.0,21.0,24.0
2019-04-02-13,19.0,29.0,21.0,26.0
2019-04-02-14,14.0,30.0,21.0,28.0
2019-04-02-15,15.0,29.0,20.0,29.0
2019-04-02-16,12.0,28.0,21.0,29.0
2019-04-02-17,11.0,29.0,23.0,30.0
2019-04-02-18,10.0,27.0,24.0,31.0
2019-04-02-19,12.0,24.0,26.0,34.0
2019-04-02-20,24.0,29.0,27.0,32.0
2019-04-02-21,35.0,31.0,26.0,30.0
2019-04-02-22,41.0,32.0,24.0,25.0
2019-04-02-23,55.0,34.0,26.0,21.0
2019-04-03-00,55.0,32.0,27.0,20.0
2019-04-03-01,51.0,31.0,23.0,19.0
2019-04-03-02,43.0,33.0,24.0,23.0
2019-04-03-03,37.0,35.0,28.0,24.0
2019-04-03-04,34.0,41.0,26.0,29.0
2019-04-03-05,35.0,41.0,22.0,34.0
2019-04-03-06,37.0,47.0,19.0,42.0
