,鞍部,淡水,竹子湖,基隆,台北,新屋,板橋,新竹,宜蘭,蘇澳,梧棲,台中,花蓮,日月潭,阿里山,嘉義,玉山,成功,永康,台南,台東,高雄,大武,恆春
2021-04-30-01,300,150,50,200,200,170,0,100,280,240,20,180,300,210,140,350,280,360,340,360,350,320,300,60
2021-04-30-02,310,150,60,180,210,150,0,130,280,250,160,90,280,200,230,300,270,30,150,10,340,350,300,30
2021-04-30-03,80,150,50,150,180,180,0,110,260,240,170,100,270,190,120,0,270,340,330,20,330,10,310,60
2021-04-30-04,340,150,50,190,210,170,0,80,280,250,160,90,250,170,350,30,270,350,360,20,360,10,230,70
2021-04-30-05,360,160,50,200,170,150,0,80,300,250,270,120,250,150,20,80,250,330,30,10,350,10,290,50
2021-04-30-06,360,170,50,220,180,160,260,60,290,250,150,0,240,0,10,40,250,340,0,10,340,10,300,40
2021-04-30-07,10,160,40,170,180,180,0,90,250,250,160,10,220,0,80,0,270,0,30,10,330,350,280,260
2021-04-30-08,20,170,20,160,200,230,260,200,280,220,20,290,220,350,80,310,270,190,350,340,340,310,140,150
2021-04-30-09,360,200,240,120,160,250,240,260,240,100,10,240,190,300,260,360,260,190,220,240,140,280,130,90
2021-04-30-10,190,300,220,40,190,240,250,310,50,70,350,230,150,320,350,290,230,180,270,310,160,290,120,160
2021-04-30-11,190,310,250,30,150,260,100,310,70,110,340,230,150,330,320,300,250,170,290,290,160,290,120,240
2021-04-30-12,190,300,220,30,310,280,210,320,120,150,310,270,150,280,310,320,250,170,300,300,140,280,120,240
2021-04-30-13,180,300,210,30,320,280,30,290,70,140,300,220,150,310,300,320,250,160,300,280,160,300,140,220
2021-04-30-14,200,300,210,20,310,260,40,290,80,150,300,240,160,320,150,300,210,190,310,300,180,280,140,260
2021-04-30-15,180,300,240,30,340,260,270,290,90,150,310,270,160,290,330,280,220,180,290,260,160,280,150,240
2021-04-30-16,190,300,220,40,320,240,280,280,70,150,300,230,160,310,230,280,210,190,270,240,180,280,140,260
2021-04-30-17,150,300,220,40,350,230,310,280,30,150,280,240,170,270,360,280,250,220,260,250,200,280,140,280
2021-04-30-18,230,300,20,70,360,250,60,300,20,170,290,220,180,260,150,300,260,180,270,270,180,290,160,300
2021-04-30-19,100,80,50,110,320,210,60,230,20,230,290,240,190,180,130,290,250,310,250,260,200,310,300,280
2021-04-30-20,170,110,50,220,130,210,60,170,280,240,260,180,300,160,360,300,280,280,280,310,160,320,310,270
2021-04-30-21,180,140,20,180,180,210,220,180,270,240,160,210,290,150,50,350,270,260,340,360,350,320,300,340
2021-04-30-22,150,140,10,160,160,210,220,180,280,250,190,120,290,150,70,0,270,330,330,150,320,340,240,10
2021-04-30-23,120,140,360,190,160,220,200,120,250,250,180,150,270,360,80,100,260,330,10,10,310,300,270,340
2021-04-30-24,70,130,330,210,170,220,240,110,250,250,200,130,240,320,80,70,260,340,330,330,320,320,310,300
