2016,47201140,201,OX  ,PPB   , 4, 1,  51,  52,  53,  54,  56,  57,  52,  45,  43,  49,  52,  54,  58,  56,  58,  61,  58,  57,  56,  58,  57,  55,  56,  55
2016,47201140,201,OX  ,PPB   , 4, 2,  52,  49,  49,  43,  43,  42,  40,  47,  56,  60,  62,  67,  69,  72,  76,  74,  74,  74,  72,  71,  68,  69,  67,  65
2016,47201140,201,OX  ,PPB   , 4, 3,  60,  61,  50,  29,  20,  25,  31,  47,  48,  69,  66,  65,  61,  58,  56,  52,  49,  48,  48,  45,  45,  41,  38,  34
2016,47201140,201,OX  ,PPB   , 4, 4,  32,  26,  23,  20,  16,  16,  14,  11,  13,  13,  15,  17,  17,  16,  25,  42,  42,  34,  33,  30,  31,  27,  24,  23
2016,47201140,201,OX  ,PPB   , 4, 5,  35,  37,  38,  36,  33,  32,  17,  12,  12,  11,   9,  13,  13,  12,  13,  12,  13,  12,  13,  13,  15,  16,  15,  16
2016,47201140,201,OX  ,PPB   , 4, 6,  15,  14,  16,  16,  16,  15,  13,  13,  13,  16,  17,  16,  17,  16,  17,  17,  16,  15,  14,  13,  15,  16,  16,  16
2016,47201140,201,OX  ,PPB   , 4, 7,  16,9999,  16,  17,  16,  16,  16,  15,  16,  17,  18,  18,  19,  18,  17,  16,  15,  13,  13,  13,  13,  13,  13,  13
2016,47201140,201,OX  ,PPB   , 4, 8,  13,  13,  13,  13,  15,  14,  13,  11,  12,  14,  16,  17,  19,  19,  20,  18,  15,  13,  13,  13,  22,  23,  23,  23
2016,47201140,201,OX  ,PPB   , 4, 9,  21,  19,  15,  13,  20,  21,  22,  19,  18,  28,  25,  18,  18,  20,  20,  20,  16,  15,  23,  27,  23,  17,  21,  20
2016,47201140,201,OX  ,PPB   , 4,10,  22,  25,  25,  25,  19,  21,  27,  19,  17,  19,  23,  20,  28,  34,  27,  32,  35,  34,  33,  34,  36,  40,  42,  43
2016,47201140,201,OX  ,PPB   , 4,11,  45,  44,  46,  49,  49,  50,  49,  47,  44,  45,  47,  51,  52,  49,  51,  50,  49,  50,  51,  52,  52,  52,  54,  53
2016,47201140,201,OX  ,PPB   , 4,12,  54,  52,  54,  52,  53,  54,  51,  49,  47,  47,  47,  47,  49,  47,  45,  46,  43,  44,  42,  43,  43,  43,  43,  41
2016,47201140,201,OX  ,PPB   , 4,13,  41,  41,  39,  41,  41,  40,  38,  37,  30,  38,  39,  39,  39,  39,  34,  34,  31,  25,  25,  44,  43,  43,  45,  60
2016,47201140,201,OX  ,PPB   , 4,14,  58,9999,  49,  50,  52,  44,  43,  40,  40,  44,  45,  46,  47,  44,  40,  39,  39,  38,  39,  40,  45,  46,  47,  42
2016,47201140,201,OX  ,PPB   , 4,15,  42,  42,  41,  45,  48,  45,  43,  41,  36,  45,  54,  63,  63,  64,  64,  62,  59,  58,  57,  56,  54,  47,  47,  47
2016,47201140,201,OX  ,PPB   , 4,16,  51,  52,  50,  49,  48,  47,  45,  43,  41,  42,  40,  41,  39,  37,  35,  34,  34,  34,  33,  32,  31,  31,  30,  30
2016,47201140,201,OX  ,PPB   , 4,17,  29,  29,  28,  25,  24,  22,  34,  34,  27,  31,  39,  43,  52,  56,  56,  58,  56,  54,  52,  48,  54,  56,  61,  62
2016,47201140,201,OX  ,PPB   , 4,18,  63,  61,  61,  58,  56,  52,  46,  36,  24,  11,  10,  11,  11,  11,  11,  12,  19,  41,  44,  49,  50,  50,  51,  49
2016,47201140,201,OX  ,PPB   , 4,19,  45,  50,  49,  47,  48,  47,  41,  40,  43,  48,  52,  55,  56,  56,  55,  54,  52,  53,  53,  53,  54,  53,  52,  52
2016,47201140,201,OX  ,PPB   , 4,20,  52,  52,  51,  52,  55,  54,  52,  49,  51,  50,  51,  47,  47,  46,  45,  43,  41,  38,  38,  38,  35,  34,  32,  30
2016,47201140,201,OX  ,PPB   , 4,21,  28,9999,  24,  23,  22,  21,  18,  17,  16,  15,  14,  15,  14,  13,  13,  13,  13,  13,  11,  12,  13,  13,  13,  13
2016,47201140,201,OX  ,PPB   , 4,22,  13,  13,  14,  14,  13,  13,  13,  11,  13,  13,  16,  16,  17,  19,  23,  20,  18,  17,  15,  14,  13,  13,  13,  13
2016,47201140,201,OX  ,PPB   , 4,23,  15,  15,  15,  15,  15,  15,  14,  13,  15,  15,  16,  15,  16,  14,  15,  13,  13,  12,  11,  10,   9,  10,  10,  11
2016,47201140,201,OX  ,PPB   , 4,24,  11,  11,  11,  12,  13,  13,  11,  11,  12,  12,  13,  13,  15,  15,  15,  16,  15,  16,  16,  17,  23,  26,  25,  22
2016,47201140,201,OX  ,PPB   , 4,25,  21,  23,  23,  23,  24,  24,  25,  22,  23,  23,  25,  22,  21,  21,  24,  22,  25,  23,  19,  22,  23,  24,  18,  15
2016,47201140,201,OX  ,PPB   , 4,26,  17,  16,  16,  16,  20,  21,  20,  18,  16,  17,  19,  21,  21,  19,  16,  18,  18,  17,  14,  12,  15,  12,  12,  13
2016,47201140,201,OX  ,PPB   , 4,27,  13,  15,  14,  13,  13,  13,  13,  12,  11,  13,  15,  16,  16,  14,  13,  15,  12,  11,  15,  21,  22,  33,  43,  44
2016,47201140,201,OX  ,PPB   , 4,28,  40,9999,  57,  58,  54,  50,  49,  43,  40,  42,  47,  52,  54,  52,  56,  58,  60,  61,  57,  54,  51,  55,  58,  62
2016,47201140,201,OX  ,PPB   , 4,29,  60,  54,  54,  51,  52,  50,  50,  52,  52,  52,  56,  56,  60,  59,  60,  61,  61,  64,  67,  70,  72,  80,  83,  86
2016,47201140,201,OX  ,PPB   , 4,30,  83,  81,  81,  84,  81,  80,  71,  76,  80,  78,  76,  70,  62,  58,  58,  56,  56,  54,  52,  50,  49,  47,  47,  46
2016,47201140,201,OX  ,PPB   , 4,31,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998
2016,47201140,201,OX  ,PPB   , 5, 1,  46,  46,  47,  47,  48,  50,  50,  51,  51,  49,  49,  49,  46,  46,  46,  47,  47,  48,  46,  45,  44,  45,  47,  48
2016,47201140,201,OX  ,PPB   , 5, 2,  49,  49,  49,  48,  47,  46,  44,  42,  43,  45,  44,  43,  44,  43,  42,  41,  39,  40,  39,  38,  37,  39,  37,  34
2016,47201140,201,OX  ,PPB   , 5, 3,  34,  33,  33,  32,  32,  31,  30,  29,  27,  25,  24,  22,  20,  18,  16,  19,  53,  56,  56,  58,  58,  54,  50,  48
2016,47201140,201,OX  ,PPB   , 5, 4,  49,  51,  54,  52,  52,  51,  50,  52,  54,  54,  55,  56,  56,  56,  54,  53,  53,  52,  51,  52,  52,  50,  48,  49
2016,47201140,201,OX  ,PPB   , 5, 5,  52,9999,  54,  56,  56,  56,  56,  55,  56,  58,  57,  58,  56,  54,  53,  49,  46,  44,  43,  41,  41,  40,  39,  37
