測定年度,測定局コード,市町村コード,測定項目コード,測定単位コード,測定月,測定日,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h
2019,47201140,201,NOX ,PPB   , 4,12,   3,   2,   2,   3,   3,   4,   7,  11,  20,  12,   9,   8,   8,   7,   8,   9,   9,  13,   9,   7,   9,   8,   7,   4
2019,47201140,201,NOX ,PPB   , 4,13,   3,   4,   8,   4,   4,   5,  10,  11,  12,  10,   8,   6,   5,   5,   4,   4,   5,   5,   4,   5,   4,   3,   2,   2
2019,47201140,201,NOX ,PPB   , 4,14,   2,   1,   1,   1,   1,   1,   2,   2,   2,   2,   3,   3,   1,   1,   2,   2,   1,   2,   3,   4,   5,   5,   5,   4
2019,47201140,201,NOX ,PPB   , 4,15,   3,   3,   2,   1,   1,   2,   7,  10,  11,  15,  12,   9,   7,   6,   7,   7,   9,  10,  16,  12,   8,   8,   6,   7
2019,47201140,201,NOX ,PPB   , 4,16,   7,   6,   6,   5,   3,   2,   6,  13,   9,   6,   7,   7,   7,   6,   7,   7,   6,   5,   5,   4,   3,   2,   2,   1
2019,47201140,201,NOX ,PPB   , 4,17,9999,   1,   1,   2,   2,   4,  11,  14,  14,   9,   8,   8,   5,   8,  10,   9,  10,  12,  11,   8,   7,   9,   5,   4
2019,47201140,201,NOX ,PPB   , 4,18,   5,   5,   6,   8,   9,  12,  19,  26,  26,  18,  14,  15,  18,  10,  10,   8,  16,  21,  13,  13,   6,  10,  13,   8
2019,47201140,201,NOX ,PPB   , 4,19,   6,   6,   4,   5,   4,   4,  12,  20,  10,   4,   2,   2,   2,   2,   4,   4,   5,   5,   6,   5,   5,   4,   2,   2
2019,47201140,201,NOX ,PPB   , 4,20,   1,   1,   1,   2,   2,   2,   4,   5,   6,   6,   5,   5,   5,   5,   5,   5,   5,   3,   4,   5,   3,   3,   2,   2
2019,47201140,201,NOX ,PPB   , 4,21,   2,   2,   1,   2,   2,   5,   5,   6,   9,  11,   8,   4,   4,   4,   3,   4,   5,   3,   5,   6,   4,   4,   3,   3
2019,47201140,201,NOX ,PPB   , 4,22,   2,   2,   2,   1,   2,   2,   5,   7,   7,   6,   5,   5,   4,   4,   4,   5,   5,   5,   5,   5,   3,   3,   2,   2
2019,47201140,201,NOX ,PPB   , 4,23,   1,   1,   1,   1,   1,   1,   2,   3,   4,   4,   4,   3,   3,   3,   4,   3,   4,   5,   4,   4,   3,   3,   3,   1
2019,47201140,201,NOX ,PPB   , 4,24,9999,   1,   1,   1,   1,   1,   2,   4,   6,   4,   3,   4,   4,   5,   8,   4,   4,   4,   3,   3,   2,   2,   1,   1
2019,47201140,201,NOX ,PPB   , 4,25,   1,   1,   1,   1,   1,   1,   3,   7,   8,   6,   6,   6,   4,   5,   5,   6,   5,   5,   3,   5,   4,   3,   2,   1
2019,47201140,201,NOX ,PPB   , 4,26,   3,   2,   2,   4,   4,   4,  12,  22,  15,  19,  14,   8,   5,   8,   7,   9,   8,   9,   9,  12,   7,   6,   5,   3
2019,47201140,201,NOX ,PPB   , 4,27,   4,   4,   3,   3,   3,   2,   4,   7,   7,   9,  11,   9,   7,   9,   9,   5,   7,   7,   4,   4,   4,   4,   3,   2
2019,47201140,201,NOX ,PPB   , 4,28,   2,   2,   2,   2,   2,   2,   3,   3,   4,   4,   4,   3,   3,   4,   2,   2,   2,   2,   2,   2,   2,   2,   1,   1
2019,47201140,201,NOX ,PPB   , 4,29,   1,   0,   0,   1,   1,   1,   2,   2,   3,   3,   2,   2,   2,   3,   2,   4,   4,   4,   3,   3,   3,   1,   2,   1
2019,47201140,201,NOX ,PPB   , 4,30,   1,   1,   2,   1,   1,   1,   2,   3,   4,   6,   7,   4,   2,   2,   3,   3,   3,   3,   3,   2,   3,   3,   1,   1
2019,47201140,201,NOX ,PPB   , 4,31,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998
2019,47201140,201,NOX ,PPB   , 5, 1,9999,   2,   1,   1,   2,   5,   4,   3,   7,   6,  11,  15,   6,   7,   6,   6,   5,   5,   6,   6,   3,   3,   3,   2
2019,47201140,201,NOX ,PPB   , 5, 2,   2,   2,   2,   1,   2,   6,  10,  10,   8,  10,   8,   6,   7,   6,   7,   8,   8,  11,  10,   9,   9,   7,   5,   7
2019,47201140,201,NOX ,PPB   , 5, 3,   7,   6,   8,   6,   6,   6,  10,  10,  11,   8,   5,   5,   5,   6,   6,   6,   6,   6,   7,   9,   7,  10,   9,   7
2019,47201140,201,NOX ,PPB   , 5, 4,   9,   8,   6,   5,   5,   4,   6,   6,   4,   5,   7,   3,   2,   2,   2,   2,   3,   3,   3,   4,   3,   3,   3,   2
2019,47201140,201,NOX ,PPB   , 5, 5,   4,   4,   3,   3,   3,   5,   4,   4,   5,   2,   3,   2,   2,   3,   2,   2,   3,   2,   2,   3,   3,   3,   2,   2
2019,47201140,201,NOX ,PPB   , 5, 6,   2,   2,   2,   2,   2,   4,   8,   8,   6,   5,   4,   5,   4,   4,   4,   4,   4,   4,   3,   3,   4,   4,   4,   4
2019,47201140,201,NOX ,PPB   , 5, 7,   4,   3,   3,   2,   3,   5,  10,  18,  15,  15,  12,   9,   6,   7,   8,   7,   6,   7,  10,  10,   9,   8,   6,   7
2019,47201140,201,NOX ,PPB   , 5, 8,9999,   5,   5,   4,   3,   3,  11,  15,  10,   6,   5,   5,   4,   3,   4,   4,   4,   5,   3,   3,   3,   2,   2,   2
2019,47201140,201,NOX ,PPB   , 5, 9,   1,   1,   1,   1,   1,   2,   5,  11,   8,   6,   5,   6,   3,   5,   8,   7,   9,  13,  10,   9,  10,  11,   8,   6
2019,47201140,201,NOX ,PPB   , 5,10,   6,   5,   3,   2,   3,   4,   9,  23,  15,  12,  10,  14,   8,  13,  14,  18,  16,  20,  18,  20,  15,  11,   9,   8
2019,47201140,201,NOX ,PPB   , 5,11,   8,   4,   5,   3,   3,   3,   7,   7,   8,  13,  10,   8,   5,   7,   8,  11,   7,   7,   7,   4,   3,   5,   7,   4
2019,47201140,201,NOX ,PPB   , 5,12,   4,   3,   4,   7,   4,   5,   7,   8,   7,   6,  13,   6,   7,  10,   6,   6,   6,   6,   4,   4,   5,   4,   3,   4
2019,47201140,201,NOX ,PPB   , 5,13,   3,   3,   2,   2,   3,   4,   7,   7,   6,   8,   6,   4,   4,   3,   4,   4,   4,   5,   5,   5,   4,   2,   3,   1
2019,47201140,201,NOX ,PPB   , 5,14,   1,   2,   1,   1,   1,   1,   2,   3,   3,   4,   4,   6,   5,   6,  11,  15,  27,  16,  16,  16,  14,   8,   4,   4
2019,47201140,201,NOX ,PPB   , 5,15,9999,   2,   4,   2,   2,   2,   6,  11,  25,  12,  12,  12,  10,  12,   8,   9,  11,  11,  11,  12,   9,   8,   7,   4
2019,47201140,201,NOX ,PPB   , 5,16,   4,   4,   4,   4,   3,   3,   4,   7,   7,   7,   5,   4,   5,   4,   7,   7,   8,   8,   8,   6,   5,   2,   2,   1
2019,47201140,201,NOX ,PPB   , 5,17,   1,   1,   1,   1,   1,   1,   2,   5,   6,   5,   5,   4,   3,   4,   5,   5,   5,   6,   7,   6,   5,   4,   4,   3
2019,47201140,201,NOX ,PPB   , 5,18,   2,   1,   1,   1,   1,   2,   3,   6,   4,   4,   4,   3,   3,   5,   4,   4,   4,   6,   6,   8,   5,   3,   3,   9
2019,47201140,201,NOX ,PPB   , 5,19,  12,  14,   9,   9,   3,   5,   8,   5,   3,   8,  11,  20,  19,  11,   9,   7,   5,   5,   9,  14,   6,   7,   4,   3
2019,47201140,201,NOX ,PPB   , 5,20,   2,   1,   1,   1,   1,   1,   3,   7,  15,  20,  15,   8,   7,   9,  15,  15,  17,  15,  10,   6,   5,   4,   2,   2
2019,47201140,201,NOX ,PPB   , 5,21,   2,   2,   2,   2,   2,   3,   4,  10,   7,   9,   7,   6,   4,   6,   9,   9,   6,   8,   9,   6,   6,   5,   5,   5
2019,47201140,201,NOX ,PPB   , 5,22,9999,   4,   2,   4,   2,   2,   6,  11,  18,  11,   8,   6,   5,   8,   7,  10,   8,   9,   8,   8,   7,  10,   7,   6
2019,47201140,201,NOX ,PPB   , 5,23,   6,   5,   5,   9,   6,   7,  13,  22,  13,   9,   6,   6,   4,   4,   5,   4,   5,   6,   6,   6,   5,   5,   6,   5
2019,47201140,201,NOX ,PPB   , 5,24,   4,   3,   3,   4,   3,   4,  11,   9,  12,   7,   7,   6,   6,   6,   6,   6,   7,   6,   8,   5,   4,   5,   4,   3
2019,47201140,201,NOX ,PPB   , 5,25,   4,   4,   3,   3,   4,   4,   7,   7,   5,   5,   4,   5,   3,   5,   4,   4,   4,   5,   5,   4,   3,   3,   2,   2
2019,47201140,201,NOX ,PPB   , 5,26,   2,   1,   1,   1,   1,   2,   2,   2,   2,   3,   2,   4,   3,   4,   4,   4,   3,   4,   3,   2,   2,   1,   1,   1
2019,47201140,201,NOX ,PPB   , 5,27,   1,   1,   1,   1,   1,   1,   2,   5,   6,   8,   6,   6,   5,   7,   5,   7,   5,   6,   6,   6,   5,   2,   1,   1
2019,47201140,201,NOX ,PPB   , 5,28,   1,   1,   1,   1,   2,   2,   4,   5,   5,   5,   4,   4,   4,   4,   4,   4,   5,   4,   4,   2,   4,   3,   3,   5
2019,47201140,201,NOX ,PPB   , 5,29,9999,   5,   3,   3,   3,   4,   7,  14,  21,  14,  11,  12,   9,   7,   5,   5,   7,   5,   5,   4,   3,   3,   3,   3
2019,47201140,201,NOX ,PPB   , 5,30,   3,   3,   3,   2,   2,   3,   5,  11,  10,   8,   6,   5,   4,   4,   4,   5,   4,   6,   6,   6,   4,   3,   3,   3
2019,47201140,201,NOX ,PPB   , 5,31,   3,   2,   2,   1,   1,   2,   3,   7,   5,   6,   4,   5,   7,   6,   6,   6,   4,   8,   8,  10,   6,   5,   4,   3
2019,47201140,201,NOX ,PPB   , 6, 1,   4,   3,   3,   3,   5,   2,   5,   8,   8,   9,   7,   7,   6,   5,   4,   6,   8,   7,  10,   8,   4,   2,   2,   2
2019,47201140,201,NOX ,PPB   , 6, 2,   2,   1,   1,   1,   1,   1,   2,   3,   2,   2,   3,   3,   3,   2,   2,   2,   2,   2,   2,   3,   4,   3,   2,   1
2019,47201140,201,NOX ,PPB   , 6, 3,   2,   1,   1,   1,   1,   2,   4,  11,   5,  11,  16,  15,   9,   7,   6,   7,  11,  11,  11,  13,  10,   7,   4,   3
2019,47201140,201,NOX ,PPB   , 6, 4,   4,   2,   1,   1,   1,   2,   3,   4,   7,   5,   5,   5,   7,   7,   8,   6,  14,  29,  16,   8,   6,   4,   3,   2
2019,47201140,201,NOX ,PPB   , 6, 5,9999,   2,   2,   2,   2,   2,   6,   8,  10,  11,  10,  12,  12,  32,  16,  19,  18,  28,  34,  31,  15,   6,   5,   4
2019,47201140,201,NOX ,PPB   , 6, 6,   3,   2,   3,   3,   2,   2,   3,   5,   3,   5,   4,   4,   3,   4,   3,   5,   3,   3,   2,   3,   3,   3,   3,   1
2019,47201140,201,NOX ,PPB   , 6, 7,   1,   1,   1,   1,   0,   1,   2,   5,   3,   5,   5,   4,   4,   4,   4,   6,   7,   5,   4,   6,   9,   3,   4,   2
2019,47201140,201,NOX ,PPB   , 6, 8,   3,   1,   1,   2,   1,   2,   3,   4,   4,   5,   7,   4,   4,   4,   6,   3,   3,   3,   3,   4,   3,   3,   3,   1
2019,47201140,201,NOX ,PPB   , 6, 9,   2,   1,   1,   2,   1,   1,   1,   3,   3,   2,   3,   2,   2,   2,   3,   5,  10,   5,   4,   4,   3,   2,   2,   1
2019,47201140,201,NOX ,PPB   , 6,10,   2,   3,   3,   3,   4,   4,  10,  14,  18,  11,   8,  11,  12,  13,  25,  13,   9,  12,  10,  10,  10,   7,   6,   5
2019,47201140,201,NOX ,PPB   , 6,11,   4,   4,   3,   3,   1,   2,   6,   9,   8,  12,  11,   6,   5,   5,   5,   6,   7,   9,  15,  12,  11,  11,  12,   7
2019,47201140,201,NOX ,PPB   , 6,12,9999,   4,   4,   5,   5,   5,  11,  16,  10,   7,   5,   4,   4,   4,   5,   4,   4,   4,   4,   5,   4,   4,   3,   3
2019,47201140,201,NOX ,PPB   , 6,13,   3,   2,   3,   2,   2,   3,   5,   6,   7,   6,   5,   5,   4,   5,   5,   5,   5,   6,   5,   5,   4,   3,   2,   2
2019,47201140,201,NOX ,PPB   , 6,14,   1,   1,   1,   1,   1,   1,   4,   9,  19,  26,   8,   5,   4,   6,   6,   5,   4,   7,  10,   9,   9,   6,   5,   4
2019,47201140,201,NOX ,PPB   , 6,15,   3,   3,   2,   2,   2,   3,   3,   7,   8,   9,   8,   8,   8,   6,   6,   5,   5,   7,   7,   7,   7,   5,   4,   4
2019,47201140,201,NOX ,PPB   , 6,16,   3,   4,   6,   6,   7,   7,   8,   7,   6,  24,  13,  16,  25,  19,  15,  21,   7,   8,   5,   6,   8,   6,   4,   4
2019,47201140,201,NOX ,PPB   , 6,17,   5,   4,   2,   2,   2,   3,   6,   9,   8,  10,   7,   6,   5,   5,   7,   7,  10,   9,   7,   5,   5,   4,   3,   3
2019,47201140,201,NOX ,PPB   , 6,18,   2,   2,   1,   1,   1,   1,   3,   7,   7,   9,  10,  15,  12,  20,  16,  19,  14,  25,  34,  21,  11,   8,   3,   4
2019,47201140,201,NOX ,PPB   , 6,19,9999,   1,   2,   1,   1,   1,   4,   5,   7,   8,   9,   5,   5,   7,   7,   5,  10,   7,   8,   8,   9,   5,   3,   3
2019,47201140,201,NOX ,PPB   , 6,20,   2,   2,   2,   1,   5,   3,   5,  20,  24,  13,   7,   8,   9,  15,   9,  13,  10,  12,  15,  12,   5,   4,   4,   2
2019,47201140,201,NOX ,PPB   , 6,21,   3,   1,   2,   2,   1,   1,   4,   9,   6,   6,   5,   6,   4,   3,   4,   6,   6,   7,   5,   5,   3,   3,   3,   1
2019,47201140,201,NOX ,PPB   , 6,22,   1,   1,   2,   1,   1,   1,   5,   3,   5,   7,  10,  11,   9,  12,  11,  10,   8,   8,  12,   9,   7,   7,   6,   3
2019,47201140,201,NOX ,PPB   , 6,23,   2,   2,   2,   2,   2,   1,   2,   1,   3,   5,   8,   7,   6,   4,   4,   5,   6,   5,   9,   5,   8,   4,   2,   3
2019,47201140,201,NOX ,PPB   , 6,24,   2,   1,   2,   2,   4,   3,   5,   8,  12,  26,  19,  11,  10,   8,   8,   7,   7,   8,  11,  10,  14,  20,  14,   6
2019,47201140,201,NOX ,PPB   , 6,25,   3,   3,   3,   4,   4,   6,  11,  23,  17,  19,  11,   7,   6,   6,   4,   6,   6,   7,   6,   5,   6,   3,   2,   1
2019,47201140,201,NOX ,PPB   , 6,26,9999,   1,   1,   1,   1,   1,   1,   3,   3,   3,   4,   3,   2,   4,   5,   3,   3,   4,   4,   4,   4,   3,   2,   3
2019,47201140,201,NOX ,PPB   , 6,27,   4,   3,   3,   4,   3,   4,   4,   9,  13,   6,   4,   4,   4,   3,   4,   4,   3,   5,   4,   3,   3,   1,   1,   2
2019,47201140,201,NOX ,PPB   , 6,28,   2,   1,   1,   1,   1,   1,   3,   5,   5,   6,   5,   3,   2,   3,   3,   4,   3,   3,   3,   3,   3,   1,   1,   1
2019,47201140,201,NOX ,PPB   , 6,29,   1,   1,   1,   1,   1,   2,   1,   2,   3,   3,   3,   2,   2,   2,   2,   2,   2,   3,   2,   2,   3,   1,   1,   1
2019,47201140,201,NOX ,PPB   , 6,30,   1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   2,   3,   2,   1,   1,   1,   1
2019,47201140,201,NOX ,PPB   , 6,31,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998
2019,47201140,201,NOX ,PPB   , 7, 1,   1,   0,   1,   0,   0,   1,   2,   4,   5,   6,   4,   5,   4,   5,   7,   7,   7,   8,   8,   8,   8,   3,   1,   1
2019,47201140,201,NOX ,PPB   , 7, 2,   1,   1,   1,   1,   1,   1,   2,   2,   4,   3,   3,   4,   4,   4,   4,   3,   3,   4,   4,   4,   5,   2,   2,   1
2019,47201140,201,NOX ,PPB   , 7, 3,9999,   0,   0,   0,   1,   1,   1,   6,   4,   4,   3,   3,   3,   4,   5,   4,   4,   4,   3,   3,   3,   2,   1,   1
2019,47201140,201,NOX ,PPB   , 7, 4,   2,   1,   1,   1,   1,   1,   2,   6,   7,   6,   6,   7,   7,   6,   6,   5,   5,   6,   6,   7,   5,   4,   3,   1
2019,47201140,201,NOX ,PPB   , 7, 5,   1,   2,   1,   1,   1,   1,   3,   4,   7,   9,  10,   7,   7,   8,   7,   5,   5,  14,  10,   8,   4,   3,   3,   3
2019,47201140,201,NOX ,PPB   , 7, 6,   2,   1,   1,   2,   3,   3,   6,   7,   9,  11,  15,  15,  10,  14,  11,  11,  15,  11,  15,  15,  17,   6,   2,   2
2019,47201140,201,NOX ,PPB   , 7, 7,   2,   2,   1,   3,   5,   6,   6,   5,   4,   3,   5,   6,   6,  20,  11,   9,   8,   7,   3,   3,   3,   2,   2,   2
2019,47201140,201,NOX ,PPB   , 7, 8,   1,   1,   2,   1,   1,   3,   8,  12,  13,  11,   7,   7,   7,   6,   7,   9,   8,  13,  12,   9,  13,  13,   9,  10
2019,47201140,201,NOX ,PPB   , 7, 9,   5,   3,   2,   2,   2,   2,   4,   4,  11,   8,   8,   6,   6,   6,   7,   9,  10,   9,   7,   6,   4,   3,   2,   2
2019,47201140,201,NOX ,PPB   , 7,10,9999,   1,   1,   1,   1,   1,   3,   5,   5,   5,   5,   5,   4,   4,   2,   5,   4,   4,   4,   4,   3,   3,   1,   1
2019,47201140,201,NOX ,PPB   , 7,11,   1,   1,   1,   1,   1,   1,   3,   9,   6,   6,   4,   5,   4,   3,   4,   4,   4,   8,   5,   7,   4,   3,   3,   1
2019,47201140,201,NOX ,PPB   , 7,12,   2,   2,   4,   2,   1,   3,   8,  21,  10,  11,   9,   6,   5,   6,   5,   7,   5,   7,   6,   4,   4,   3,   2,   1
2019,47201140,201,NOX ,PPB   , 7,13,   1,   1,   2,   3,   2,   3,   3,   6,  22,   6,   3,   4,   4,   5,   4,   3,   5,   6,   2,   4,   3,   2,   1,   1
2019,47201140,201,NOX ,PPB   , 7,14,   1,   2,   1,   1,   1,   1,   1,   2,   4,   3,   3,   3,   3,   2,   2,   2,   2,   3,   2,   4,   3,   4,   3,   5
2019,47201140,201,NOX ,PPB   , 7,15,   1,   1,   1,   1,   1,   4,   3,   5,   9,  10,   8,   9,   8,   6,   5,   7,   4,   2,   2,   4,   3,   2,   3,   4
2019,47201140,201,NOX ,PPB   , 7,16,   2,   2,   2,   1,   2,   3,   6,   7,   7,   9,   7,   5,   6,   5,   3,   5,   3,   4,   5,   5,   5,   5,  14,   2
2019,47201140,201,NOX ,PPB   , 7,17,   2,   4,   3,   2,   2,   2,   2,   4,   6,   5,   4,   4,   3,   4,   4,   4,   6,   5,   4,   5,   5,   3,   1,   1
2019,47201140,201,NOX ,PPB   , 7,18,   1,   1,   0,   1,   1,   1,   1,   5,   8,   8,   8,   7,   6,   6,   8,   8,   7,   6,   6,   5,   4,   1,   1,   0
2019,47201140,201,NOX ,PPB   , 7,19,   1,   0,   0,   0,   0,   0,   1,   2,   3,   3,   3,   3,   2,   2,   2,   2,   2,   2,   2,   2,   2,   1,   1,   1
2019,47201140,201,NOX ,PPB   , 7,20,   1,   1,   1,   0,   1,   1,   1,   1,   3,   3,   2,   2,   2,   2,   4,   8,  10,   3,   4,   4,   2,   2,   1,   2
2019,47201140,201,NOX ,PPB   , 7,21,9999,   1,   1,   1,   1,   1,   2,   3,   2,   2,   2,   3,   4,   4,   4,   4,   4,   4,   5,   4,   5,   4,   3,   3
2019,47201140,201,NOX ,PPB   , 7,22,   4,   2,   3,   5,   6,   4,   7,   8,   5,   7,   7,   6,   6,   5,   6,   6,   6,   5,   6,   7,   5,   2,   3,   2
2019,47201140,201,NOX ,PPB   , 7,23,   2,   1,   1,   1,   2,   3,   7,   6,   8,   8,   6,  20,  13,  12,   7,   7,   7,   6,   3,   6,   7,   4,   4,   2
2019,47201140,201,NOX ,PPB   , 7,24,   2,   1,   1,   3,   2,   2,   7,   5,   7,   6,   7,   7,   9,   6,   7,  10,   8,  11,  12,  15,   9,   7,   4,   4
2019,47201140,201,NOX ,PPB   , 7,25,   4,   2,   4,   4,   4,   5,   7,   7,   9,  10,   9,   6,   7,  12,  12,   9,  13,  12,  14,   9,   7,   3,   3,   4
2019,47201140,201,NOX ,PPB   , 7,26,   3,   1,   1,   2,   1,   2,   6,   7,   7,   6,   9,  11,   6,   9,   6,  10,  10,  10,   9,   6,   5,   3,   3,   2
2019,47201140,201,NOX ,PPB   , 7,27,   3,   3,   3,   2,   3,   3,   4,   6,   4,   5,   5,   7,   6,   7,   7,   6,   6,   7,   6,   5,   4,   4,   4,   3
2019,47201140,201,NOX ,PPB   , 7,28,   3,   3,   3,   2,   1,   2,   4,   2,   2,   2,   2,   4,   5,   5,   6,   5,   5,   5,   6,   3,   3,   1,   1,   1
2019,47201140,201,NOX ,PPB   , 7,29,9999,   1,   1,   1,   1,   1,   3,   6,   7,   9,   9,   8,   7,   8,   7,   8,   8,   7,   7,   7,   5,   3,   4,   3
2019,47201140,201,NOX ,PPB   , 7,30,   3,   2,   1,   2,   2,   4,   5,   8,   7,   8,   6,   6,   5,   5,   5,   5,   5,   5,   5,   4,   3,   3,   3,   3
2019,47201140,201,NOX ,PPB   , 7,31,   3,   2,   1,   1,   2,   3,   6,   7,   7,   8,   8,   6,   6,   5,   6,   5,   6,   6,   6,   6,   6,   3,   3,   1
2019,47201140,201,NOX ,PPB   , 8, 1,   1,   1,   1,   1,   1,   3,   5,   6,   6,   7,   5,   5,   4,   4,   4,   5,   4,   4,   4,   4,   4,   3,   3,   2
2019,47201140,201,NOX ,PPB   , 8, 2,   2,   1,   1,   1,   1,   2,   4,   8,  19,  10,  16,  15,   7,   6,  15,  15,  11,  10,   6,   5,   8,   4,   3,   3
2019,47201140,201,NOX ,PPB   , 8, 3,   5,   4,   3,   3,   2,   2,   4,   6,   6,   5,   7,   8,   6,   6,   7,   5,   6,   6,   4,   3,   3,   3,   3,   2
2019,47201140,201,NOX ,PPB   , 8, 4,   2,   2,   1,   1,   1,   1,   2,   3,   4,   4,   3,   3,   4,   3,   3,   4,   5,   6,   4,   3,   3,   3,   2,   2
2019,47201140,201,NOX ,PPB   , 8, 5,   2,   1,   1,   1,   1,   3,   4,   5,   6,   6,   5,   4,   5,   4,   4,   4,   4,   4,   4,   4,   3,   3,   3,   2
2019,47201140,201,NOX ,PPB   , 8, 6,9999,   2,   1,   1,   1,   2,   9,   6,   7,   5,   6,   4,   4,   4,   4,   4,   4,   4,   3,   3,   2,   2,   2,   2
2019,47201140,201,NOX ,PPB   , 8, 7,   1,   1,   1,   1,   1,   1,   2,   5,   5,   4,   4,   5,   3,   3,   4,   4,   3,   4,   4,   3,   2,   2,   2,   1
2019,47201140,201,NOX ,PPB   , 8, 8,   1,   1,   1,   1,   1,   1,   3,   4,   5,   5,   4,   5,   5,   4,   4,   5,   4,   3,   3,   3,   3,   2,   1,   1
2019,47201140,201,NOX ,PPB   , 8, 9,   0,   0,   0,   0,   0,   1,   1,   3,   6,   7,   7,   7,   6,   6,   8,   5,   6,   6,   6,   4,   3,   1,   1,   1
2019,47201140,201,NOX ,PPB   , 8,10,   1,   1,   1,   1,   1,   1,   1,   2,   2,   1,   3,   3,   3,   3,   3,   3,   3,   3,   2,   2,   1,   1,   1,   1
2019,47201140,201,NOX ,PPB   , 8,11,   1,   1,   1,   1,   1,   1,   1,   1,   2,   4,   2,   2,   2,   1,   3,   2,   3,   1,   4,   7,   3,   4,   2,   2
2019,47201140,201,NOX ,PPB   , 8,12,   2,   1,   2,   2,   1,   2,   4,   4,   6,   5,   6,  10,   7,  13,   9,  11,   6,   6,   7,   5,   6,   4,   2,   3
2019,47201140,201,NOX ,PPB   , 8,13,   2,   4,   6,   5,   4,   4,   7,  12,  11,  15,  10,9999,   6,   7,   9,   7,   9,  11,   9,   7,   6,   9,   4,   3
2019,47201140,201,NOX ,PPB   , 8,14,9999,   3,   3,   3,   2,   2,   3,   8,  11,   8,   8,   9,   8,   7,  11,  10,   8,  11,   9,   8,   8,   7,   4,   3
2019,47201140,201,NOX ,PPB   , 8,15,   3,   3,   3,   1,   1,   1,   3,   4,   5,   7,   8,   8,   7,   7,   5,   8,  10,   6,   5,   5,   3,   3,   1,   1
2019,47201140,201,NOX ,PPB   , 8,16,   1,   1,   1,   1,   1,   2,   2,   4,   7,  13,  13,   9,   7,   5,   8,   7,   5,  12,  11,   7,   8,   5,   4,   6
2019,47201140,201,NOX ,PPB   , 8,17,   3,   3,   4,   4,   4,   4,   7,   7,  11,  11,   9,  10,   9,   8,   9,   9,   7,   9,  14,  15,  13,   6,   6,   6
2019,47201140,201,NOX ,PPB   , 8,18,   6,   4,   5,   3,   4,   4,   5,   7,   9,   6,   8,   7,  15,  23,   6,   6,   6,   6,   9,   7,   8,   5,   3,   3
2019,47201140,201,NOX ,PPB   , 8,19,   2,   2,   2,   3,   3,   2,   8,  16,  28,  22,  18,  10,   8,   9,  10,   5,   6,   4,   2,   3,   3,   2,   2,   2
