測定年度,測定局コード,市町村コード,測定項目コード,測定単位コード,測定月,測定日,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h
2019,47201140,201,NO2 ,PPB   , 5, 1,9999,   1,   1,   1,   2,   4,   3,   2,   4,   4,   9,  12,   4,   5,   5,   5,   4,   4,   5,   5,   3,   3,   3,   2
2019,47201140,201,NO2 ,PPB   , 5, 2,   2,   2,   2,   1,   2,   6,   9,   9,   7,   8,   6,   5,   6,   5,   6,   7,   7,   9,   9,   8,   9,   7,   5,   7
2019,47201140,201,NO2 ,PPB   , 5, 3,   7,   6,   7,   6,   6,   6,  10,   9,  10,   7,   4,   4,   4,   5,   5,   5,   5,   5,   6,   8,   7,   9,   9,   7
2019,47201140,201,NO2 ,PPB   , 5, 4,   9,   8,   6,   5,   5,   4,   6,   5,   4,   4,   5,   3,   2,   2,   2,   2,   3,   3,   3,   4,   3,   3,   3,   2
2019,47201140,201,NO2 ,PPB   , 5, 5,   4,   4,   3,   3,   3,   5,   4,   4,   4,   2,   2,   2,   2,   2,   2,   2,   3,   2,   2,   3,   3,   3,   2,   2
2019,47201140,201,NO2 ,PPB   , 5, 6,   2,   2,   2,   2,   2,   4,   7,   7,   5,   4,   3,   4,   3,   3,   3,   3,   3,   3,   3,   3,   4,   4,   4,   4
2019,47201140,201,NO2 ,PPB   , 5, 7,   4,   3,   3,   2,   3,   5,   9,  15,  11,  10,   9,   7,   5,   6,   7,   6,   5,   6,   9,   9,   8,   7,   6,   7
2019,47201140,201,NO2 ,PPB   , 5, 8,9999,   5,   5,   4,   3,   3,   9,  13,   8,   5,   4,   4,   3,   2,   3,   3,   3,   4,   3,   3,   3,   2,   2,   2
2019,47201140,201,NO2 ,PPB   , 5, 9,   1,   1,   1,   1,   1,   2,   5,  10,   6,   5,   4,   4,   2,   3,   5,   5,   7,  10,   8,   8,   9,  10,   7,   6
2019,47201140,201,NO2 ,PPB   , 5,10,   6,   5,   3,   2,   3,   4,   8,  12,  12,  10,   8,  12,   7,  10,  10,  14,  13,  15,  15,  16,  13,  10,   8,   7
2019,47201140,201,NO2 ,PPB   , 5,11,   7,   4,   4,   3,   3,   3,   6,   6,   7,  10,   8,   6,   4,   5,   5,   7,   6,   6,   6,   4,   3,   5,   6,   4
2019,47201140,201,NO2 ,PPB   , 5,12,   4,   3,   4,   6,   4,   5,   6,   7,   6,   5,  10,   5,   6,   8,   5,   5,   5,   5,   4,   4,   5,   4,   3,   4
2019,47201140,201,NO2 ,PPB   , 5,13,   3,   3,   2,   2,   3,   4,   6,   6,   5,   6,   4,   3,   3,   2,   3,   3,   3,   4,   4,   4,   3,   2,   2,   1
2019,47201140,201,NO2 ,PPB   , 5,14,   1,   2,   1,   1,   1,   1,   2,   2,   2,   2,   2,   3,   3,   3,   7,  10,  17,  12,  12,  13,  12,   7,   4,   4
2019,47201140,201,NO2 ,PPB   , 5,15,9999,   2,   3,   2,   2,   2,   5,  10,  18,   9,   9,   8,   7,   9,   6,   6,   7,   8,   9,  10,   7,   6,   6,   4
2019,47201140,201,NO2 ,PPB   , 5,16,   4,   4,   4,   4,   3,   3,   4,   6,   6,   6,   4,   3,   4,   3,   6,   6,   7,   7,   7,   5,   4,   2,   2,   1
2019,47201140,201,NO2 ,PPB   , 5,17,   1,   1,   1,   1,   1,   1,   2,   4,   5,   4,   4,   3,   2,   3,   4,   4,   4,   5,   6,   5,   4,   3,   4,   3
2019,47201140,201,NO2 ,PPB   , 5,18,   2,   1,   1,   1,   1,   2,   3,   5,   3,   3,   3,   2,   2,   3,   3,   3,   3,   5,   5,   7,   5,   3,   3,   8
2019,47201140,201,NO2 ,PPB   , 5,19,  12,  13,   8,   8,   3,   5,   7,   4,   2,   6,   8,  14,  13,   8,   6,   6,   4,   4,   8,  12,   6,   6,   4,   3
2019,47201140,201,NO2 ,PPB   , 5,20,   2,   1,   1,   1,   1,   1,   3,   6,  11,  17,  13,   7,   6,   6,  10,  11,  13,  13,   9,   4,   4,   3,   2,   2
2019,47201140,201,NO2 ,PPB   , 5,21,   2,   2,   2,   2,   2,   2,   3,   7,   5,   6,   5,   4,   3,   4,   6,   6,   5,   6,   7,   5,   5,   4,   5,   5
2019,47201140,201,NO2 ,PPB   , 5,22,9999,   4,   2,   3,   2,   2,   5,   8,  11,   8,   6,   5,   4,   6,   5,   8,   6,   7,   7,   7,   6,   9,   7,   6
2019,47201140,201,NO2 ,PPB   , 5,23,   6,   5,   5,   8,   6,   7,  12,  18,  11,   8,   5,   5,   3,   3,   4,   4,   4,   5,   5,   6,   5,   5,   6,   5
2019,47201140,201,NO2 ,PPB   , 5,24,   4,   3,   3,   4,   3,   4,  10,   8,  10,   6,   6,   5,   5,   5,   5,   5,   6,   5,   7,   5,   4,   5,   4,   3
2019,47201140,201,NO2 ,PPB   , 5,25,   4,   4,   3,   3,   4,   4,   7,   6,   4,   4,   3,   4,   3,   4,   3,   3,   3,   4,   4,   4,   3,   3,   2,   2
2019,47201140,201,NO2 ,PPB   , 5,26,   2,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2,   3,   2,   3,   3,   3,   2,   3,   3,   2,   2,   1,   1,   1
2019,47201140,201,NO2 ,PPB   , 5,27,   1,   1,   1,   1,   1,   1,   2,   4,   5,   6,   5,   4,   4,   5,   4,   5,   4,   5,   5,   5,   4,   2,   1,   1
2019,47201140,201,NO2 ,PPB   , 5,28,   1,   1,   1,   1,   2,   2,   4,   4,   4,   4,   3,   3,   3,   3,   3,   3,   4,   3,   3,   2,   3,   2,   3,   5
2019,47201140,201,NO2 ,PPB   , 5,29,9999,   5,   3,   3,   3,   4,   6,  11,  13,  11,   9,  10,   8,   6,   4,   4,   6,   4,   4,   4,   3,   3,   3,   3
2019,47201140,201,NO2 ,PPB   , 5,30,   3,   3,   3,   2,   2,   3,   5,  10,   9,   7,   5,   4,   3,   3,   3,   4,   3,   5,   5,   5,   4,   3,   3,   3
2019,47201140,201,NO2 ,PPB   , 5,31,   3,   2,   2,   1,   1,   2,   3,   5,   4,   5,   3,   4,   5,   4,   4,   3,   3,   5,   5,   7,   5,   4,   4,   3
2019,47201140,201,NO2 ,PPB   , 6, 1,   3,   3,   3,   3,   5,   2,   4,   7,   6,   6,   5,   5,   4,   4,   3,   4,   5,   5,   6,   6,   3,   2,   2,   2
2019,47201140,201,NO2 ,PPB   , 6, 2,   2,   1,   1,   1,   1,   1,   2,   2,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   3,   3,   2,   1
2019,47201140,201,NO2 ,PPB   , 6, 3,   1,   1,   1,   1,   1,   2,   3,   8,   3,   5,  12,  10,   7,   5,   3,   3,   4,   7,   9,  10,   7,   6,   4,   3
2019,47201140,201,NO2 ,PPB   , 6, 4,   4,   2,   1,   1,   1,   1,   2,   2,   3,   2,   2,   2,   3,   3,   3,   3,  10,  17,  13,   6,   5,   4,   3,   2
2019,47201140,201,NO2 ,PPB   , 6, 5,9999,   2,   2,   2,   2,   2,   5,   6,   7,   7,   6,   8,   8,  16,  10,  14,  13,  22,  29,  28,  14,   6,   5,   4
2019,47201140,201,NO2 ,PPB   , 6, 6,   3,   2,   3,   3,   2,   2,   2,   2,   1,   2,   2,   2,   1,   2,   1,   2,   0,   1,   1,   2,   2,   2,   3,   1
2019,47201140,201,NO2 ,PPB   , 6, 7,   1,   1,   1,   1,   0,   1,   1,   2,   1,   2,   2,   2,   1,   1,   2,   2,   3,   2,   2,   3,   4,   2,   2,   1
2019,47201140,201,NO2 ,PPB   , 6, 8,   2,   1,   1,   1,   1,   2,   2,   3,   3,   3,   3,   2,   2,   2,   3,   2,   2,   2,   2,   2,   2,   2,   1,   1
2019,47201140,201,NO2 ,PPB   , 6, 9,   1,   1,   1,   1,   1,   1,   1,   2,   2,   1,   1,   1,   1,   1,   2,   4,   8,   4,   3,   3,   3,   2,   2,   1
2019,47201140,201,NO2 ,PPB   , 6,10,   2,   3,   3,   3,   4,   4,   9,  12,  10,   8,   6,   8,   8,  11,  17,  10,   7,  10,   9,   9,   9,   7,   6,   5
2019,47201140,201,NO2 ,PPB   , 6,11,   4,   4,   3,   3,   1,   2,   6,   8,   7,  10,  10,   5,   4,   4,   4,   5,   6,   8,  13,  11,  10,  10,  11,   7
2019,47201140,201,NO2 ,PPB   , 6,12,9999,   4,   4,   5,   5,   5,  10,  14,   8,   6,   4,   3,   3,   3,   4,   3,   3,   3,   3,   4,   4,   3,   3,   3
2019,47201140,201,NO2 ,PPB   , 6,13,   3,   2,   3,   2,   2,   3,   5,   5,   6,   5,   4,   4,   3,   4,   4,   4,   4,   5,   4,   4,   4,   3,   2,   2
2019,47201140,201,NO2 ,PPB   , 6,14,   1,   1,   1,   1,   1,   1,   4,   8,  14,  19,   5,   3,   3,   4,   4,   3,   3,   5,   7,   8,   8,   6,   4,   4
2019,47201140,201,NO2 ,PPB   , 6,15,   3,   3,   2,   2,   2,   3,   3,   6,   7,   7,   6,   6,   6,   5,   5,   4,   4,   6,   6,   6,   5,   4,   4,   4
2019,47201140,201,NO2 ,PPB   , 6,16,   3,   4,   6,   6,   7,   7,   7,   6,   5,  19,   8,  12,  19,  15,  12,  16,   5,   6,   4,   5,   7,   5,   4,   4
2019,47201140,201,NO2 ,PPB   , 6,17,   5,   4,   2,   2,   2,   3,   5,   8,   7,   8,   5,   5,   4,   4,   6,   7,   9,   8,   6,   5,   5,   4,   3,   3
2019,47201140,201,NO2 ,PPB   , 6,18,   2,   2,   1,   1,   1,   1,   2,   5,   4,   4,   5,  10,   6,  12,   9,  13,  10,  18,  23,  18,  10,   6,   2,   3
2019,47201140,201,NO2 ,PPB   , 6,19,9999,   1,   1,   1,   1,   1,   2,   3,   3,   3,   3,   3,   2,   3,   2,   2,   4,   3,   4,   4,   5,   3,   2,   2
2019,47201140,201,NO2 ,PPB   , 6,20,   1,   1,   1,   1,   4,   2,   4,  11,  11,   8,   3,   4,   6,  11,   6,   7,   6,   7,   8,   7,   4,   3,   3,   2
2019,47201140,201,NO2 ,PPB   , 6,21,   2,   1,   1,   1,   1,   1,   3,   5,   3,   3,   2,   3,   2,   1,   2,   2,   3,   3,   3,   3,   2,   2,   2,   1
2019,47201140,201,NO2 ,PPB   , 6,22,   1,   1,   1,   1,   1,   1,   4,   2,   3,   4,   6,   9,   6,   7,   8,   7,   6,   7,   8,   7,   6,   6,   5,   3
2019,47201140,201,NO2 ,PPB   , 6,23,   2,   2,   2,   2,   2,   1,   2,   1,   2,   4,   6,   6,   5,   3,   3,   4,   5,   5,   8,   5,   8,   4,   2,   3
2019,47201140,201,NO2 ,PPB   , 6,24,   2,   1,   2,   2,   3,   3,   5,   7,  10,  22,  16,  10,   9,   7,   7,   6,   6,   7,  10,  10,  13,  19,  14,   6
2019,47201140,201,NO2 ,PPB   , 6,25,   3,   3,   3,   4,   4,   6,  10,  20,  14,  15,   8,   4,   3,   3,   2,   3,   3,   4,   4,   4,   4,   2,   2,   1
2019,47201140,201,NO2 ,PPB   , 6,26,9999,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   1,   2,   3,   2,   2,   2,   2,   3,   3,   3,   2,   3
2019,47201140,201,NO2 ,PPB   , 6,27,   4,   3,   2,   3,   3,   3,   3,   6,   3,   3,   2,   2,   2,   2,   2,   3,   2,   3,   3,   2,   2,   1,   1,   2
2019,47201140,201,NO2 ,PPB   , 6,28,   2,   1,   1,   1,   1,   1,   2,   3,   3,   3,   3,   2,   1,   2,   2,   2,   2,   2,   2,   2,   2,   1,   1,   1
2019,47201140,201,NO2 ,PPB   , 6,29,   1,   1,   1,   1,   1,   2,   1,   1,   2,   2,   2,   1,   1,   1,   1,   1,   1,   2,   1,   2,   2,   1,   1,   1
2019,47201140,201,NO2 ,PPB   , 6,30,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   2,   1,   1,   1,   1,   1
2019,47201140,201,NO2 ,PPB   , 6,31,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998
2019,47201140,201,NO2 ,PPB   , 7, 1,   1,   0,   1,   0,   0,   1,   1,   2,   2,   2,   2,   2,   2,   2,   3,   3,   4,   4,   4,   5,   5,   2,   1,   1
2019,47201140,201,NO2 ,PPB   , 7, 2,   1,   1,   1,   1,   1,   1,   1,   1,   3,   2,   2,   3,   2,   2,   2,   2,   2,   2,   2,   2,   3,   2,   1,   1
2019,47201140,201,NO2 ,PPB   , 7, 3,9999,   0,   0,   0,   1,   1,   1,   3,   2,   2,   2,   2,   2,   2,   3,   2,   1,   2,   2,   2,   2,   1,   1,   1
2019,47201140,201,NO2 ,PPB   , 7, 4,   2,   1,   1,   1,   1,   1,   2,   4,   4,   3,   3,   4,   4,   4,   4,   3,   3,   4,   4,   5,   4,   3,   2,   1
2019,47201140,201,NO2 ,PPB   , 7, 5,   1,   1,   1,   1,   1,   1,   2,   3,   5,   5,   6,   4,   3,   5,   4,   3,   3,   9,   6,   6,   3,   2,   2,   2
2019,47201140,201,NO2 ,PPB   , 7, 6,   1,   1,   1,   2,   3,   2,   5,   6,   7,   9,  11,  11,   8,   9,   8,   9,   9,   9,  13,  14,  14,   6,   2,   2
2019,47201140,201,NO2 ,PPB   , 7, 7,   2,   2,   1,   3,   5,   6,   6,   4,   3,   2,   4,   5,   5,  14,   8,   6,   7,   6,   3,   3,   3,   2,   2,   2
2019,47201140,201,NO2 ,PPB   , 7, 8,   1,   1,   2,   1,   1,   2,   6,   7,   7,   6,   4,   4,   3,   3,   3,   5,   5,   7,   9,   8,   9,  10,   8,   9
2019,47201140,201,NO2 ,PPB   , 7, 9,   5,   3,   2,   2,   2,   2,   3,   3,   6,   5,   5,   4,   4,   3,   3,   4,   6,   5,   5,   4,   3,   2,   2,   2
2019,47201140,201,NO2 ,PPB   , 7,10,9999,   1,   1,   1,   1,   1,   2,   3,   3,   3,   3,   3,   2,   2,   1,   2,   2,   2,   2,   3,   2,   2,   1,   1
2019,47201140,201,NO2 ,PPB   , 7,11,   1,   1,   1,   1,   1,   1,   2,   5,   3,   3,   2,   3,   2,   1,   2,   2,   2,   3,   3,   5,   3,   2,   2,   1
2019,47201140,201,NO2 ,PPB   , 7,12,   1,   1,   3,   2,   1,   2,   6,  10,   6,   5,   4,   3,   3,   3,   3,   3,   3,   3,   3,   2,   3,   2,   2,   1
2019,47201140,201,NO2 ,PPB   , 7,13,   1,   1,   2,   2,   1,   2,   2,   3,  12,   3,   2,   2,   2,   2,   2,   2,   2,   3,   1,   3,   2,   1,   1,   1
2019,47201140,201,NO2 ,PPB   , 7,14,   1,   1,   1,   1,   1,   1,   1,   1,   2,   1,   2,   2,   1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2,   4
2019,47201140,201,NO2 ,PPB   , 7,15,   1,   1,   1,   1,   1,   3,   2,   3,   5,   6,   5,   6,   5,   4,   4,   5,   3,   2,   2,   3,   3,   2,   3,   4
2019,47201140,201,NO2 ,PPB   , 7,16,   2,   2,   2,   1,   2,   3,   4,   3,   3,   4,   3,   2,   2,   2,   1,   2,   1,   2,   2,   3,   3,   2,   2,   1
2019,47201140,201,NO2 ,PPB   , 7,17,   1,   2,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   1,   2,   2,   2,   3,   3,   2,   3,   3,   2,   1,   1
2019,47201140,201,NO2 ,PPB   , 7,18,   1,   1,   0,   1,   1,   1,   1,   3,   4,   4,   4,   4,   3,   3,   4,   4,   3,   3,   3,   3,   2,   1,   1,   0
2019,47201140,201,NO2 ,PPB   , 7,19,   1,   0,   0,   0,   0,   0,   1,   1,   2,   2,   2,   2,   1,   1,   1,   1,   1,   1,   1,   1,   2,   1,   1,   1
2019,47201140,201,NO2 ,PPB   , 7,20,   1,   1,   1,   0,   1,   1,   1,   1,   2,   2,   1,   1,   1,   1,   3,   5,   7,   2,   3,   3,   2,   2,   1,   2
2019,47201140,201,NO2 ,PPB   , 7,21,9999,   1,   1,   1,   1,   1,   2,   2,   1,   1,   1,   2,   2,   2,   2,   2,   2,   2,   3,   3,   3,   2,   2,   2
2019,47201140,201,NO2 ,PPB   , 7,22,   2,   1,   2,   3,   4,   3,   4,   4,   3,   3,   3,   3,   3,   3,   3,   3,   3,   2,   3,   4,   3,   2,   2,   2
2019,47201140,201,NO2 ,PPB   , 7,23,   2,   1,   1,   1,   2,   3,   5,   3,   4,   4,   3,  10,   8,   7,   4,   4,   4,   4,   2,   4,   5,   3,   3,   2
2019,47201140,201,NO2 ,PPB   , 7,24,   2,   1,   1,   2,   2,   2,   4,   3,   3,   3,   3,   4,   6,   4,   4,   5,   4,   6,   7,  10,   7,   5,   3,   3
2019,47201140,201,NO2 ,PPB   , 7,25,   3,   2,   3,   3,   3,   4,   4,   3,   4,   4,   4,   3,   3,   5,   4,   4,   7,   6,   8,   5,   3,   2,   3,   3
2019,47201140,201,NO2 ,PPB   , 7,26,   2,   1,   1,   1,   1,   2,   4,   3,   2,   3,   5,   6,   3,   5,   3,   4,   5,   5,   5,   3,   3,   2,   3,   2
2019,47201140,201,NO2 ,PPB   , 7,27,   2,   3,   2,   2,   3,   3,   3,   3,   2,   2,   2,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   2
2019,47201140,201,NO2 ,PPB   , 7,28,   3,   2,   2,   2,   1,   2,   3,   1,   1,   1,   1,   2,   2,   2,   3,   2,   2,   2,   3,   2,   2,   1,   1,   1
2019,47201140,201,NO2 ,PPB   , 7,29,9999,   1,   1,   1,   1,   1,   2,   3,   3,   3,   3,   2,   3,   3,   3,   3,   3,   3,   3,   3,   3,   2,   3,   2
2019,47201140,201,NO2 ,PPB   , 7,30,   2,   1,   1,   2,   2,   3,   3,   4,   3,   3,   2,   2,   2,   2,   2,   2,   2,   2,   3,   3,   2,   2,   2,   2
2019,47201140,201,NO2 ,PPB   , 7,31,   2,   2,   1,   1,   2,   2,   4,   4,   4,   4,   4,   3,   3,   2,   3,   2,   3,   3,   3,   4,   4,   2,   2,   1
2019,47201140,201,NO2 ,PPB   , 8, 1,   1,   1,   1,   1,   1,   2,   3,   3,   3,   3,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   2,   2,   2
2019,47201140,201,NO2 ,PPB   , 8, 2,   2,   1,   1,   1,   1,   1,   3,   5,  10,   6,  10,  10,   4,   4,   9,   8,   6,   5,   4,   3,   6,   3,   2,   2
2019,47201140,201,NO2 ,PPB   , 8, 3,   4,   3,   2,   2,   2,   2,   3,   3,   3,   2,   3,   3,   3,   2,   3,   2,   3,   3,   2,   2,   2,   2,   2,   1
2019,47201140,201,NO2 ,PPB   , 8, 4,   1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   1,   1,   2,   1,   1,   2,   2,   3,   2,   2,   2,   2,   1,   1
2019,47201140,201,NO2 ,PPB   , 8, 5,   1,   1,   1,   1,   1,   2,   3,   3,   3,   2,   2,   2,   3,   2,   2,   2,   2,   2,   2,   3,   2,   2,   2,   1
2019,47201140,201,NO2 ,PPB   , 8, 6,9999,   2,   1,   1,   1,   1,   4,   3,   3,   2,   2,   2,   2,   2,   2,   1,   1,   1,   1,   1,   1,   1,   1,   1
2019,47201140,201,NO2 ,PPB   , 8, 7,   1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   1,   1,   2,   2,   1,   2,   2,   2,   1,   1,   1,   1
2019,47201140,201,NO2 ,PPB   , 8, 8,   1,   1,   1,   1,   1,   1,   2,   3,   3,   3,   2,   3,   3,   2,   2,   3,   2,   2,   2,   2,   2,   1,   1,   1
2019,47201140,201,NO2 ,PPB   , 8, 9,   0,   0,   0,   0,   0,   1,   1,   2,   3,   4,   4,   4,   3,   3,   4,   3,   3,   4,   4,   3,   2,   1,   1,   1
2019,47201140,201,NO2 ,PPB   , 8,10,   1,   1,   1,   1,   1,   1,   1,   2,   2,   1,   2,   2,   2,   2,   2,   2,   2,   2,   1,   2,   1,   1,   1,   1
2019,47201140,201,NO2 ,PPB   , 8,11,   1,   1,   1,   1,   1,   1,   1,   1,   1,   3,   1,   1,   1,   1,   2,   1,   2,   1,   3,   6,   2,   3,   2,   2
2019,47201140,201,NO2 ,PPB   , 8,12,   2,   1,   2,   2,   1,   2,   3,   3,   3,   3,   4,   6,   5,   8,   5,   4,   4,   4,   4,   4,   5,   4,   2,   2
2019,47201140,201,NO2 ,PPB   , 8,13,   2,   4,   6,   5,   4,   4,   7,  10,   9,  11,   7,9999,   5,   5,   7,   6,   7,   7,   6,   5,   4,   5,   3,   3
2019,47201140,201,NO2 ,PPB   , 8,14,9999,   2,   2,   2,   2,   2,   2,   5,   5,   4,   5,   5,   4,   4,   6,   6,   5,   7,   6,   6,   6,   6,   4,   3
2019,47201140,201,NO2 ,PPB   , 8,15,   3,   3,   2,   1,   1,   1,   3,   3,   4,   6,   7,   6,   5,   5,   4,   5,   3,   4,   4,   4,   2,   2,   1,   1
2019,47201140,201,NO2 ,PPB   , 8,16,   1,   1,   1,   1,   1,   2,   2,   3,   5,  10,  10,   7,   5,   4,   6,   5,   4,   9,   9,   6,   6,   4,   3,   4
2019,47201140,201,NO2 ,PPB   , 8,17,   3,   3,   4,   4,   4,   4,   6,   6,   9,   9,   8,   9,   8,   7,   7,   6,   5,   8,  13,  14,  11,   6,   6,   5
