測定年度,測定局コード,市町村コード,測定項目コード,測定単位コード,測定月,測定日,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h
2019,47201140,201,OX  ,PPB   , 4,11,  58,  60,  59,  60,  59,  56,  53,  48,  37,  45,  56,  59,  64,  60,  62,  56,  48,  47,  48,  46,  47,  53,  54,  58
2019,47201140,201,OX  ,PPB   , 4,12,  62,  61,  61,  59,  56,  54,  52,  50,  49,  54,  52,  53,  53,  52,  54,  52,  54,  48,  50,  52,  50,  49,  51,  53
2019,47201140,201,OX  ,PPB   , 4,13,  54,  53,  49,  49,  50,  49,  43,  47,  47,  49,  50,  53,  55,  55,  55,  56,  55,  53,  52,  52,  52,  52,  54,  56
2019,47201140,201,OX  ,PPB   , 4,14,  56,  55,  54,  53,  52,  51,  51,  50,  50,  51,  51,  52,  52,  52,  50,  48,  49,  50,  49,  48,  48,  48,  50,  47
2019,47201140,201,OX  ,PPB   , 4,15,  50,  50,  52,  55,  57,  59,  56,  53,  54,  52,  57,  60,  61,  61,  59,  59,  58,  55,  50,  50,  54,  54,  54,  51
2019,47201140,201,OX  ,PPB   , 4,16,  48,9999,  48,  46,  55,  59,  53,  50,  54,  56,  56,  51,  50,  53,  50,  50,  51,  51,  53,  53,  53,  52,  52,  52
2019,47201140,201,OX  ,PPB   , 4,17,  51,  53,  53,  51,  46,  39,  26,  37,  46,  48,  49,  49,  46,  41,  45,  46,  46,  45,  47,  52,  52,  50,  52,  53
2019,47201140,201,OX  ,PPB   , 4,18,  51,  50,  37,  25,  18,  14,  10,  24,  41,  45,  51,  51,  51,  51,  50,  50,  45,  42,  46,  44,  49,  43,  32,  35
2019,47201140,201,OX  ,PPB   , 4,19,  37,  40,  45,  43,  41,  44,  35,  34,  47,  55,  56,  56,  56,  52,  51,  50,  49,  47,  46,  45,  43,  45,  47,  47
2019,47201140,201,OX  ,PPB   , 4,20,  47,  48,  48,  46,  46,  46,  45,  44,  44,  45,  46,  46,  44,  44,  42,  42,  43,  43,  42,  42,  42,  41,  41,  42
2019,47201140,201,OX  ,PPB   , 4,21,  43,  41,  41,  40,  39,  32,  30,  33,  32,  33,  38,  41,  42,  41,  41,  40,  40,  40,  39,  36,  38,  37,  38,  38
2019,47201140,201,OX  ,PPB   , 4,22,  39,  39,  39,  41,  40,  40,  37,  38,  40,  41,  41,  41,  41,  40,  38,  37,  37,  35,  34,  33,  34,  34,  34,  34
2019,47201140,201,OX  ,PPB   , 4,23,  35,9999,  34,  34,  34,  34,  34,  33,  34,  34,  32,  30,  26,  24,  21,  19,  17,  19,  15,  13,  13,  12,  13,  14
2019,47201140,201,OX  ,PPB   , 4,24,  15,  15,  15,  15,  15,  16,  14,  13,  13,  15,  14,  15,  13,  14,  15,  12,  11,  12,  10,  10,  11,  11,  11,  12
2019,47201140,201,OX  ,PPB   , 4,25,  11,  11,  12,  12,  12,  12,  10,   9,  10,  10,  12,  14,  14,  13,  12,  12,  16,  15,  15,  13,  12,  12,  13,  12
2019,47201140,201,OX  ,PPB   , 4,26,  18,  37,  36,  34,  40,  43,  37,  36,  40,  42,  46,  57,  61,  59,  60,  62,  65,  60,  57,  51,  52,  55,  61,  62
2019,47201140,201,OX  ,PPB   , 4,27,  60,  63,  66,  65,  68,  71,  69,  68,  64,  57,  53,  54,  57,  51,  50,  56,  53,  52,  53,  52,  52,  54,  53,  56
2019,47201140,201,OX  ,PPB   , 4,28,  56,  53,  53,  54,  53,  53,  52,  51,  51,  50,  49,  49,  48,  47,  47,  48,  46,  46,  44,  41,  38,  39,  40,  38
2019,47201140,201,OX  ,PPB   , 4,29,  37,  35,  31,  29,  27,  26,  23,  22,  21,  20,  20,  19,  19,  18,  17,  17,  15,  14,  14,  13,  13,  13,  12,  12
2019,47201140,201,OX  ,PPB   , 4,30,  13,9999,  13,  14,  13,  12,  12,  13,  14,  14,  14,  15,  17,  15,  13,  14,  12,  12,  13,  14,  13,  14,  14,  14
2019,47201140,201,OX  ,PPB   , 4,31,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998
2019,47201140,201,OX  ,PPB   , 5, 1,  13,  14,  14,  15,  27,  24,  23,  14,  14,  14,  20,  19,  25,  38,  40,  42,  45,  47,  46,  48,  53,  53,  53,  55
2019,47201140,201,OX  ,PPB   , 5, 2,  58,  62,  61,  62,  63,  59,  61,  68,  71,  66,  65,  66,  66,  65,  65,  63,  65,  62,  60,  61,  60,  61,  62,  60
2019,47201140,201,OX  ,PPB   , 5, 3,  57,  56,  52,  55,  52,  52,  50,  51,  53,  57,  62,  62,  62,  61,  61,  62,  61,  61,  59,  55,  56,  52,  52,  54
2019,47201140,201,OX  ,PPB   , 5, 4,  53,  55,  57,  59,  59,  63,  65,  70,  75,  79,  79,  79,  79,  77,  73,  73,  72,  70,  70,  65,  59,  58,  59,  59
2019,47201140,201,OX  ,PPB   , 5, 5,  57,  57,  54,  53,  53,  51,  52,  52,  53,  57,  57,  56,  56,  54,  53,  54,  54,  53,  53,  54,  54,  53,  54,  54
2019,47201140,201,OX  ,PPB   , 5, 6,  54,  54,  53,  52,  51,  49,  43,  44,  51,  53,  54,  52,  53,  54,  51,  51,  49,  49,  50,  49,  47,  48,  47,  44
2019,47201140,201,OX  ,PPB   , 5, 7,  44,9999,  45,  46,  44,  41,  36,  33,  38,  42,  43,  46,  47,  47,  44,  44,  45,  47,  44,  47,  50,  56,  58,  59
2019,47201140,201,OX  ,PPB   , 5, 8,  58,  60,  59,  58,  58,  56,  49,  43,  47,  49,  48,  45,  44,  41,  38,  37,  38,  39,  38,  38,  38,  39,  42,  41
2019,47201140,201,OX  ,PPB   , 5, 9,  41,  43,  43,  43,  43,  41,  37,  34,  40,  41,  42,  41,  42,  40,  36,  35,  32,  31,  35,  35,  31,  30,  33,  34
2019,47201140,201,OX  ,PPB   , 5,10,  34,  33,  38,  40,  38,  37,  34,  27,  32,  35,  38,  34,  38,  35,  33,  32,  30,  26,  26,  21,  23,  25,  27,  28
2019,47201140,201,OX  ,PPB   , 5,11,  28,  33,  33,  34,  32,  34,  31,  32,  31,  27,  33,  40,  43,  43,  43,  42,  46,  41,  38,  40,  42,  37,  36,  39
2019,47201140,201,OX  ,PPB   , 5,12,  39,  39,  36,  32,  34,  34,  33,  36,  40,  45,  42,  46,  46,  47,  56,  57,  54,  47,  44,  44,  42,  40,  39,  39
2019,47201140,201,OX  ,PPB   , 5,13,  39,  34,  38,  38,  29,  29,  37,  43,  44,  45,  42,  46,  44,  44,  44,  40,  31,  25,  24,  25,  26,  27,  25,  24
2019,47201140,201,OX  ,PPB   , 5,14,  24,9999,  23,  22,  22,  21,  20,  19,  20,  19,  20,  19,  20,  21,  20,  20,  20,  26,  27,  28,  29,  33,  35,  35
2019,47201140,201,OX  ,PPB   , 5,15,  38,  42,  43,  45,  45,  45,  43,  38,  33,  41,  45,  47,  45,  42,  39,  38,  34,  34,  34,  32,  35,  35,  34,  36
2019,47201140,201,OX  ,PPB   , 5,16,  34,  33,  30,  31,  34,  34,  30,  29,  31,  34,  36,  38,  38,  38,  37,  36,  35,  32,  30,  31,  32,  36,  40,  45
2019,47201140,201,OX  ,PPB   , 5,17,  45,  45,  45,  43,  44,  45,  45,  44,  43,  45,  45,  44,  45,  43,  41,  41,  40,  38,  36,  36,  36,  36,  34,  34
2019,47201140,201,OX  ,PPB   , 5,18,  36,  36,  37,  34,  33,  32,  32,  28,  28,  32,  29,  28,  29,  30,  32,  31,  31,  26,  25,  23,  28,  35,  34,  26
2019,47201140,201,OX  ,PPB   , 5,19,  27,  22,  22,  23,  33,  30,  31,  36,  40,  38,  37,  32,  32,  41,  41,  40,  42,  38,  34,  28,  31,  30,  29,  31
2019,47201140,201,OX  ,PPB   , 5,20,  34,  37,  34,  33,  33,  33,  31,  29,  44,  36,  35,  42,  38,  30,  23,  24,  28,  35,  47,  51,  49,  53,  53,  51
2019,47201140,201,OX  ,PPB   , 5,21,  53,9999,  61,  61,  57,  54,  50,  47,  48,  47,  46,  47,  49,  51,  50,  50,  54,  51,  47,  50,  53,  53,  50,  49
2019,47201140,201,OX  ,PPB   , 5,22,  52,  53,  60,  60,  62,  63,  60,  57,  55,  57,  61,  64,  64,  61,  62,  61,  64,  63,  63,  64,  64,  59,  60,  61
2019,47201140,201,OX  ,PPB   , 5,23,  61,  62,  61,  55,  57,  57,  52,  50,  58,  65,  68,  69,  68,  66,  65,  65,  64,  64,  65,  68,  72,  74,  68,  67
2019,47201140,201,OX  ,PPB   , 5,24,  65,  66,  64,  61,  62,  63,  56,  64,  66,  74,  77,  80,  80,  81,  80,  75,  72,  69,  67,  70,  70,  67,  68,  67
2019,47201140,201,OX  ,PPB   , 5,25,  68,  71,  70,  69,  67,  68,  65,  69,  74,  76,  76,  74,  72,  68,  66,  65,  63,  62,  60,  59,  62,  65,  64,  65
2019,47201140,201,OX  ,PPB   , 5,26,  63,  61,  59,  58,  59,  59,  59,  61,  62,  61,  61,  59,  57,  55,  55,  54,  54,  53,  52,  52,  51,  52,  52,  52
2019,47201140,201,OX  ,PPB   , 5,27,  53,  53,  55,  56,  57,  58,  58,  57,  56,  56,  54,  53,  51,  49,  49,  48,  46,  45,  45,  44,  44,  44,  43,  41
2019,47201140,201,OX  ,PPB   , 5,28,  37,9999,  35,  34,  33,  32,  30,  31,  32,  32,  33,  31,  30,  30,  28,  27,  26,  25,  26,  26,  25,  24,  25,  24
2019,47201140,201,OX  ,PPB   , 5,29,  24,  22,  29,  28,  28,  26,  35,  31,  33,  42,  45,  47,  52,  57,  59,  63,  60,  61,  59,  62,  64,  67,  68,  62
2019,47201140,201,OX  ,PPB   , 5,30,  58,  59,  58,  58,  56,  54,  52,  48,  53,  59,  62,  61,  61,  61,  59,  58,  57,  56,  56,  55,  54,  52,  51,  51
2019,47201140,201,OX  ,PPB   , 5,31,  51,  49,  46,  46,  45,  42,  41,  41,  42,  40,  41,  39,  38,  35,  31,  25,  25,  22,  21,  17,  18,  17,  22,  27
2019,47201140,201,OX  ,PPB   , 6, 1,  25,  21,  22,  24,  22,  25,  23,  21,  26,  30,  33,  35,  33,  32,  31,  29,  25,  21,  21,  23,  23,  21,  19,  16
2019,47201140,201,OX  ,PPB   , 6, 2,  16,  15,  17,  16,  16,  14,  10,   9,   8,   9,   9,  11,  10,   8,  11,  10,   8,   7,   8,  10,  22,  28,  30,  28
2019,47201140,201,OX  ,PPB   , 6, 3,  30,  29,  28,  30,  30,  32,  25,  17,  16,  12,  29,  29,  31,  26,  17,  15,  18,  20,  20,  19,  19,  21,  24,  25
2019,47201140,201,OX  ,PPB   , 6, 4,  19,9999,   8,  10,  10,   9,   8,   8,   8,   9,   9,   9,   9,  10,   9,   9,  22,  16,  16,  25,  25,  24,  26,  25
2019,47201140,201,OX  ,PPB   , 6, 5,  23,  24,  24,  24,  22,  22,  20,  20,  18,  18,  22,  23,  29,  25,  35,  34,  34,  26,  20,  18,  30,  36,  33,  32
2019,47201140,201,OX  ,PPB   , 6, 6,  34,  28,  21,  16,  13,  10,   7,   6,   7,   8,   8,   9,   9,   9,  10,  11,  11,   9,   9,   8,   8,   7,   8,  10
2019,47201140,201,OX  ,PPB   , 6, 7,   9,   9,   9,   9,   9,   9,   8,   9,  10,  12,  14,  10,  10,  11,  12,  13,  16,  14,  12,  10,   8,   9,   9,  10
2019,47201140,201,OX  ,PPB   , 6, 8,  10,  10,   9,   9,   8,   7,   6,   8,  12,  14,  13,  13,  12,  12,  11,  12,  11,  10,  10,  13,  11,  10,   9,  10
2019,47201140,201,OX  ,PPB   , 6, 9,   9,  10,  10,  10,  12,  12,  12,  12,  12,  13,  12,  13,  15,  14,  13,  27,  24,  26,  23,  25,  26,  26,  26,  23
2019,47201140,201,OX  ,PPB   , 6,10,  32,  31,  26,  22,  23,  34,  30,  26,  29,  28,  32,  30,  35,  34,  29,  39,  44,  45,  45,  42,  39,  35,  35,  36
2019,47201140,201,OX  ,PPB   , 6,11,  38,9999,  39,  39,  44,  44,  36,  31,  29,  32,  39,  60,  61,  58,  54,  51,  47,  44,  39,  37,  36,  36,  32,  35
2019,47201140,201,OX  ,PPB   , 6,12,  40,  41,  43,  40,  41,  41,  37,  40,  54,  58,  59,  60,  58,  55,  51,  50,  49,  46,  45,  43,  44,  45,  46,  45
2019,47201140,201,OX  ,PPB   , 6,13,  45,  47,  47,  47,  45,  41,  41,  44,  45,  48,  48,  47,  49,  47,  44,  42,  47,  46,  44,  44,  48,  49,  46,  49
2019,47201140,201,OX  ,PPB   , 6,14,  46,  45,  42,  39,  32,  30,  29,  24,  18,  13,  22,  29,  33,  28,  25,  30,  28,  27,  27,  45,  47,  46,  47,  49
2019,47201140,201,OX  ,PPB   , 6,15,  52,  52,  54,  53,  52,  52,  54,  53,  51,  50,  52,  53,  55,  55,  54,  55,  56,  55,  54,  54,  57,  59,  61,  62
2019,47201140,201,OX  ,PPB   , 6,16,  61,  60,  58,  57,  48,  37,  37,  53,  59,  46,  56,  52,  45,  46,  47,  42,  51,  47,  46,  41,  38,  41,  41,  46
2019,47201140,201,OX  ,PPB   , 6,17,  39,  39,  47,  46,  46,  47,  47,  46,  48,  47,  50,  48,  48,  54,  67,  64,  62,  63,  66,  69,  67,  64,  62,  61
2019,47201140,201,OX  ,PPB   , 6,18,  62,9999,  44,  43,  41,  34,  24,  17,  14,  12,  11,  13,  10,  10,  13,  11,  18,  10,   7,   7,  11,   9,   9,   8
2019,47201140,201,OX  ,PPB   , 6,19,  10,  10,  10,  10,   8,   9,   8,   8,   8,   8,   8,   8,   9,   9,  11,  10,   9,   9,   8,   7,   6,   8,   9,   8
2019,47201140,201,OX  ,PPB   , 6,20,   8,   8,   8,  17,  19,  12,  11,  11,  12,  11,  13,  16,  15,  18,  11,   8,   7,   6,   7,   7,   8,  10,  11,  11
2019,47201140,201,OX  ,PPB   , 6,21,  10,  10,  10,  10,  10,  10,   9,   8,  10,  11,  13,  14,  17,  13,  14,  14,  13,  11,  13,  12,  11,  11,  13,  13
2019,47201140,201,OX  ,PPB   , 6,22,  12,  12,  12,  12,  10,   9,   7,   9,   8,   8,  16,  21,  23,  22,  21,  23,  26,  27,  25,  25,  24,  22,  23,  25
2019,47201140,201,OX  ,PPB   , 6,23,  25,  24,  23,  21,  22,  18,  15,  17,  19,  27,  36,  50,  53,  55,  61,  57,  55,  54,  48,  51,  47,  54,  57,  56
2019,47201140,201,OX  ,PPB   , 6,24,  56,  59,  56,  51,  48,  53,  52,  53,  48,  36,  39,  44,  43,  46,  45,  46,  47,  45,  40,  39,  31,  23,  23,  32
2019,47201140,201,OX  ,PPB   , 6,25,  36,9999,  32,  27,  29,  26,  23,  17,  26,  23,  29,  20,  17,  15,  14,  14,  17,  19,  19,  18,  18,  20,  19,  21
2019,47201140,201,OX  ,PPB   , 6,26,  21,  21,  22,  22,  20,  19,  18,  16,  17,  19,  17,  16,  17,  17,  16,  15,  15,  15,  16,  16,  15,  15,  16,  14
2019,47201140,201,OX  ,PPB   , 6,27,  11,  12,  14,  12,  12,  11,  11,  11,  13,  17,  17,  19,  19,  20,  18,  19,  21,  21,  21,  19,  18,  19,  22,  23
2019,47201140,201,OX  ,PPB   , 6,28,  19,  20,  21,  21,  20,  21,  23,  20,  21,  22,  21,  24,  22,  22,  22,  20,  21,  20,  18,  17,  17,  17,  16,  16
2019,47201140,201,OX  ,PPB   , 6,29,  16,  17,  17,  18,  19,  18,  18,  21,  23,  26,  25,  24,  25,  23,  24,  24,  22,  21,  19,  16,  15,  15,  14,  12
2019,47201140,201,OX  ,PPB   , 6,30,  12,  11,  12,  12,  11,  11,  10,  10,  10,  11,  11,  12,  12,  11,  11,  11,  10,  10,  10,  10,  10,   9,   9,   9
2019,47201140,201,OX  ,PPB   , 6,31,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998
2019,47201140,201,OX  ,PPB   , 7, 1,   9,  10,   9,   9,  10,   9,   9,  10,  11,  12,  13,  11,  12,  13,  13,  14,  15,  13,  11,  11,  12,  14,  14,  15
2019,47201140,201,OX  ,PPB   , 7, 2,  15,9999,  17,  17,  18,  18,  19,  24,  24,  24,  23,  22,  21,  24,  21,  19,  19,  18,  16,  16,  15,  14,  15,  16
2019,47201140,201,OX  ,PPB   , 7, 3,  16,  17,  16,  17,  17,  17,  17,  16,  16,  16,  17,  17,  17,  17,  18,  16,  15,  16,  19,  20,  18,  17,  18,  18
2019,47201140,201,OX  ,PPB   , 7, 4,  17,  15,  15,  15,  15,  14,  14,  12,  13,  14,  14,  14,  15,  20,  22,  21,  17,  17,  16,  18,  18,  18,  19,  19
2019,47201140,201,OX  ,PPB   , 7, 5,  18,  17,  15,  15,  15,  15,  14,  13,  12,  10,  11,  11,  12,  13,  14,  15,  15,  17,  19,  19,  18,  18,  18,  19
2019,47201140,201,OX  ,PPB   , 7, 6,  21,  20,  23,  24,  25,  26,  22,  19,  19,  22,  18,  19,  24,  22,  24,  28,  27,  28,  26,  22,  21,  26,  32,  32
2019,47201140,201,OX  ,PPB   , 7, 7,  32,  34,  34,  32,  30,  28,  26,  26,  26,  28,  23,  23,  27,  21,  29,  26,  27,  32,  34,  30,  27,  23,  21,  20
2019,47201140,201,OX  ,PPB   , 7, 8,  22,  25,  26,  23,  21,  21,  17,  14,  19,  21,  20,  18,  16,  15,  14,  16,  14,  12,  18,  19,  17,  15,  17,  15
2019,47201140,201,OX  ,PPB   , 7, 9,  18,9999,  20,  19,  19,  18,  18,  18,  15,  15,  15,  16,  16,  18,  16,  18,  15,  15,  15,  16,  17,  18,  18,  18
2019,47201140,201,OX  ,PPB   , 7,10,  18,  18,  18,  19,  19,  19,  18,  18,  17,  17,  19,  20,  20,  18,  19,  17,  17,  16,  17,  16,  16,  15,  16,  16
2019,47201140,201,OX  ,PPB   , 7,11,  17,  18,  18,  19,  19,  18,  18,  18,  19,  18,  19,  20,  22,  21,  21,  19,  19,  15,  15,  17,  18,  19,  18,  18
2019,47201140,201,OX  ,PPB   , 7,12,  18,  17,  18,  19,  18,  17,  14,  13,  15,  15,  15,  17,  19,  18,  18,  16,  17,  15,  14,  14,  13,  14,  14,  15
2019,47201140,201,OX  ,PPB   , 7,13,  17,  15,  14,  14,  16,  16,  16,  16,  16,  16,  17,  18,  17,  15,  16,  15,  15,  16,  16,  15,  15,  16,  18,  17
2019,47201140,201,OX  ,PPB   , 7,14,  15,  15,  15,  14,  13,  13,  13,  12,  13,  14,  17,  17,  13,  15,  17,  17,  14,  13,  14,  13,  12,  14,  15,  13
2019,47201140,201,OX  ,PPB   , 7,15,  17,  17,  17,  18,  18,  15,  16,  17,  20,  22,  25,  25,  27,  28,  28,  28,  30,  31,  32,  30,  31,  31,  28,  26
2019,47201140,201,OX  ,PPB   , 7,16,  23,9999,  21,  19,  18,  13,   8,   9,  11,  13,  12,  11,  10,  10,  10,   9,   9,   9,   7,   7,   7,   8,   6,   7
2019,47201140,201,OX  ,PPB   , 7,17,   7,   7,   7,   8,   8,   8,   8,   8,   9,  11,  12,  12,  14,  15,  15,  15,  15,  16,  16,  16,  17,  19,  19,  19
2019,47201140,201,OX  ,PPB   , 7,18,  20,  22,  22,  22,  23,  23,  23,  22,  22,  22,  22,  21,  21,  19,  18,  17,  16,  16,  16,  15,  16,  17,  17,  17
2019,47201140,201,OX  ,PPB   , 7,19,  17,  18,  18,  19,  19,  19,  19,  18,  18,  18,  18,  19,  19,  18,  18,  18,  17,  17,  16,  17,  17,  18,  19,  19
2019,47201140,201,OX  ,PPB   , 7,20,  19,  19,  19,  20,  21,  22,  22,  23,  22,  23,  23,  24,  21,  20,  20,  17,  17,  19,  26,  26,  26,  23,  22,  21
2019,47201140,201,OX  ,PPB   , 7,21,  19,  17,  16,  16,  16,  16,  15,  15,  17,  18,  18,  20,  18,  16,  14,  15,  13,  11,   9,  11,   8,   8,  10,  10
2019,47201140,201,OX  ,PPB   , 7,22,   9,  10,  10,   9,   8,   8,   7,   9,  12,  14,  15,  15,  15,  16,  14,  15,  13,  11,  11,   9,  10,  11,  10,  11
2019,47201140,201,OX  ,PPB   , 7,23,  11,9999,  10,   9,   9,   7,   6,   9,  11,  14,  15,  12,  13,  14,  16,  15,  16,  13,  13,  13,  10,   9,   8,   9
2019,47201140,201,OX  ,PPB   , 7,24,  10,  10,   9,   8,   7,   7,   6,   8,  10,  13,  12,  15,  12,  12,  14,  16,  10,   8,   6,   5,   5,   4,   5,   5
2019,47201140,201,OX  ,PPB   , 7,25,   5,   6,   5,   4,   3,   3,   4,   7,   9,  10,  14,  14,  12,  10,  10,  13,  12,  10,   9,   9,  10,  11,   9,   8
2019,47201140,201,OX  ,PPB   , 7,26,   8,   9,   9,   9,   9,  10,   6,   9,  11,  12,  11,  13,  13,  13,  12,  10,  12,  10,  10,   8,   9,  11,   9,   9
2019,47201140,201,OX  ,PPB   , 7,27,   9,   8,   9,   9,   9,   7,   8,   8,  10,  12,  13,  12,  12,  12,  12,  12,  11,  10,  12,   9,   9,  10,  11,  10
2019,47201140,201,OX  ,PPB   , 7,28,  10,  11,  11,  11,  12,  10,  10,  12,  13,  13,  13,  15,  13,  12,  12,  11,  11,  12,  11,  12,  11,  11,  11,  11
2019,47201140,201,OX  ,PPB   , 7,29,  11,  11,  10,   9,   8,   7,   8,   9,   9,  10,   9,  10,  12,   9,  10,  10,   9,   8,   8,   6,   6,   6,   5,   6
2019,47201140,201,OX  ,PPB   , 7,30,   5,9999,   7,   6,   5,   5,   5,   6,   7,   8,   8,   9,   9,   9,  10,  12,  10,   9,  11,   8,   8,   8,   8,   7
2019,47201140,201,OX  ,PPB   , 7,31,   8,   9,  10,  10,   9,   9,  10,  13,  14,  15,  15,  16,  15,  14,  15,  12,  12,  10,  11,  13,  12,  12,  13,  12
2019,47201140,201,OX  ,PPB   , 8, 1,  11,  11,  11,  11,  10,  10,   9,   9,  11,  11,  12,  12,  14,  13,  14,  13,  12,  12,  11,  11,  11,  12,  13,  13
2019,47201140,201,OX  ,PPB   , 8, 2,  14,  17,  16,  14,  13,  13,  10,   9,   4,  12,  12,  10,  11,  19,  12,  12,   9,   9,  13,  15,  12,  10,  10,  10
2019,47201140,201,OX  ,PPB   , 8, 3,   7,   7,   7,   6,   6,   8,   9,   9,  10,  11,  11,  10,  10,  11,  12,  12,  11,  12,  11,  10,   9,   9,  10,  10
2019,47201140,201,OX  ,PPB   , 8, 4,  10,  10,  11,  12,  12,  12,  10,   9,  10,  11,  12,  13,  13,  11,  10,  11,  10,   9,   9,   8,   8,   7,   8,   9
2019,47201140,201,OX  ,PPB   , 8, 5,   9,   9,   9,   9,  10,   9,   9,  10,  10,  11,  11,  12,  18,  18,  13,  13,  17,  14,  11,  13,  10,  10,  10,  10
2019,47201140,201,OX  ,PPB   , 8, 6,  11,9999,  10,  10,  11,  10,   8,  10,  11,  12,  13,  12,  12,  10,  10,   8,   6,   6,   6,   6,   6,   9,  10,  10
2019,47201140,201,OX  ,PPB   , 8, 7,   9,   8,   7,   7,   7,   7,   7,   7,   9,  10,  11,  11,  12,  11,  13,  11,  11,  11,  11,  11,  13,  13,  13,  13
2019,47201140,201,OX  ,PPB   , 8, 8,  13,  18,  17,  19,  20,  20,  22,  21,  20,  20,  21,  19,  20,9999,9999,9999,9999,  14,  16,  17,  18,  19,  19,  19
2019,47201140,201,OX  ,PPB   , 8, 9,  20,  20,  20,  21,  22,  22,  22,  22,  21,  21,  21,  21,  21,  20,  19,  19,  18,  17,  17,  18,  19,  20,  19,  19
2019,47201140,201,OX  ,PPB   , 8,10,  20,  24,  24,  25,  27,  27,  30,  31,  30,  28,  27,  26,  25,  25,  25,  23,  22,  23,  23,  23,  23,  23,  24,  24
2019,47201140,201,OX  ,PPB   , 8,11,  23,  24,  24,  23,  23,  23,  22,  24,  24,  24,  26,  26,  25,  26,  22,  23,  22,  22,  19,  16,  19,  17,  18,  18
2019,47201140,201,OX  ,PPB   , 8,12,  17,  19,  19,  19,  19,  17,  15,  12,  13,  15,  17,  20,  24,  19,  17,  14,  17,  14,  14,  14,  13,  20,  24,  25
2019,47201140,201,OX  ,PPB   , 8,13,  27,9999,  35,  35,  37,  35,  34,  33,  39,  42,  45,  44,  36,  42,  44,  45,  41,  26,  13,  13,  13,  13,  14,  16
2019,47201140,201,OX  ,PPB   , 8,14,  18,  17,  16,  17,  17,  17,  16,  13,  12,9999,9999,9999,9999,9999,  12,  13,  14,  14,  17,  20,  25,  28,  32,  35
2019,47201140,201,OX  ,PPB   , 8,15,  35,  36,  38,  43,  50,  51,  51,  44,  42,  44,  40,  38,  34,  33,  32,  27,  27,  30,  32,  30,  24,  21,  21,  21
2019,47201140,201,OX  ,PPB   , 8,16,  20,  22,  25,  25,  23,  24,  26,  26,  25,  24,  25,  27,  29,  27,  23,  23,  23,  25,  26,  21,  19,  22,  19,  18
2019,47201140,201,OX  ,PPB   , 8,17,  22,  32,  29,  27,  27,  28,  36,  41,  38,  38,  40,  38,  37,  39,  37,  40,  39,  37,  33,  32,  33,  38,  38,  38
2019,47201140,201,OX  ,PPB   , 8,18,  36,  38,  37,  37,  36,  35,  33,  34,  32,  35,  34,  36,  31,  23,  34,  36,  35,  35,  33,  33,  26,  21,  17,  16
2019,47201140,201,OX  ,PPB   , 8,19,  16,  15,  15,  12,  11,  18,  13,  12,  13,  11,  15,  22,  26,  28,  24,  29,  29,  28,  28,  26,  26,  30,  31,  29
